,"(deg C) Mean Temperature (ERA5) at Vavuniya, 2007-01-01 to 2025-12-31"
"2016-03-06",28.0003
"2016-03-07",28.1005
"2016-03-08",28.3197
"2016-03-09",28.6114
"2016-03-10",29.3628
"2016-03-11",28.8778
"2016-03-12",29.2099
"2016-03-13",29.2325
"2016-03-14",28.7311
"2016-03-15",28.8887
"2016-03-16",29.393
"2016-03-17",28.9504
"2016-03-18",28.2437
"2016-03-19",28.8613
"2016-03-20",29.0233
"2016-03-21",29.2065
"2016-03-22",30.273
"2016-03-23",30.2151
"2016-03-24",29.1219
"2016-03-25",28.6979
"2016-03-26",28.8489
"2016-03-27",29.7182
"2016-03-28",28.2217
"2016-03-29",28.7635
"2016-03-30",28.8391
"2016-03-31",29.1614
"2016-04-01",29.3922
"2016-04-02",29.583
"2016-04-03",30.1607
"2016-04-04",30.0775
"2016-04-05",29.8895
"2016-04-06",29.3592
"2016-04-07",29.9852
"2016-04-08",30.8021
"2016-04-09",30.5394
"2016-04-10",30.0903
"2016-04-11",31.0449
"2016-04-12",31.0966
"2016-04-13",31.5763
"2016-04-14",31.482
"2016-04-15",31.0915
"2016-04-16",30.2961
"2016-04-17",30.7276
"2016-04-18",31.106
"2016-04-19",29.5765
"2016-04-20",29.7435
"2016-04-21",30.7213
"2016-04-22",31.2226
"2016-04-23",31.6165
"2016-04-24",31.4112
"2016-04-25",31.8567
"2016-04-26",30.2062
"2016-04-27",31.2781
"2016-04-28",31.8267
"2016-04-29",31.4496
"2016-04-30",29.2343
"2016-05-01",29.9396
"2016-05-02",30.6511
"2016-05-03",31.5771
"2016-05-04",31.1416
"2016-05-05",30.667
"2016-05-06",29.765
"2016-05-07",29.7283
"2016-05-08",28.9606
"2016-05-09",28.8505
"2016-05-10",28.2726
"2016-05-11",27.8889
"2016-05-12",28.5477
"2016-05-13",29.3715
"2016-05-14",27.6217
"2016-05-15",25.466
"2016-05-16",25.7903
"2016-05-17",26.1495
"2016-05-18",28.764
"2016-05-19",28.5639
"2016-05-20",28.9814
"2016-05-21",29.8247
"2016-05-22",30.4985
"2016-05-23",30.5534
"2016-05-24",30.0831
"2016-05-25",29.8573
"2016-05-26",30.2562
"2016-05-27",29.0608
"2016-05-28",29.1583
"2016-05-29",29.5754
"2016-05-30",29.3106
"2016-05-31",29.7299
"2016-06-01",29.75
"2016-06-02",30.1774
"2016-06-03",29.9534
"2016-06-04",30.1414
"2016-06-05",29.9708
"2016-06-06",29.5687
"2016-06-07",28.6566
"2016-06-08",28.2984
"2016-06-09",29.1667
"2016-06-10",29.2712
"2016-06-11",29.6517
"2016-06-12",29.8
"2016-06-13",30.1045
"2016-06-14",30.1187
"2016-06-15",30.2716
"2016-06-16",29.727
"2016-06-17",29.7169
"2016-06-18",29.1733
"2016-06-19",29.4333
"2016-06-20",29.0728
"2016-06-21",29.2134
"2016-06-22",29.7083
"2016-06-23",29.1451
"2016-06-24",29.5256
"2016-06-25",29.947
"2016-06-26",29.9365
"2016-06-27",29.8996
"2016-06-28",29.5649
"2016-06-29",29.3048
"2016-06-30",30.2058
"2016-07-01",30.431
"2016-07-02",30.6387
"2016-07-03",31.2313
"2016-07-04",30.9313
"2016-07-05",30.6073
"2016-07-06",30.0769
"2016-07-07",30.3807
"2016-07-08",30.4633
"2016-07-09",30.4676
"2016-07-10",30.4308
"2016-07-11",30.6001
"2016-07-12",30.5613
"2016-07-13",30.1998
"2016-07-14",29.9328
"2016-07-15",29.3116
"2016-07-16",28.538
"2016-07-17",28.4453
"2016-07-18",29.1209
"2016-07-19",29.3279
"2016-07-20",29.5939
"2016-07-21",29.3526
"2016-07-22",29.5366
"2016-07-23",28.8538
"2016-07-24",28.5677
"2016-07-25",28.2301
"2016-07-26",27.8742
"2016-07-27",28.8426
"2016-07-28",29.2154
"2016-07-29",29.2358
"2016-07-30",28.8203
"2016-07-31",29.3168
"2016-08-01",29.274
"2016-08-02",29.7382
"2016-08-03",29.4629
"2016-08-04",29.6673
"2016-08-05",30.1486
"2016-08-06",30.7017
"2016-08-07",30.05
"2016-08-08",30.2542
"2016-08-09",29.6224
"2016-08-10",29.8688
"2016-08-11",29.75
"2016-08-12",29.9235
"2016-08-13",29.5129
"2016-08-14",29.521
"2016-08-15",29.5557
"2016-08-16",29.5975
"2016-08-17",29.4439
"2016-08-18",29.6473
"2016-08-19",30.1004
"2016-08-20",30.0501
"2016-08-21",29.5723
"2016-08-22",29.2942
"2016-08-23",29.0905
"2016-08-24",29.7473
"2016-08-25",29.3025
"2016-08-26",28.8399
"2016-08-27",28.4267
"2016-08-28",29.2094
"2016-08-29",28.7533
"2016-08-30",28.5967
"2016-08-31",27.6817
"2016-09-01",28.5242
"2016-09-02",28.0544
"2016-09-03",28.8457
"2016-09-04",28.3961
"2016-09-05",28.9093
"2016-09-06",28.6149
"2016-09-07",29.2953
"2016-09-08",28.1503
"2016-09-09",28.5987
"2016-09-10",28.8106
"2016-09-11",28.8982
"2016-09-12",28.9663
"2016-09-13",29.3924
"2016-09-14",29.7874
"2016-09-15",29.2566
"2016-09-16",28.838
"2016-09-17",29.2135
"2016-09-18",28.7696
"2016-09-19",29.7702
"2016-09-20",29.8727
"2016-09-21",29.4871
"2016-09-22",29.7344
"2016-09-23",29.713
"2016-09-24",29.8161
"2016-09-25",29.4505
"2016-09-26",29.672
"2016-09-27",30.1576
"2016-09-28",29.3351
"2016-09-29",29.0535
"2016-09-30",28.4745
"2016-10-01",29.0143
"2016-10-02",28.8101
"2016-10-03",29.2385
"2016-10-04",29.0152
"2016-10-05",29.6587
"2016-10-06",29.7091
"2016-10-07",28.9415
"2016-10-08",28.8114
"2016-10-09",29.6288
"2016-10-10",29.5231
"2016-10-11",29.1877
"2016-10-12",29.5251
"2016-10-13",29.5352
"2016-10-14",27.9911
"2016-10-15",28.5497
"2016-10-16",28.4124
"2016-10-17",29.0501
"2016-10-18",29.3646
"2016-10-19",28.8824
"2016-10-20",28.4488
"2016-10-21",27.1124
"2016-10-22",27.6946
"2016-10-23",28.8319
"2016-10-24",27.7975
"2016-10-25",27.08
"2016-10-26",27.8063
"2016-10-27",27.9776
"2016-10-28",28.5949
"2016-10-29",29.1878
"2016-10-30",28.1235
"2016-10-31",26.9067
"2016-11-01",26.5679
"2016-11-02",26.0063
"2016-11-03",25.8035
"2016-11-04",26.1072
"2016-11-05",27.3019
"2016-11-06",26.6013
"2016-11-07",26.9052
"2016-11-08",26.7343
"2016-11-09",26.1725
"2016-11-10",26.6175
"2016-11-11",27.5548
"2016-11-12",27.1924
"2016-11-13",27.2053
"2016-11-14",27.2521
"2016-11-15",27.5989
"2016-11-16",26.27
"2016-11-17",25.108
"2016-11-18",25.607
"2016-11-19",25.3039
"2016-11-20",25.5158
"2016-11-21",25.7575
"2016-11-22",26.0788
"2016-11-23",26.2083
"2016-11-24",26.0036
"2016-11-25",25.8147
"2016-11-26",25.7892
"2016-11-27",24.937
"2016-11-28",24.5819
"2016-11-29",25.2945
"2016-11-30",24.4616
"2016-12-01",21.9854
"2016-12-02",24.4919
"2016-12-03",26.2642
"2016-12-04",26.0536
"2016-12-05",26.4577
"2016-12-06",25.1859
"2016-12-07",25.865
"2016-12-08",26.145
"2016-12-09",25.8294
"2016-12-10",25.6391
"2016-12-11",26.0917
"2016-12-12",27.1437
"2016-12-13",26.7275
"2016-12-14",26.3018
"2016-12-15",26.1271
"2016-12-16",26.5007
"2016-12-17",25.3065
"2016-12-18",25.3764
"2016-12-19",24.9103
"2016-12-20",26.5026
"2016-12-21",26.339
"2016-12-22",24.8764
"2016-12-23",23.2675
"2016-12-24",23.2038
"2016-12-25",24.6798
"2016-12-26",25.4819
"2016-12-27",25.204
"2016-12-28",25.3224
"2016-12-29",25.0445
"2016-12-30",24.9448
"2016-12-31",25.569
"2017-01-01",25.4529
"2017-01-02",25.2966
"2017-01-03",25.5625
"2017-01-04",24.0589
"2017-01-05",23.9256
"2017-01-06",24.3234
"2017-01-07",23.3166
"2017-01-08",23.4417
"2017-01-09",23.6874
"2017-01-10",23.7662
"2017-01-11",23.6557
"2017-01-12",24.2198
"2017-01-13",24.498
"2017-01-14",24.358
"2017-01-15",24.8676
"2017-01-16",24.5921
"2017-01-17",24.1616
"2017-01-18",24.5503
"2017-01-19",25.1529
"2017-01-20",24.1185
"2017-01-21",25.0911
"2017-01-22",25.2654
"2017-01-23",24.7962
"2017-01-24",23.852
"2017-01-25",24.7862
"2017-01-26",24.8104
"2017-01-27",24.2155
"2017-01-28",25.9776
"2017-01-29",26.4228
"2017-01-30",25.6246
"2017-01-31",24.4489
"2017-02-01",24.4092
"2017-02-02",24.4802
"2017-02-03",24.3498
"2017-02-04",24.1005
"2017-02-05",24.1116
"2017-02-06",24.115
"2017-02-07",23.2898
"2017-02-08",23.05
"2017-02-09",23.9073
"2017-02-10",24.9894
"2017-02-11",24.8827
"2017-02-12",25.1784
"2017-02-13",25.5123
"2017-02-14",25.8299
"2017-02-15",25.9249
"2017-02-16",25.9226
"2017-02-17",25.8243
"2017-02-18",25.7324
"2017-02-19",25.5802
"2017-02-20",25.8707
"2017-02-21",26.5156
"2017-02-22",26.2199
"2017-02-23",27.259
"2017-02-24",27.101
"2017-02-25",26.477
"2017-02-26",25.9925
"2017-02-27",25.4633
"2017-02-28",26.2612
"2017-03-01",26.1358
"2017-03-02",25.815
"2017-03-03",25.9627
"2017-03-04",25.3698
"2017-03-05",27.4008
"2017-03-06",27.8692
"2017-03-07",27.0513
"2017-03-08",27.9972
"2017-03-09",27.8992
"2017-03-10",26.7554
"2017-03-11",26.7552
"2017-03-12",26.8248
"2017-03-13",26.8827
"2017-03-14",27.4619
"2017-03-15",27.0474
"2017-03-16",27.2434
"2017-03-17",26.8589
"2017-03-18",27.6473
"2017-03-19",28.3581
"2017-03-20",28.1671
"2017-03-21",27.9405
"2017-03-22",27.2723
"2017-03-23",26.8961
"2017-03-24",26.3852
"2017-03-25",26.1679
"2017-03-26",26.7687
"2017-03-27",28.1306
"2017-03-28",28.2454
"2017-03-29",27.8137
"2017-03-30",28.6854
"2017-03-31",29.2781
"2017-04-01",29.8865
"2017-04-02",29.1906
"2017-04-03",29.4795
"2017-04-04",29.2213
"2017-04-05",30.1154
"2017-04-06",30.5667
"2017-04-07",30.3855
"2017-04-08",30.3247
"2017-04-09",29.8811
"2017-04-10",29.9945
"2017-04-11",28.8668
"2017-04-12",29.963
"2017-04-13",29.2139
"2017-04-14",29.9355
"2017-04-15",31.0045
"2017-04-16",30.8392
"2017-04-17",30.8444
"2017-04-18",30.536
"2017-04-19",30.3407
"2017-04-20",30.4677
"2017-04-21",30.2799
"2017-04-22",30.2761
"2017-04-23",30.8119
"2017-04-24",30.8266
"2017-04-25",30.6684
"2017-04-26",30.825
"2017-04-27",31.2444
"2017-04-28",31.5969
"2017-04-29",30.8772
"2017-04-30",30.6453
"2017-05-01",30.0336
"2017-05-02",29.5324
"2017-05-03",29.8682
"2017-05-04",29.9487
"2017-05-05",30.1338
"2017-05-06",28.3518
"2017-05-07",27.7855
"2017-05-08",28.3314
"2017-05-09",29.3824
"2017-05-10",29.339
"2017-05-11",29.2057
"2017-05-12",29.2436
"2017-05-13",29.8221
"2017-05-14",30.0756
"2017-05-15",30.5374
"2017-05-16",30.5655
"2017-05-17",30.6148
"2017-05-18",29.481
"2017-05-19",30.3671
"2017-05-20",30.4205
"2017-05-21",29.9913
"2017-05-22",29.7309
"2017-05-23",29.5012
"2017-05-24",28.5608
"2017-05-25",29.5366
"2017-05-26",29.0479
"2017-05-27",30.0302
"2017-05-28",30.4857
"2017-05-29",29.941
"2017-05-30",29.5842
"2017-05-31",29.7317
"2017-06-01",30.1466
"2017-06-02",30.1538
"2017-06-03",30.1924
"2017-06-04",30.7919
"2017-06-05",30.2009
"2017-06-06",30.0881
"2017-06-07",29.0139
"2017-06-08",30.4812
"2017-06-09",30.2451
"2017-06-10",30.42
"2017-06-11",30.0518
"2017-06-12",30.3785
"2017-06-13",30.3288
"2017-06-14",29.3835
"2017-06-15",29.4933
"2017-06-16",29.52
"2017-06-17",30.4077
"2017-06-18",30.363
"2017-06-19",29.995
"2017-06-20",30.0494
"2017-06-21",30.3928
"2017-06-22",30.5959
"2017-06-23",29.8071
"2017-06-24",29.5623
"2017-06-25",29.3928
"2017-06-26",29.1064
"2017-06-27",29.0299
"2017-06-28",29.9735
"2017-06-29",30.2643
"2017-06-30",30.8508
"2017-07-01",30.5413
"2017-07-02",30.6137
"2017-07-03",30.7036
"2017-07-04",31.0192
"2017-07-05",30.8272
"2017-07-06",30.3575
"2017-07-07",29.9529
"2017-07-08",29.645
"2017-07-09",28.9334
"2017-07-10",29.4397
"2017-07-11",30.2813
"2017-07-12",29.1925
"2017-07-13",29.8166
"2017-07-14",30.1772
"2017-07-15",30.277
"2017-07-16",30.046
"2017-07-17",29.6622
"2017-07-18",29.6336
"2017-07-19",29.3623
"2017-07-20",30.0289
"2017-07-21",30.3699
"2017-07-22",30.7837
"2017-07-23",30.9602
"2017-07-24",31.2745
"2017-07-25",31.8933
"2017-07-26",31.5163
"2017-07-27",30.6549
"2017-07-28",30.0194
"2017-07-29",29.7165
"2017-07-30",28.9296
"2017-07-31",28.6588
"2017-08-01",29.0607
"2017-08-02",29.1894
"2017-08-03",29.4515
"2017-08-04",30.2405
"2017-08-05",29.5398
"2017-08-06",29.4584
"2017-08-07",29.749
"2017-08-08",28.8212
"2017-08-09",28.5708
"2017-08-10",28.6298
"2017-08-11",28.8715
"2017-08-12",28.4139
"2017-08-13",28.3636
"2017-08-14",27.3887
"2017-08-15",27.9406
"2017-08-16",28.5377
"2017-08-17",28.7377
"2017-08-18",28.496
"2017-08-19",28.9034
"2017-08-20",29.2453
"2017-08-21",29.5703
"2017-08-22",29.4829
"2017-08-23",28.8618
"2017-08-24",29.0359
"2017-08-25",29.5265
"2017-08-26",29.7291
"2017-08-27",29.6471
"2017-08-28",29.452
"2017-08-29",29.3199
"2017-08-30",30.1368
"2017-08-31",29.2712
"2017-09-01",27.1746
"2017-09-02",27.8524
"2017-09-03",28.049
"2017-09-04",28.6352
"2017-09-05",27.5875
"2017-09-06",28.0925
"2017-09-07",27.3982
"2017-09-08",27.5094
"2017-09-09",26.7465
"2017-09-10",28.2941
"2017-09-11",28.6905
"2017-09-12",28.1779
"2017-09-13",26.6321
"2017-09-14",27.5951
"2017-09-15",28.9377
"2017-09-16",28.709
"2017-09-17",27.9533
"2017-09-18",28.8705
"2017-09-19",29.2852
"2017-09-20",29.3552
"2017-09-21",29.1446
"2017-09-22",29.2428
"2017-09-23",29.6707
"2017-09-24",28.8837
"2017-09-25",28.4861
"2017-09-26",28.4797
"2017-09-27",27.9295
"2017-09-28",28.2193
"2017-09-29",29.2256
"2017-09-30",29.4472
"2017-10-01",29.1186
"2017-10-02",29.9154
"2017-10-03",29.5937
"2017-10-04",29.2548
"2017-10-05",28.6695
"2017-10-06",28.6309
"2017-10-07",29.1198
"2017-10-08",29.7646
"2017-10-09",29.0865
"2017-10-10",29.4407
"2017-10-11",28.1404
"2017-10-12",26.3206
"2017-10-13",26.814
"2017-10-14",26.7872
"2017-10-15",27.9809
"2017-10-16",28.4063
"2017-10-17",26.9225
"2017-10-18",28.6877
"2017-10-19",28.3422
"2017-10-20",28.0448
"2017-10-21",28.1879
"2017-10-22",28.5101
"2017-10-23",28.4476
"2017-10-24",27.316
"2017-10-25",27.6708
"2017-10-26",26.9042
"2017-10-27",27.2629
"2017-10-28",26.7628
"2017-10-29",26.2793
"2017-10-30",26.0062
"2017-10-31",25.5136
"2017-11-01",26.0854
"2017-11-02",25.3664
"2017-11-03",25.8477
"2017-11-04",25.6319
"2017-11-05",26.0259
"2017-11-06",25.6283
"2017-11-07",25.7071
"2017-11-08",25.4338
"2017-11-09",26.3232
"2017-11-10",25.2455
"2017-11-11",25.5655
"2017-11-12",26.0659
"2017-11-13",26.8643
"2017-11-14",27.0789
"2017-11-15",27.0674
"2017-11-16",27.2307
"2017-11-17",27.6289
"2017-11-18",27.5843
"2017-11-19",26.8463
"2017-11-20",26.9236
"2017-11-21",26.7876
"2017-11-22",26.5449
"2017-11-23",27.1049
"2017-11-24",27.0161
"2017-11-25",25.9463
"2017-11-26",24.8114
"2017-11-27",25.6036
"2017-11-28",25.8541
"2017-11-29",25.86
"2017-11-30",25.9947
"2017-12-01",25.3091
"2017-12-02",25.0723
"2017-12-03",25.3998
"2017-12-04",26.2627
"2017-12-05",25.8318
"2017-12-06",26.0961
"2017-12-07",25.7139
"2017-12-08",25.3176
"2017-12-09",25.9139
"2017-12-10",26.6221
"2017-12-11",26.7422
"2017-12-12",26.9322
"2017-12-13",26.7831
"2017-12-14",25.8967
"2017-12-15",25.9501
"2017-12-16",26.033
"2017-12-17",25.9396
"2017-12-18",25.3718
"2017-12-19",24.7022
"2017-12-20",24.4479
"2017-12-21",24.5826
"2017-12-22",25.107
"2017-12-23",25.3055
"2017-12-24",25.3373
"2017-12-25",25.2402
"2017-12-26",25.2615
"2017-12-27",25.1462
"2017-12-28",23.8094
"2017-12-29",23.9306
"2017-12-30",24.474
"2017-12-31",24.7073
"2018-01-01",25.3638
"2018-01-02",25.0311
"2018-01-03",24.8985
"2018-01-04",24.4165
"2018-01-05",23.8528
"2018-01-06",23.2211
"2018-01-07",22.7181
"2018-01-08",24.1603
"2018-01-09",23.4882
"2018-01-10",25.0996
"2018-01-11",25.0733
"2018-01-12",25.0896
"2018-01-13",25.8314
"2018-01-14",25.6028
"2018-01-15",24.9121
"2018-01-16",24.5906
"2018-01-17",23.1474
"2018-01-18",23.8225
"2018-01-19",23.8298
"2018-01-20",23.7571
"2018-01-21",23.8733
"2018-01-22",24.4214
"2018-01-23",24.3495
"2018-01-24",23.9737
"2018-01-25",23.9217
"2018-01-26",24.4645
"2018-01-27",24.9787
"2018-01-28",25.3994
"2018-01-29",25.6156
"2018-01-30",25.5401
"2018-01-31",24.8834
"2018-02-01",24.847
"2018-02-02",24.0326
"2018-02-03",24.2811
"2018-02-04",25.4993
"2018-02-05",26.0142
"2018-02-06",26.1933
"2018-02-07",26.6794
"2018-02-08",26.3786
"2018-02-09",26.6322
"2018-02-10",26.0655
"2018-02-11",26.5348
"2018-02-12",25.7241
"2018-02-13",25.751
"2018-02-14",25.8816
"2018-02-15",26.6658
"2018-02-16",25.9585
"2018-02-17",24.883
"2018-02-18",24.4968
"2018-02-19",24.0481
"2018-02-20",24.4662
"2018-02-21",24.4993
"2018-02-22",25.204
"2018-02-23",26.4706
"2018-02-24",26.9168
"2018-02-25",26.3324
"2018-02-26",26.3117
"2018-02-27",25.8584
"2018-02-28",25.5649
"2018-03-01",27.4299
"2018-03-02",27.0772
"2018-03-03",26.7364
"2018-03-04",26.8098
"2018-03-05",26.7819
"2018-03-06",26.1679
"2018-03-07",27.0028
"2018-03-08",27.3612
"2018-03-09",26.9973
"2018-03-10",27.8214
"2018-03-11",28.1132
"2018-03-12",24.8391
"2018-03-13",27.3695
"2018-03-14",28.3677
"2018-03-15",28.0856
"2018-03-16",28.5014
"2018-03-17",27.6763
"2018-03-18",28.0607
"2018-03-19",27.2289
"2018-03-20",27.7494
"2018-03-21",28.507
"2018-03-22",29.2412
"2018-03-23",29.3807
"2018-03-24",28.844
"2018-03-25",29.0658
"2018-03-26",28.1397
"2018-03-27",28.7828
"2018-03-28",28.6187
"2018-03-29",29.5709
"2018-03-30",30.6855
"2018-03-31",30.1798
"2018-04-01",29.1565
"2018-04-02",28.8646
"2018-04-03",29.3582
"2018-04-04",29.6487
"2018-04-05",29.5797
"2018-04-06",29.1526
"2018-04-07",27.6572
"2018-04-08",28.7882
"2018-04-09",27.5878
"2018-04-10",28.6521
"2018-04-11",28.1895
"2018-04-12",28.0638
"2018-04-13",26.8211
"2018-04-14",27.9535
"2018-04-15",28.2849
"2018-04-16",29.0106
"2018-04-17",29.3149
"2018-04-18",28.4742
"2018-04-19",29.2357
"2018-04-20",29.5945
"2018-04-21",30.4306
"2018-04-22",29.5669
"2018-04-23",30.0398
"2018-04-24",29.6468
"2018-04-25",29.7174
"2018-04-26",29.4317
"2018-04-27",29.7926
"2018-04-28",28.6598
"2018-04-29",29.7447
"2018-04-30",30.5294
"2018-05-01",30.9631
"2018-05-02",30.4362
"2018-05-03",29.2881
"2018-05-04",29.2271
"2018-05-05",28.4298
"2018-05-06",28.7617
"2018-05-07",28.1469
"2018-05-08",27.8447
"2018-05-09",27.6047
"2018-05-10",27.6233
"2018-05-11",28.3384
"2018-05-12",28.4269
"2018-05-13",28.2414
"2018-05-14",27.905
"2018-05-15",28.1207
"2018-05-16",27.6466
"2018-05-17",27.3306
"2018-05-18",26.8275
"2018-05-19",27.7779
"2018-05-20",27.3938
"2018-05-21",25.6552
"2018-05-22",27.7816
"2018-05-23",26.0416
"2018-05-24",26.702
"2018-05-25",26.1514
"2018-05-26",27.8605
"2018-05-27",27.7244
"2018-05-28",28.9456
"2018-05-29",29.5775
"2018-05-30",29.4567
"2018-05-31",29.4513
"2018-06-01",28.6912
"2018-06-02",28.2707
"2018-06-03",28.905
"2018-06-04",29.3693
"2018-06-05",29.4915
"2018-06-06",29.0446
"2018-06-07",28.6282
"2018-06-08",29.649
"2018-06-09",29.3135
"2018-06-10",29.6862
"2018-06-11",29.8813
"2018-06-12",29.7968
"2018-06-13",29.2707
"2018-06-14",29.0494
"2018-06-15",29.6427
"2018-06-16",28.2602
"2018-06-17",29.2516
"2018-06-18",29.2204
"2018-06-19",29.176
"2018-06-20",28.5786
"2018-06-21",29.1204
"2018-06-22",29.368
"2018-06-23",29.4269
"2018-06-24",29.4387
"2018-06-25",29.4709
"2018-06-26",29.7043
"2018-06-27",29.723
"2018-06-28",29.9789
"2018-06-29",29.2238
"2018-06-30",28.9267
"2018-07-01",28.0504
"2018-07-02",28.145
"2018-07-03",28.5668
"2018-07-04",29.3736
"2018-07-05",29.4226
"2018-07-06",29.8228
"2018-07-07",29.498
"2018-07-08",29.7226
"2018-07-09",29.3966
"2018-07-10",28.7969
"2018-07-11",28.0036
"2018-07-12",29.1877
"2018-07-13",29.5638
"2018-07-14",29.5396
"2018-07-15",29.0994
"2018-07-16",29.1618
"2018-07-17",29.8207
"2018-07-18",30.2764
"2018-07-19",28.9886
"2018-07-20",29.2188
"2018-07-21",29.4307
"2018-07-22",30.0031
"2018-07-23",30.5056
"2018-07-24",29.7312
"2018-07-25",29.6316
"2018-07-26",29.6014
"2018-07-27",29.283
"2018-07-28",29.3195
"2018-07-29",28.9235
"2018-07-30",28.8171
"2018-07-31",28.3718
"2018-08-01",28.7089
"2018-08-02",28.8238
"2018-08-03",28.8142
"2018-08-04",28.8165
"2018-08-05",28.9872
"2018-08-06",28.9788
"2018-08-07",28.7736
"2018-08-08",28.2203
"2018-08-09",28.6042
"2018-08-10",28.8716
"2018-08-11",28.2834
"2018-08-12",29.1158
"2018-08-13",28.8742
"2018-08-14",28.9668
"2018-08-15",27.7372
"2018-08-16",28.8039
"2018-08-17",29.0184
"2018-08-18",29.145
"2018-08-19",29.1953
"2018-08-20",29.2563
"2018-08-21",29.2227
"2018-08-22",29.9477
"2018-08-23",30.1693
"2018-08-24",28.4786
"2018-08-25",28.5421
"2018-08-26",28.7264
"2018-08-27",28.5734
"2018-08-28",28.5416
"2018-08-29",28.2943
"2018-08-30",28.4437
"2018-08-31",27.7308
"2018-09-01",27.7785
"2018-09-02",27.9072
"2018-09-03",28.2228
"2018-09-04",28.3601
"2018-09-05",28.0312
"2018-09-06",28.1577
"2018-09-07",28.4525
"2018-09-08",28.9997
"2018-09-09",29.4601
"2018-09-10",28.6081
"2018-09-11",29.2106
"2018-09-12",29.8285
"2018-09-13",29.0471
"2018-09-14",29.3789
"2018-09-15",29.1108
"2018-09-16",28.644
"2018-09-17",28.9688
"2018-09-18",29.2677
"2018-09-19",29.0506
"2018-09-20",29.2644
"2018-09-21",28.8649
"2018-09-22",29.9296
"2018-09-23",29.349
"2018-09-24",27.8246
"2018-09-25",28.2325
"2018-09-26",28.5519
"2018-09-27",27.2779
"2018-09-28",26.7466
"2018-09-29",27.1235
"2018-09-30",28.1215
"2018-10-01",27.3409
"2018-10-02",26.6386
"2018-10-03",26.1275
"2018-10-04",26.4065
"2018-10-05",26.7903
"2018-10-06",26.6736
"2018-10-07",26.8156
"2018-10-08",25.8577
"2018-10-09",25.6873
"2018-10-10",27.7417
"2018-10-11",28.1518
"2018-10-12",27.8141
"2018-10-13",27.1985
"2018-10-14",27.1904
"2018-10-15",26.9327
"2018-10-16",26.2823
"2018-10-17",26.4691
"2018-10-18",26.3404
"2018-10-19",26.9411
"2018-10-20",26.3837
"2018-10-21",26.4948
"2018-10-22",26.8421
"2018-10-23",26.3297
"2018-10-24",26.1173
"2018-10-25",25.7942
"2018-10-26",24.985
"2018-10-27",25.8004
"2018-10-28",25.1797
"2018-10-29",26.5807
"2018-10-30",25.8428
"2018-10-31",26.0171
"2018-11-01",24.3963
"2018-11-02",25.9369
"2018-11-03",26.118
"2018-11-04",27.148
"2018-11-05",25.4384
"2018-11-06",24.1087
"2018-11-07",25.063
"2018-11-08",25.6864
"2018-11-09",25.7002
"2018-11-10",26.4043
"2018-11-11",26.2404
"2018-11-12",25.9123
"2018-11-13",26.5207
"2018-11-14",26.5691
"2018-11-15",26.3617
"2018-11-16",26.3433
"2018-11-17",26.1349
"2018-11-18",26.1042
"2018-11-19",25.9235
"2018-11-20",25.1925
"2018-11-21",25.5305
"2018-11-22",26.8429
"2018-11-23",26.2136
"2018-11-24",25.6685
"2018-11-25",26.0666
"2018-11-26",25.2428
"2018-11-27",26.3099
"2018-11-28",25.2152
"2018-11-29",25.7181
"2018-11-30",26.0193
"2018-12-01",26.0997
"2018-12-02",26.4416
"2018-12-03",25.3697
"2018-12-04",26.9285
"2018-12-05",25.9951
"2018-12-06",25.7934
"2018-12-07",26.4106
"2018-12-08",26.5222
"2018-12-09",25.9996
"2018-12-10",25.3028
"2018-12-11",24.8524
"2018-12-12",25.0969
"2018-12-13",25.0761
"2018-12-14",26.1933
"2018-12-15",25.8153
"2018-12-16",24.9726
"2018-12-17",25.4304
"2018-12-18",25.2139
"2018-12-19",25.1756
"2018-12-20",25.9749
"2018-12-21",24.7177
"2018-12-22",25.8176
"2018-12-23",25.6833
"2018-12-24",25.1123
"2018-12-25",25.827
"2018-12-26",25.7552
"2018-12-27",25.952
"2018-12-28",25.8759
"2018-12-29",25.5159
"2018-12-30",25.3455
"2018-12-31",24.6923
"2019-01-01",24.5242
"2019-01-02",24.121
"2019-01-03",24.6963
"2019-01-04",24.8854
"2019-01-05",24.8343
"2019-01-06",24.634
"2019-01-07",25.0299
"2019-01-08",25.082
"2019-01-09",24.9594
"2019-01-10",24.8047
"2019-01-11",24.5706
"2019-01-12",25.5188
"2019-01-13",25.2577
"2019-01-14",24.9697
"2019-01-15",25.3123
"2019-01-16",24.8976
"2019-01-17",23.8083
"2019-01-18",23.3924
"2019-01-19",23.8028
"2019-01-20",24.1086
"2019-01-21",24.3775
"2019-01-22",24.7929
"2019-01-23",25.1175
"2019-01-24",25.7216
"2019-01-25",26.2399
"2019-01-26",26.7556
"2019-01-27",25.7993
"2019-01-28",24.8741
"2019-01-29",25.4362
"2019-01-30",25.8663
"2019-01-31",25.8401
"2019-02-01",25.7791
"2019-02-02",26.2963
"2019-02-03",26.2802
"2019-02-04",25.293
"2019-02-05",25.3588
"2019-02-06",25.71
"2019-02-07",26.6131
"2019-02-08",26.831
"2019-02-09",26.2883
"2019-02-10",26.632
"2019-02-11",27.0763
"2019-02-12",26.7359
"2019-02-13",26.8484
"2019-02-14",26.5391
"2019-02-15",26.9567
"2019-02-16",27.0024
"2019-02-17",28.0875
"2019-02-18",28.2853
