,"(deg C) Mean Temperature (ERA5) at Kalutara, 2007-01-01 to 2025-12-31"
"2015-11-05",26.1184
"2015-11-06",25.6858
"2015-11-07",26.177
"2015-11-08",25.986
"2015-11-09",26.1746
"2015-11-10",26.9817
"2015-11-11",26.2508
"2015-11-12",26.4898
"2015-11-13",25.0004
"2015-11-14",25.1653
"2015-11-15",24.9268
"2015-11-16",25.9111
"2015-11-17",26.9208
"2015-11-18",27.5055
"2015-11-19",26.7878
"2015-11-20",27.1216
"2015-11-21",26.3147
"2015-11-22",26.6894
"2015-11-23",26.5882
"2015-11-24",26.685
"2015-11-25",27.2092
"2015-11-26",26.9756
"2015-11-27",27.1786
"2015-11-28",26.1591
"2015-11-29",25.9497
"2015-11-30",25.7514
"2015-12-01",26.1124
"2015-12-02",26.0087
"2015-12-03",26.6935
"2015-12-04",26.0984
"2015-12-05",26.4297
"2015-12-06",26.5936
"2015-12-07",26.1909
"2015-12-08",25.5636
"2015-12-09",26.9836
"2015-12-10",25.9945
"2015-12-11",26.1838
"2015-12-12",26.443
"2015-12-13",27.1751
"2015-12-14",26.3063
"2015-12-15",27.1695
"2015-12-16",26.2519
"2015-12-17",26.6224
"2015-12-18",25.8644
"2015-12-19",25.5886
"2015-12-20",26.7643
"2015-12-21",26.6146
"2015-12-22",26.627
"2015-12-23",26.7348
"2015-12-24",26.6712
"2015-12-25",26.8291
"2015-12-26",27.2006
"2015-12-27",26.5908
"2015-12-28",26.9771
"2015-12-29",26.3144
"2015-12-30",26.7463
"2015-12-31",27.4658
"2016-01-01",26.8014
"2016-01-02",26.1863
"2016-01-03",27.4513
"2016-01-04",27.6852
"2016-01-05",27.1479
"2016-01-06",26.6841
"2016-01-07",26.8076
"2016-01-08",26.7953
"2016-01-09",27.7355
"2016-01-10",27.1342
"2016-01-11",27.2449
"2016-01-12",26.9602
"2016-01-13",26.6915
"2016-01-14",26.2144
"2016-01-15",26.4624
"2016-01-16",27.0122
"2016-01-17",26.9113
"2016-01-18",26.846
"2016-01-19",27.4748
"2016-01-20",28.2096
"2016-01-21",28.3025
"2016-01-22",27.8485
"2016-01-23",27.5877
"2016-01-24",27.5931
"2016-01-25",27.6281
"2016-01-26",27.6666
"2016-01-27",27.3383
"2016-01-28",27.061
"2016-01-29",26.5465
"2016-01-30",26.6694
"2016-01-31",27.0419
"2016-02-01",27.674
"2016-02-02",27.2299
"2016-02-03",27.075
"2016-02-04",27.413
"2016-02-05",27.3979
"2016-02-06",28.3523
"2016-02-07",28.0426
"2016-02-08",28.3658
"2016-02-09",28.1315
"2016-02-10",28.068
"2016-02-11",28.0682
"2016-02-12",28.0783
"2016-02-13",28.2249
"2016-02-14",28.4708
"2016-02-15",26.9189
"2016-02-16",27.1352
"2016-02-17",27.7375
"2016-02-18",27.4868
"2016-02-19",27.6149
"2016-02-20",26.7256
"2016-02-21",28.1028
"2016-02-22",28.6145
"2016-02-23",27.5518
"2016-02-24",28.3859
"2016-02-25",27.1156
"2016-02-26",28.1343
"2016-02-27",28.0294
"2016-02-28",28.8487
"2016-02-29",28.3357
"2016-03-01",28.4226
"2016-03-02",28.9053
"2016-03-03",28.9835
"2016-03-04",28.8761
"2016-03-05",28.5845
"2016-03-06",28.5877
"2016-03-07",28.4669
"2016-03-08",28.2494
"2016-03-09",28.7728
"2016-03-10",29.114
"2016-03-11",28.8524
"2016-03-12",28.6415
"2016-03-13",28.9918
"2016-03-14",29.1873
"2016-03-15",28.7947
"2016-03-16",28.9656
"2016-03-17",29.4735
"2016-03-18",29.618
"2016-03-19",28.6712
"2016-03-20",29.0693
"2016-03-21",28.7935
"2016-03-22",29.1016
"2016-03-23",29.5722
"2016-03-24",29.801
"2016-03-25",29.719
"2016-03-26",29.8718
"2016-03-27",29.8038
"2016-03-28",28.2714
"2016-03-29",28.7266
"2016-03-30",27.6171
"2016-03-31",28.8956
"2016-04-01",28.18
"2016-04-02",28.9787
"2016-04-03",29.3651
"2016-04-04",28.5448
"2016-04-05",28.6052
"2016-04-06",28.5288
"2016-04-07",28.5828
"2016-04-08",29.4671
"2016-04-09",29.3644
"2016-04-10",28.9742
"2016-04-11",29.5289
"2016-04-12",29.815
"2016-04-13",30.2327
"2016-04-14",29.3294
"2016-04-15",29.6434
"2016-04-16",29.1598
"2016-04-17",28.6048
"2016-04-18",29.3536
"2016-04-19",27.9956
"2016-04-20",27.7452
"2016-04-21",28.4047
"2016-04-22",28.9745
"2016-04-23",29.0443
"2016-04-24",29.5288
"2016-04-25",29.7384
"2016-04-26",28.4065
"2016-04-27",29.0262
"2016-04-28",28.8077
"2016-04-29",29.1302
"2016-04-30",27.6175
"2016-05-01",28.1965
"2016-05-02",28.3227
"2016-05-03",28.3706
"2016-05-04",28.2685
"2016-05-05",28.3217
"2016-05-06",27.9078
"2016-05-07",27.844
"2016-05-08",27.4697
"2016-05-09",27.1695
"2016-05-10",26.9029
"2016-05-11",26.5224
"2016-05-12",26.4682
"2016-05-13",26.8837
"2016-05-14",26.701
"2016-05-15",25.2513
"2016-05-16",26.823
"2016-05-17",26.3546
"2016-05-18",28.0475
"2016-05-19",27.2936
"2016-05-20",27.7512
"2016-05-21",27.6667
"2016-05-22",28.3663
"2016-05-23",28.3468
"2016-05-24",27.8094
"2016-05-25",28.111
"2016-05-26",28.4188
"2016-05-27",26.635
"2016-05-28",26.7917
"2016-05-29",27.102
"2016-05-30",27.2266
"2016-05-31",26.9525
"2016-06-01",27.6728
"2016-06-02",27.9466
"2016-06-03",27.8984
"2016-06-04",27.979
"2016-06-05",27.7672
"2016-06-06",27.7903
"2016-06-07",27.1436
"2016-06-08",26.4666
"2016-06-09",27.0751
"2016-06-10",27.3158
"2016-06-11",27.8053
"2016-06-12",26.8752
"2016-06-13",27.3174
"2016-06-14",27.937
"2016-06-15",27.9862
"2016-06-16",27.7826
"2016-06-17",27.2596
"2016-06-18",26.7208
"2016-06-19",27.0455
"2016-06-20",26.9142
"2016-06-21",26.589
"2016-06-22",27.2275
"2016-06-23",27.4151
"2016-06-24",27.4467
"2016-06-25",27.4365
"2016-06-26",27.3193
"2016-06-27",27.3228
"2016-06-28",26.9277
"2016-06-29",27.0659
"2016-06-30",27.5015
"2016-07-01",27.3465
"2016-07-02",27.7563
"2016-07-03",28.0817
"2016-07-04",27.6287
"2016-07-05",27.6133
"2016-07-06",27.6013
"2016-07-07",27.7342
"2016-07-08",27.2781
"2016-07-09",27.3155
"2016-07-10",27.2678
"2016-07-11",27.5916
"2016-07-12",26.9565
"2016-07-13",26.8284
"2016-07-14",26.9697
"2016-07-15",26.4174
"2016-07-16",26.3361
"2016-07-17",26.0392
"2016-07-18",26.6159
"2016-07-19",27.0132
"2016-07-20",27.0845
"2016-07-21",27.0823
"2016-07-22",27.1103
"2016-07-23",26.5561
"2016-07-24",25.9401
"2016-07-25",26.1214
"2016-07-26",25.913
"2016-07-27",25.7867
"2016-07-28",26.772
"2016-07-29",26.4321
"2016-07-30",26.6836
"2016-07-31",26.8263
"2016-08-01",27.197
"2016-08-02",27.395
"2016-08-03",27.4321
"2016-08-04",27.2836
"2016-08-05",27.5121
"2016-08-06",27.6435
"2016-08-07",27.3491
"2016-08-08",27.3423
"2016-08-09",27.0766
"2016-08-10",27.2814
"2016-08-11",27.115
"2016-08-12",27.144
"2016-08-13",27.0142
"2016-08-14",27.0714
"2016-08-15",27.1702
"2016-08-16",27.0016
"2016-08-17",27.1649
"2016-08-18",26.8449
"2016-08-19",27.2474
"2016-08-20",26.9526
"2016-08-21",26.9191
"2016-08-22",26.6253
"2016-08-23",26.4781
"2016-08-24",27.1367
"2016-08-25",26.6136
"2016-08-26",26.6608
"2016-08-27",26.5766
"2016-08-28",26.5389
"2016-08-29",26.5784
"2016-08-30",26.2145
"2016-08-31",26.1443
"2016-09-01",26.529
"2016-09-02",25.811
"2016-09-03",26.4482
"2016-09-04",26.1791
"2016-09-05",26.7644
"2016-09-06",26.5583
"2016-09-07",26.653
"2016-09-08",26.0798
"2016-09-09",26.5971
"2016-09-10",26.6706
"2016-09-11",26.7447
"2016-09-12",26.4104
"2016-09-13",26.7357
"2016-09-14",26.8986
"2016-09-15",26.547
"2016-09-16",26.8323
"2016-09-17",26.7132
"2016-09-18",26.3739
"2016-09-19",26.8223
"2016-09-20",26.9532
"2016-09-21",26.9295
"2016-09-22",26.9303
"2016-09-23",26.9023
"2016-09-24",27.0482
"2016-09-25",26.7968
"2016-09-26",26.9751
"2016-09-27",27.1921
"2016-09-28",26.8925
"2016-09-29",26.6163
"2016-09-30",26.6045
"2016-10-01",26.9136
"2016-10-02",26.5239
"2016-10-03",26.5252
"2016-10-04",26.8056
"2016-10-05",27.1536
"2016-10-06",27.1133
"2016-10-07",26.6306
"2016-10-08",27.0313
"2016-10-09",27.1072
"2016-10-10",27.1763
"2016-10-11",27.2154
"2016-10-12",27.3346
"2016-10-13",27.5389
"2016-10-14",26.5641
"2016-10-15",26.3766
"2016-10-16",26.3068
"2016-10-17",26.7211
"2016-10-18",27.1477
"2016-10-19",26.5026
"2016-10-20",27.2295
"2016-10-21",26.7794
"2016-10-22",26.4619
"2016-10-23",26.1783
"2016-10-24",24.9708
"2016-10-25",25.9465
"2016-10-26",26.2685
"2016-10-27",26.3349
"2016-10-28",26.9181
"2016-10-29",26.8453
"2016-10-30",26.347
"2016-10-31",26.1361
"2016-11-01",25.8926
"2016-11-02",25.9573
"2016-11-03",25.5095
"2016-11-04",24.4005
"2016-11-05",25.778
"2016-11-06",25.0475
"2016-11-07",26.6986
"2016-11-08",26.2971
"2016-11-09",25.8855
"2016-11-10",26.7386
"2016-11-11",26.9966
"2016-11-12",26.7088
"2016-11-13",26.5195
"2016-11-14",26.2764
"2016-11-15",26.1913
"2016-11-16",25.6598
"2016-11-17",25.2844
"2016-11-18",26.2211
"2016-11-19",25.616
"2016-11-20",25.6206
"2016-11-21",25.9561
"2016-11-22",26.1667
"2016-11-23",26.4182
"2016-11-24",26.9767
"2016-11-25",27.3111
"2016-11-26",26.7
"2016-11-27",26.4368
"2016-11-28",25.946
"2016-11-29",25.5123
"2016-11-30",25.0226
"2016-12-01",25.6739
"2016-12-02",26.2606
"2016-12-03",26.6386
"2016-12-04",26.5909
"2016-12-05",27.0066
"2016-12-06",26.9069
"2016-12-07",27.251
"2016-12-08",26.9089
"2016-12-09",26.0744
"2016-12-10",26.4246
"2016-12-11",26.9463
"2016-12-12",26.9892
"2016-12-13",25.9655
"2016-12-14",25.7354
"2016-12-15",26.4574
"2016-12-16",26.5887
"2016-12-17",26.4798
"2016-12-18",26.5755
"2016-12-19",26.0953
"2016-12-20",26.6407
"2016-12-21",26.6555
"2016-12-22",26.8002
"2016-12-23",25.2409
"2016-12-24",24.8176
"2016-12-25",25.0148
"2016-12-26",26.4926
"2016-12-27",26.5893
"2016-12-28",26.0451
"2016-12-29",26.0434
"2016-12-30",26.4711
"2016-12-31",26.6133
"2017-01-01",26.2245
"2017-01-02",26.7398
"2017-01-03",26.7103
"2017-01-04",25.0763
"2017-01-05",24.859
"2017-01-06",24.8171
"2017-01-07",24.8693
"2017-01-08",25.2596
"2017-01-09",24.854
"2017-01-10",24.9876
"2017-01-11",25.2595
"2017-01-12",25.3583
"2017-01-13",25.5989
"2017-01-14",26.0614
"2017-01-15",26.9228
"2017-01-16",26.9546
"2017-01-17",26.1826
"2017-01-18",26.1103
"2017-01-19",26.8414
"2017-01-20",26.4153
"2017-01-21",26.7705
"2017-01-22",26.2198
"2017-01-23",25.6331
"2017-01-24",25.234
"2017-01-25",26.0858
"2017-01-26",26.5541
"2017-01-27",24.7741
"2017-01-28",25.9584
"2017-01-29",26.6218
"2017-01-30",25.764
"2017-01-31",26.0044
"2017-02-01",26.1393
"2017-02-02",25.8726
"2017-02-03",25.5855
"2017-02-04",25.04
"2017-02-05",25.6223
"2017-02-06",25.775
"2017-02-07",25.1353
"2017-02-08",25.4076
"2017-02-09",25.9287
"2017-02-10",26.4113
"2017-02-11",26.6496
"2017-02-12",26.4798
"2017-02-13",26.9925
"2017-02-14",26.3941
"2017-02-15",26.9695
"2017-02-16",27.5144
"2017-02-17",27.6235
"2017-02-18",26.991
"2017-02-19",25.7918
"2017-02-20",25.8244
"2017-02-21",26.4487
"2017-02-22",26.4329
"2017-02-23",26.8631
"2017-02-24",26.628
"2017-02-25",26.0066
"2017-02-26",25.2385
"2017-02-27",26.982
"2017-02-28",26.237
"2017-03-01",25.0285
"2017-03-02",26.3367
"2017-03-03",26.7916
"2017-03-04",26.8075
"2017-03-05",27.6669
"2017-03-06",27.9929
"2017-03-07",27.3835
"2017-03-08",27.4104
"2017-03-09",27.1307
"2017-03-10",26.0554
"2017-03-11",26.1171
"2017-03-12",26.8175
"2017-03-13",26.4905
"2017-03-14",26.7079
"2017-03-15",26.003
"2017-03-16",26.1544
"2017-03-17",27.0351
"2017-03-18",27.3419
"2017-03-19",27.2837
"2017-03-20",27.0937
"2017-03-21",27.4104
"2017-03-22",27.4784
"2017-03-23",27.1046
"2017-03-24",27.2616
"2017-03-25",26.7478
"2017-03-26",27.1842
"2017-03-27",27.0188
"2017-03-28",27.0258
"2017-03-29",26.3647
"2017-03-30",27.2322
"2017-03-31",27.2202
"2017-04-01",27.7002
"2017-04-02",27.022
"2017-04-03",27.2583
"2017-04-04",26.8854
"2017-04-05",27.6909
"2017-04-06",27.6898
"2017-04-07",27.9142
"2017-04-08",27.9121
"2017-04-09",27.4219
"2017-04-10",27.8693
"2017-04-11",26.8776
"2017-04-12",26.479
"2017-04-13",26.0558
"2017-04-14",27.3125
"2017-04-15",28.4105
"2017-04-16",28.4507
"2017-04-17",28.5045
"2017-04-18",28.3342
"2017-04-19",28.2678
"2017-04-20",28.2674
"2017-04-21",28.2284
"2017-04-22",28.2899
"2017-04-23",28.4791
"2017-04-24",28.0464
"2017-04-25",27.9658
"2017-04-26",27.8281
"2017-04-27",27.8872
"2017-04-28",28.2717
"2017-04-29",27.8314
"2017-04-30",27.9244
"2017-05-01",27.5666
"2017-05-02",27.1187
"2017-05-03",27.4573
"2017-05-04",27.8642
"2017-05-05",28.2631
"2017-05-06",26.8031
"2017-05-07",26.8075
"2017-05-08",27.4196
"2017-05-09",27.7523
"2017-05-10",27.6217
"2017-05-11",27.3184
"2017-05-12",27.7778
"2017-05-13",28.3215
"2017-05-14",27.7616
"2017-05-15",28.1118
"2017-05-16",28.2777
"2017-05-17",28.7012
"2017-05-18",26.8596
"2017-05-19",27.4987
"2017-05-20",27.7841
"2017-05-21",27.4522
"2017-05-22",27.5127
"2017-05-23",27.4204
"2017-05-24",26.1012
"2017-05-25",26.2031
"2017-05-26",26.3382
"2017-05-27",27.6357
"2017-05-28",27.5115
"2017-05-29",27.3349
"2017-05-30",26.5059
"2017-05-31",26.6168
"2017-06-01",26.6146
"2017-06-02",26.5854
"2017-06-03",26.9956
"2017-06-04",27.4542
"2017-06-05",26.889
"2017-06-06",26.9484
"2017-06-07",26.7656
"2017-06-08",27.5091
"2017-06-09",27.4258
"2017-06-10",27.0022
"2017-06-11",26.5525
"2017-06-12",26.997
"2017-06-13",27.0101
"2017-06-14",26.5231
"2017-06-15",26.351
"2017-06-16",26.6551
"2017-06-17",27.4729
"2017-06-18",27.1054
"2017-06-19",26.8162
"2017-06-20",27.0206
"2017-06-21",27.3446
"2017-06-22",27.1505
"2017-06-23",26.4979
"2017-06-24",26.0191
"2017-06-25",26.2855
"2017-06-26",26.274
"2017-06-27",25.7194
"2017-06-28",26.7743
"2017-06-29",27.2667
"2017-06-30",27.2494
"2017-07-01",26.8215
"2017-07-02",27.0998
"2017-07-03",27.4964
"2017-07-04",27.7479
"2017-07-05",27.3777
"2017-07-06",27.4918
"2017-07-07",27.2915
"2017-07-08",26.7863
"2017-07-09",25.4599
"2017-07-10",26.3408
"2017-07-11",26.9308
"2017-07-12",27.2812
"2017-07-13",27.0771
"2017-07-14",27.3259
"2017-07-15",27.3626
"2017-07-16",27.0443
"2017-07-17",27.6765
"2017-07-18",27.3905
"2017-07-19",26.6254
"2017-07-20",27.2461
"2017-07-21",27.0194
"2017-07-22",28.0088
"2017-07-23",27.5284
"2017-07-24",27.8275
"2017-07-25",27.8338
"2017-07-26",27.7994
"2017-07-27",27.3813
"2017-07-28",27.1634
"2017-07-29",27.0153
"2017-07-30",26.7243
"2017-07-31",26.4472
"2017-08-01",26.6241
"2017-08-02",27.0259
"2017-08-03",27.1066
"2017-08-04",27.168
"2017-08-05",27.0925
"2017-08-06",26.7007
"2017-08-07",26.5285
"2017-08-08",26.9274
"2017-08-09",26.5817
"2017-08-10",26.6913
"2017-08-11",26.9409
"2017-08-12",26.7182
"2017-08-13",27.107
"2017-08-14",26.2997
"2017-08-15",26.7227
"2017-08-16",26.7121
"2017-08-17",26.6936
"2017-08-18",25.811
"2017-08-19",26.5916
"2017-08-20",26.7642
"2017-08-21",26.9583
"2017-08-22",26.4958
"2017-08-23",26.859
"2017-08-24",26.7573
"2017-08-25",27.2668
"2017-08-26",27.0854
"2017-08-27",27.0151
"2017-08-28",26.4613
"2017-08-29",26.6561
"2017-08-30",27.1589
"2017-08-31",27.2684
"2017-09-01",26.229
"2017-09-02",26.4363
"2017-09-03",26.402
"2017-09-04",26.9677
"2017-09-05",25.8009
"2017-09-06",25.7485
"2017-09-07",25.4419
"2017-09-08",25.6737
"2017-09-09",26.1315
"2017-09-10",26.6701
"2017-09-11",27.0928
"2017-09-12",26.8159
"2017-09-13",24.6959
"2017-09-14",25.8954
"2017-09-15",27.3548
"2017-09-16",27.0156
"2017-09-17",26.6627
"2017-09-18",27.4515
"2017-09-19",27.5727
"2017-09-20",26.9969
"2017-09-21",26.5343
"2017-09-22",26.9957
"2017-09-23",27.2286
"2017-09-24",26.8686
"2017-09-25",25.7025
"2017-09-26",26.0586
"2017-09-27",25.7422
"2017-09-28",26.4202
"2017-09-29",27.3046
"2017-09-30",26.7276
"2017-10-01",26.4422
"2017-10-02",27.0541
"2017-10-03",26.6585
"2017-10-04",26.6558
"2017-10-05",26.238
"2017-10-06",25.7956
"2017-10-07",26.1084
"2017-10-08",26.7428
"2017-10-09",26.1516
"2017-10-10",26.8994
"2017-10-11",25.5982
"2017-10-12",25.9643
"2017-10-13",26.1797
"2017-10-14",25.3619
"2017-10-15",26.3617
"2017-10-16",27.0195
"2017-10-17",27.2231
"2017-10-18",26.8281
"2017-10-19",26.0825
"2017-10-20",26.0671
"2017-10-21",27.0979
"2017-10-22",26.6681
"2017-10-23",26.9899
"2017-10-24",26.6675
"2017-10-25",27.0212
"2017-10-26",26.5857
"2017-10-27",26.7327
"2017-10-28",26.9409
"2017-10-29",26.17
"2017-10-30",26.3534
"2017-10-31",25.4782
"2017-11-01",26.2812
"2017-11-02",25.7624
"2017-11-03",26.2187
"2017-11-04",26.0951
"2017-11-05",25.5057
"2017-11-06",25.6849
"2017-11-07",25.4145
"2017-11-08",25.417
"2017-11-09",26.3034
"2017-11-10",26.2683
"2017-11-11",26.463
"2017-11-12",26.8331
"2017-11-13",26.9061
"2017-11-14",26.8818
"2017-11-15",26.8528
"2017-11-16",26.7611
"2017-11-17",27.0997
"2017-11-18",27.4595
"2017-11-19",26.5089
"2017-11-20",25.5843
"2017-11-21",26.1533
"2017-11-22",25.9714
"2017-11-23",26.1417
"2017-11-24",26.5464
"2017-11-25",24.6836
"2017-11-26",24.7682
"2017-11-27",25.469
"2017-11-28",26.0578
"2017-11-29",25.3442
"2017-11-30",24.4342
"2017-12-01",24.2288
"2017-12-02",24.9228
"2017-12-03",26.174
"2017-12-04",26.0503
"2017-12-05",26.7362
"2017-12-06",26.3733
"2017-12-07",26.4076
"2017-12-08",25.771
"2017-12-09",25.6709
"2017-12-10",26.6592
"2017-12-11",27.0855
"2017-12-12",26.2503
"2017-12-13",26.2317
"2017-12-14",25.4683
"2017-12-15",26.1124
"2017-12-16",25.9787
"2017-12-17",26.8862
"2017-12-18",26.5261
"2017-12-19",26.7781
"2017-12-20",24.9431
"2017-12-21",25.4351
"2017-12-22",26.3321
"2017-12-23",26.5695
"2017-12-24",26.4887
"2017-12-25",26.8117
"2017-12-26",26.7059
"2017-12-27",26.703
"2017-12-28",26.3824
"2017-12-29",26.4077
"2017-12-30",26.6995
"2017-12-31",27.0449
"2018-01-01",26.8308
"2018-01-02",26.8772
"2018-01-03",26.646
"2018-01-04",26.1821
"2018-01-05",25.5749
"2018-01-06",25.0071
"2018-01-07",24.6382
"2018-01-08",25.1958
"2018-01-09",26.3179
"2018-01-10",26.5364
"2018-01-11",26.6237
"2018-01-12",26.4896
"2018-01-13",26.302
"2018-01-14",26.4983
"2018-01-15",26.3027
"2018-01-16",26.0318
"2018-01-17",25.6606
"2018-01-18",26.0702
"2018-01-19",26.0812
"2018-01-20",25.937
"2018-01-21",26.4608
"2018-01-22",26.2144
"2018-01-23",26.1306
"2018-01-24",26.6251
"2018-01-25",26.7982
"2018-01-26",27.0471
"2018-01-27",27.2818
"2018-01-28",26.6321
"2018-01-29",27.6799
"2018-01-30",26.6523
"2018-01-31",25.9103
"2018-02-01",26.8663
"2018-02-02",26.9223
"2018-02-03",27.1393
"2018-02-04",26.2609
"2018-02-05",26.5845
"2018-02-06",26.6495
"2018-02-07",26.5173
"2018-02-08",26.1634
"2018-02-09",26.7933
"2018-02-10",26.8539
"2018-02-11",27.3017
"2018-02-12",27.4025
"2018-02-13",27.047
"2018-02-14",27.5583
"2018-02-15",27.9563
"2018-02-16",28.1537
"2018-02-17",27.6092
"2018-02-18",27.1003
"2018-02-19",27.0897
"2018-02-20",26.2384
"2018-02-21",26.6255
"2018-02-22",27.0187
"2018-02-23",27.6932
"2018-02-24",28.7996
"2018-02-25",26.7062
"2018-02-26",26.4008
"2018-02-27",25.7136
"2018-02-28",26.3498
"2018-03-01",27.4918
"2018-03-02",26.9145
"2018-03-03",26.7642
"2018-03-04",26.4948
"2018-03-05",27.3003
"2018-03-06",27.1079
"2018-03-07",27.3283
"2018-03-08",27.1283
"2018-03-09",25.8419
"2018-03-10",26.1278
"2018-03-11",26.3387
"2018-03-12",25.5681
"2018-03-13",26.7514
"2018-03-14",27.2545
"2018-03-15",27.5641
"2018-03-16",27.8748
"2018-03-17",27.4437
"2018-03-18",28.106
"2018-03-19",27.623
"2018-03-20",28.2893
"2018-03-21",27.6939
"2018-03-22",27.9526
"2018-03-23",27.8233
"2018-03-24",27.7935
"2018-03-25",27.9048
"2018-03-26",27.1478
"2018-03-27",26.9672
"2018-03-28",27.3341
"2018-03-29",27.8014
"2018-03-30",28.4245
"2018-03-31",27.8079
"2018-04-01",26.9663
"2018-04-02",26.7734
"2018-04-03",27.3357
"2018-04-04",27.8922
"2018-04-05",27.4799
"2018-04-06",26.6611
"2018-04-07",25.8076
"2018-04-08",27.3568
"2018-04-09",26.5802
"2018-04-10",27.0728
"2018-04-11",26.3314
"2018-04-12",26.5616
"2018-04-13",25.7164
"2018-04-14",26.5684
"2018-04-15",27.3879
"2018-04-16",27.1952
"2018-04-17",27.4152
"2018-04-18",26.2407
"2018-04-19",27.606
"2018-04-20",27.54
"2018-04-21",27.8702
"2018-04-22",27.6186
"2018-04-23",27.9216
"2018-04-24",27.5673
"2018-04-25",27.1462
"2018-04-26",26.7025
"2018-04-27",27.3607
"2018-04-28",26.6769
"2018-04-29",26.8766
"2018-04-30",27.9794
"2018-05-01",28.3797
"2018-05-02",27.5779
"2018-05-03",27.2506
"2018-05-04",26.9344
"2018-05-05",26.8108
"2018-05-06",27.6149
"2018-05-07",27.1323
"2018-05-08",26.9505
"2018-05-09",26.8576
"2018-05-10",26.7889
"2018-05-11",27.2357
"2018-05-12",26.6856
"2018-05-13",26.9595
"2018-05-14",26.9578
"2018-05-15",27.55
"2018-05-16",26.5489
"2018-05-17",26.058
"2018-05-18",26.0037
"2018-05-19",27.2212
"2018-05-20",25.8664
"2018-05-21",25.1721
"2018-05-22",26.7796
"2018-05-23",25.2608
"2018-05-24",25.7919
"2018-05-25",25.5039
"2018-05-26",26.3632
"2018-05-27",26.6974
"2018-05-28",27.6121
"2018-05-29",28.2985
"2018-05-30",28.4441
"2018-05-31",27.6885
"2018-06-01",26.8292
"2018-06-02",26.6576
"2018-06-03",26.9894
"2018-06-04",27.1185
"2018-06-05",27.5579
"2018-06-06",26.9251
"2018-06-07",26.3554
"2018-06-08",27.6728
"2018-06-09",27.6474
"2018-06-10",27.5024
"2018-06-11",27.5003
"2018-06-12",27.6394
"2018-06-13",26.7794
"2018-06-14",26.9752
"2018-06-15",27.1388
"2018-06-16",25.8439
"2018-06-17",27.1294
"2018-06-18",26.5631
"2018-06-19",26.8156
"2018-06-20",26.8762
"2018-06-21",26.3363
"2018-06-22",26.6233
"2018-06-23",26.642
"2018-06-24",26.6808
"2018-06-25",26.5602
"2018-06-26",26.5839
"2018-06-27",26.5559
"2018-06-28",26.6447
"2018-06-29",26.3093
"2018-06-30",26.4289
"2018-07-01",26.943
"2018-07-02",26.4448
"2018-07-03",27.082
"2018-07-04",27.3122
"2018-07-05",27.1865
"2018-07-06",26.9142
"2018-07-07",27.1518
"2018-07-08",26.925
"2018-07-09",26.1844
"2018-07-10",26.0298
"2018-07-11",25.4819
"2018-07-12",26.4248
"2018-07-13",26.7842
"2018-07-14",26.8115
"2018-07-15",25.8329
"2018-07-16",25.7657
"2018-07-17",26.4576
"2018-07-18",26.6157
"2018-07-19",26.4255
"2018-07-20",26.5558
"2018-07-21",26.7617
"2018-07-22",26.796
"2018-07-23",26.826
"2018-07-24",26.5609
"2018-07-25",26.4244
"2018-07-26",26.5124
"2018-07-27",26.3895
"2018-07-28",26.3248
"2018-07-29",26.3404
"2018-07-30",26.1079
"2018-07-31",25.7536
"2018-08-01",25.8946
"2018-08-02",26.3533
"2018-08-03",26.6272
"2018-08-04",26.9695
"2018-08-05",26.9755
"2018-08-06",26.7658
"2018-08-07",26.3029
"2018-08-08",25.0719
"2018-08-09",25.7874
"2018-08-10",26.2418
"2018-08-11",26.8283
"2018-08-12",26.5268
"2018-08-13",26.561
"2018-08-14",26.0415
"2018-08-15",25.5602
"2018-08-16",25.9043
"2018-08-17",26.095
"2018-08-18",25.8922
"2018-08-19",26.0463
"2018-08-20",26.0586
"2018-08-21",25.9943
"2018-08-22",25.9844
"2018-08-23",26.1706
"2018-08-24",25.5941
"2018-08-25",25.9571
"2018-08-26",25.8653
"2018-08-27",26.3247
"2018-08-28",26.4515
"2018-08-29",25.9925
"2018-08-30",26.0572
"2018-08-31",26.6303
"2018-09-01",26.1234
"2018-09-02",26.3326
"2018-09-03",26.3696
"2018-09-04",26.2031
"2018-09-05",26.3529
"2018-09-06",27.1434
"2018-09-07",26.972
"2018-09-08",26.7347
"2018-09-09",26.9563
"2018-09-10",26.8072
"2018-09-11",27.2539
"2018-09-12",27.2995
"2018-09-13",27.1422
"2018-09-14",27.3331
"2018-09-15",27.1117
"2018-09-16",27.6012
"2018-09-17",27.1463
"2018-09-18",27.3586
"2018-09-19",26.7247
"2018-09-20",26.4456
"2018-09-21",25.3683
"2018-09-22",26.427
"2018-09-23",26.6655
"2018-09-24",25.3671
"2018-09-25",25.6775
"2018-09-26",26.3425
"2018-09-27",26.0405
"2018-09-28",25.9402
"2018-09-29",25.8863
"2018-09-30",26.1359
"2018-10-01",26.0852
"2018-10-02",25.8863
"2018-10-03",25.9609
"2018-10-04",26.8421
"2018-10-05",26.5807
"2018-10-06",25.5184
"2018-10-07",25.8216
"2018-10-08",25.3178
"2018-10-09",25.3701
"2018-10-10",25.9711
"2018-10-11",25.6639
"2018-10-12",25.6596
"2018-10-13",25.6414
"2018-10-14",26.7287
"2018-10-15",26.7436
"2018-10-16",25.5289
"2018-10-17",25.6786
"2018-10-18",26.89
"2018-10-19",26.5961
