,"(deg C) Mean Temperature (ERA5) at Matara, 2007-01-01 to 2025-12-31"
"2015-10-31",25.6952
"2015-11-01",25.1828
"2015-11-02",24.9871
"2015-11-03",24.8672
"2015-11-04",25.3532
"2015-11-05",24.7938
"2015-11-06",24.998
"2015-11-07",25.282
"2015-11-08",25.2472
"2015-11-09",25.2137
"2015-11-10",25.8916
"2015-11-11",25.3543
"2015-11-12",25.5238
"2015-11-13",24.2151
"2015-11-14",24.4287
"2015-11-15",23.9819
"2015-11-16",25.1813
"2015-11-17",26.3381
"2015-11-18",26.6826
"2015-11-19",25.7418
"2015-11-20",26.274
"2015-11-21",25.5987
"2015-11-22",26.0366
"2015-11-23",25.7444
"2015-11-24",25.8187
"2015-11-25",26.1815
"2015-11-26",25.8415
"2015-11-27",26.0423
"2015-11-28",25.5191
"2015-11-29",25.4026
"2015-11-30",24.9897
"2015-12-01",25.2011
"2015-12-02",25.3707
"2015-12-03",26.0067
"2015-12-04",25.3219
"2015-12-05",25.5993
"2015-12-06",25.5659
"2015-12-07",25.369
"2015-12-08",24.8701
"2015-12-09",25.9514
"2015-12-10",25.0805
"2015-12-11",25.1034
"2015-12-12",25.6253
"2015-12-13",26.5613
"2015-12-14",25.3896
"2015-12-15",26.2319
"2015-12-16",25.4651
"2015-12-17",25.4004
"2015-12-18",25.1674
"2015-12-19",24.5098
"2015-12-20",25.8614
"2015-12-21",25.3997
"2015-12-22",25.5201
"2015-12-23",25.9105
"2015-12-24",25.6938
"2015-12-25",26.004
"2015-12-26",26.0504
"2015-12-27",25.4817
"2015-12-28",25.7841
"2015-12-29",25.4816
"2015-12-30",25.6963
"2015-12-31",26.1504
"2016-01-01",25.796
"2016-01-02",25.2968
"2016-01-03",26.3663
"2016-01-04",26.4932
"2016-01-05",26.1079
"2016-01-06",25.8368
"2016-01-07",25.7866
"2016-01-08",25.4044
"2016-01-09",26.3536
"2016-01-10",26.387
"2016-01-11",25.5561
"2016-01-12",26.0559
"2016-01-13",25.2258
"2016-01-14",25.0694
"2016-01-15",25.2393
"2016-01-16",25.654
"2016-01-17",25.5991
"2016-01-18",25.5791
"2016-01-19",26.2139
"2016-01-20",27.0226
"2016-01-21",26.8731
"2016-01-22",26.8041
"2016-01-23",26.1173
"2016-01-24",26.4218
"2016-01-25",26.5044
"2016-01-26",26.0641
"2016-01-27",25.9725
"2016-01-28",25.9033
"2016-01-29",25.2616
"2016-01-30",25.3132
"2016-01-31",25.4675
"2016-02-01",26.6135
"2016-02-02",25.6815
"2016-02-03",25.3536
"2016-02-04",26.0291
"2016-02-05",26.0633
"2016-02-06",26.8373
"2016-02-07",26.3431
"2016-02-08",27.19
"2016-02-09",26.8416
"2016-02-10",26.3441
"2016-02-11",26.5542
"2016-02-12",26.4712
"2016-02-13",26.6792
"2016-02-14",26.8841
"2016-02-15",25.6548
"2016-02-16",25.9522
"2016-02-17",26.9624
"2016-02-18",26.6508
"2016-02-19",26.4973
"2016-02-20",25.7093
"2016-02-21",27.1201
"2016-02-22",27.1277
"2016-02-23",25.6309
"2016-02-24",26.9401
"2016-02-25",25.7131
"2016-02-26",26.8737
"2016-02-27",26.7084
"2016-02-28",27.3674
"2016-02-29",27.1488
"2016-03-01",27.1728
"2016-03-02",27.7273
"2016-03-03",28.1181
"2016-03-04",28.2459
"2016-03-05",28.006
"2016-03-06",28.3221
"2016-03-07",28.0067
"2016-03-08",28.306
"2016-03-09",28.3719
"2016-03-10",28.6956
"2016-03-11",28.8806
"2016-03-12",28.4577
"2016-03-13",28.5826
"2016-03-14",28.6371
"2016-03-15",28.1363
"2016-03-16",28.0249
"2016-03-17",28.5989
"2016-03-18",28.5348
"2016-03-19",27.9575
"2016-03-20",27.9148
"2016-03-21",27.527
"2016-03-22",28.0271
"2016-03-23",28.5181
"2016-03-24",28.5943
"2016-03-25",28.6536
"2016-03-26",28.8293
"2016-03-27",28.7137
"2016-03-28",26.6216
"2016-03-29",27.3227
"2016-03-30",26.2542
"2016-03-31",26.9757
"2016-04-01",26.6414
"2016-04-02",27.1699
"2016-04-03",27.5355
"2016-04-04",26.6395
"2016-04-05",27.2991
"2016-04-06",27.0813
"2016-04-07",27.193
"2016-04-08",27.9898
"2016-04-09",27.3638
"2016-04-10",27.3553
"2016-04-11",27.4554
"2016-04-12",27.7725
"2016-04-13",28.4629
"2016-04-14",27.6182
"2016-04-15",27.7279
"2016-04-16",27.3233
"2016-04-17",26.7138
"2016-04-18",27.4267
"2016-04-19",26.1513
"2016-04-20",26.4349
"2016-04-21",27.2169
"2016-04-22",27.5127
"2016-04-23",27.8377
"2016-04-24",27.9812
"2016-04-25",27.4305
"2016-04-26",26.7961
"2016-04-27",27.6585
"2016-04-28",27.6894
"2016-04-29",27.6502
"2016-04-30",26.1292
"2016-05-01",26.9849
"2016-05-02",27.0784
"2016-05-03",27.0554
"2016-05-04",27.239
"2016-05-05",27.1138
"2016-05-06",26.6542
"2016-05-07",26.6895
"2016-05-08",26.3068
"2016-05-09",26.0301
"2016-05-10",26.2404
"2016-05-11",25.6057
"2016-05-12",25.7561
"2016-05-13",25.8939
"2016-05-14",25.6659
"2016-05-15",24.3337
"2016-05-16",25.7057
"2016-05-17",25.6988
"2016-05-18",27.1262
"2016-05-19",26.3375
"2016-05-20",27.0005
"2016-05-21",26.9539
"2016-05-22",27.3929
"2016-05-23",27.4476
"2016-05-24",26.801
"2016-05-25",26.8916
"2016-05-26",27.4521
"2016-05-27",25.8013
"2016-05-28",25.6381
"2016-05-29",26.0927
"2016-05-30",26.4213
"2016-05-31",26.1656
"2016-06-01",26.5452
"2016-06-02",26.9552
"2016-06-03",27.0509
"2016-06-04",26.8258
"2016-06-05",26.9629
"2016-06-06",27.0263
"2016-06-07",26.1833
"2016-06-08",25.4815
"2016-06-09",26.2742
"2016-06-10",26.3398
"2016-06-11",26.9281
"2016-06-12",26.0126
"2016-06-13",26.5168
"2016-06-14",26.9734
"2016-06-15",27.0868
"2016-06-16",26.7559
"2016-06-17",26.0751
"2016-06-18",25.6053
"2016-06-19",25.6376
"2016-06-20",25.7341
"2016-06-21",25.4722
"2016-06-22",26.1315
"2016-06-23",26.123
"2016-06-24",26.4039
"2016-06-25",26.3918
"2016-06-26",26.3451
"2016-06-27",26.3598
"2016-06-28",26.1012
"2016-06-29",26.3337
"2016-06-30",26.5634
"2016-07-01",26.3822
"2016-07-02",26.9468
"2016-07-03",27.4235
"2016-07-04",26.8741
"2016-07-05",26.8256
"2016-07-06",26.9824
"2016-07-07",27.0853
"2016-07-08",26.4438
"2016-07-09",26.2681
"2016-07-10",26.3607
"2016-07-11",27.0656
"2016-07-12",26.1064
"2016-07-13",26.0503
"2016-07-14",25.9637
"2016-07-15",25.5389
"2016-07-16",25.3907
"2016-07-17",25.3316
"2016-07-18",25.929
"2016-07-19",26.2433
"2016-07-20",26.3015
"2016-07-21",26.2588
"2016-07-22",26.318
"2016-07-23",25.8474
"2016-07-24",24.8599
"2016-07-25",24.9981
"2016-07-26",24.9526
"2016-07-27",24.712
"2016-07-28",25.8172
"2016-07-29",25.3991
"2016-07-30",25.2257
"2016-07-31",25.8271
"2016-08-01",26.3247
"2016-08-02",26.6954
"2016-08-03",26.6424
"2016-08-04",26.5944
"2016-08-05",26.9196
"2016-08-06",26.989
"2016-08-07",26.6337
"2016-08-08",26.4855
"2016-08-09",26.1233
"2016-08-10",26.3407
"2016-08-11",26.1201
"2016-08-12",26.043
"2016-08-13",25.8685
"2016-08-14",25.9217
"2016-08-15",26.0931
"2016-08-16",26.0478
"2016-08-17",26.3808
"2016-08-18",25.7181
"2016-08-19",26.2863
"2016-08-20",26.0051
"2016-08-21",25.9834
"2016-08-22",25.6056
"2016-08-23",25.3983
"2016-08-24",25.9638
"2016-08-25",25.6224
"2016-08-26",25.6479
"2016-08-27",25.5689
"2016-08-28",25.6074
"2016-08-29",25.7813
"2016-08-30",25.1533
"2016-08-31",25.2264
"2016-09-01",25.6993
"2016-09-02",25.0629
"2016-09-03",25.5684
"2016-09-04",25.3871
"2016-09-05",25.8849
"2016-09-06",25.7006
"2016-09-07",25.7774
"2016-09-08",25.2022
"2016-09-09",25.6786
"2016-09-10",25.755
"2016-09-11",26.1067
"2016-09-12",25.5631
"2016-09-13",25.9832
"2016-09-14",25.8643
"2016-09-15",25.568
"2016-09-16",26.0283
"2016-09-17",25.9519
"2016-09-18",25.5421
"2016-09-19",26.151
"2016-09-20",26.2128
"2016-09-21",26.0807
"2016-09-22",26.2361
"2016-09-23",26.0735
"2016-09-24",26.2185
"2016-09-25",26.024
"2016-09-26",26.1403
"2016-09-27",26.1698
"2016-09-28",26.0559
"2016-09-29",25.7743
"2016-09-30",25.5926
"2016-10-01",26.118
"2016-10-02",25.6969
"2016-10-03",25.9549
"2016-10-04",25.8715
"2016-10-05",26.1799
"2016-10-06",26.2169
"2016-10-07",25.6995
"2016-10-08",26.1675
"2016-10-09",25.8507
"2016-10-10",26.1591
"2016-10-11",26.352
"2016-10-12",26.173
"2016-10-13",26.1138
"2016-10-14",25.5128
"2016-10-15",25.4639
"2016-10-16",25.1463
"2016-10-17",25.5476
"2016-10-18",26.0615
"2016-10-19",25.2464
"2016-10-20",26.2415
"2016-10-21",25.6609
"2016-10-22",25.2624
"2016-10-23",25.1479
"2016-10-24",24.1229
"2016-10-25",24.7918
"2016-10-26",25.016
"2016-10-27",25.1261
"2016-10-28",25.6318
"2016-10-29",25.7675
"2016-10-30",25.5274
"2016-10-31",25.0103
"2016-11-01",24.8625
"2016-11-02",25.0189
"2016-11-03",24.8251
"2016-11-04",23.5389
"2016-11-05",24.6843
"2016-11-06",23.6294
"2016-11-07",25.6298
"2016-11-08",25.3525
"2016-11-09",25.0894
"2016-11-10",25.4967
"2016-11-11",26.0567
"2016-11-12",25.6271
"2016-11-13",25.6117
"2016-11-14",25.3311
"2016-11-15",25.3065
"2016-11-16",24.7031
"2016-11-17",24.2371
"2016-11-18",25.2322
"2016-11-19",24.7752
"2016-11-20",24.7417
"2016-11-21",25.1988
"2016-11-22",25.3878
"2016-11-23",25.4683
"2016-11-24",26.0788
"2016-11-25",25.9108
"2016-11-26",25.2908
"2016-11-27",25.6915
"2016-11-28",25.4988
"2016-11-29",24.914
"2016-11-30",24.6418
"2016-12-01",25.35
"2016-12-02",25.2201
"2016-12-03",25.5302
"2016-12-04",25.0792
"2016-12-05",25.5623
"2016-12-06",25.499
"2016-12-07",25.6664
"2016-12-08",26.1395
"2016-12-09",25.218
"2016-12-10",25.641
"2016-12-11",25.8811
"2016-12-12",25.7006
"2016-12-13",24.5393
"2016-12-14",24.4526
"2016-12-15",25.4458
"2016-12-16",25.2599
"2016-12-17",24.4993
"2016-12-18",24.9349
"2016-12-19",25.7251
"2016-12-20",25.7544
"2016-12-21",25.7271
"2016-12-22",25.2763
"2016-12-23",24.7409
"2016-12-24",23.9577
"2016-12-25",23.7811
"2016-12-26",24.6406
"2016-12-27",25.1984
"2016-12-28",24.9869
"2016-12-29",25.0389
"2016-12-30",25.078
"2016-12-31",25.1191
"2017-01-01",24.6903
"2017-01-02",25.4424
"2017-01-03",24.956
"2017-01-04",24.5499
"2017-01-05",24.2075
"2017-01-06",23.7458
"2017-01-07",23.7694
"2017-01-08",23.7278
"2017-01-09",23.4815
"2017-01-10",24.0047
"2017-01-11",23.7161
"2017-01-12",23.8416
"2017-01-13",23.8437
"2017-01-14",24.1841
"2017-01-15",24.9248
"2017-01-16",25.1369
"2017-01-17",24.4639
"2017-01-18",23.9792
"2017-01-19",24.8034
"2017-01-20",25.6001
"2017-01-21",25.5464
"2017-01-22",25.0001
"2017-01-23",24.4404
"2017-01-24",24.5628
"2017-01-25",25.1999
"2017-01-26",25.6183
"2017-01-27",24.1944
"2017-01-28",24.8052
"2017-01-29",26.0335
"2017-01-30",24.9917
"2017-01-31",24.8527
"2017-02-01",25.2491
"2017-02-02",25.1426
"2017-02-03",24.975
"2017-02-04",24.1735
"2017-02-05",24.5763
"2017-02-06",24.5883
"2017-02-07",24.7873
"2017-02-08",24.507
"2017-02-09",25.2581
"2017-02-10",25.45
"2017-02-11",25.3939
"2017-02-12",24.9231
"2017-02-13",25.7543
"2017-02-14",25.5865
"2017-02-15",25.956
"2017-02-16",25.9452
"2017-02-17",26.5203
"2017-02-18",25.8081
"2017-02-19",24.7534
"2017-02-20",24.6362
"2017-02-21",25.357
"2017-02-22",25.5194
"2017-02-23",25.6314
"2017-02-24",25.2268
"2017-02-25",24.4154
"2017-02-26",23.9924
"2017-02-27",25.9258
"2017-02-28",25.543
"2017-03-01",23.6916
"2017-03-02",25.6262
"2017-03-03",25.7067
"2017-03-04",25.5578
"2017-03-05",26.5845
"2017-03-06",26.78
"2017-03-07",25.9882
"2017-03-08",25.9968
"2017-03-09",25.5189
"2017-03-10",25.0054
"2017-03-11",25.1499
"2017-03-12",25.6504
"2017-03-13",25.2329
"2017-03-14",25.8046
"2017-03-15",25.2713
"2017-03-16",25.3121
"2017-03-17",26.1351
"2017-03-18",26.0732
"2017-03-19",26.1937
"2017-03-20",25.9088
"2017-03-21",26.4307
"2017-03-22",26.1542
"2017-03-23",25.8758
"2017-03-24",25.9991
"2017-03-25",25.1199
"2017-03-26",25.4434
"2017-03-27",25.8109
"2017-03-28",25.812
"2017-03-29",25.4354
"2017-03-30",26.6587
"2017-03-31",26.4225
"2017-04-01",26.7087
"2017-04-02",25.77
"2017-04-03",25.8866
"2017-04-04",25.6273
"2017-04-05",26.5666
"2017-04-06",26.4083
"2017-04-07",26.7647
"2017-04-08",26.6897
"2017-04-09",26.0814
"2017-04-10",26.7668
"2017-04-11",25.8592
"2017-04-12",25.272
"2017-04-13",24.8812
"2017-04-14",26.1587
"2017-04-15",27.3026
"2017-04-16",27.0499
"2017-04-17",27.2475
"2017-04-18",27.1064
"2017-04-19",26.8989
"2017-04-20",27.1243
"2017-04-21",26.9166
"2017-04-22",27.2577
"2017-04-23",27.4217
"2017-04-24",27.1088
"2017-04-25",26.9364
"2017-04-26",26.7276
"2017-04-27",26.6553
"2017-04-28",27.0934
"2017-04-29",26.4024
"2017-04-30",26.5626
"2017-05-01",26.0888
"2017-05-02",25.8906
"2017-05-03",26.1698
"2017-05-04",26.4059
"2017-05-05",26.8379
"2017-05-06",25.401
"2017-05-07",25.7153
"2017-05-08",26.1539
"2017-05-09",26.7217
"2017-05-10",26.3372
"2017-05-11",26.0209
"2017-05-12",26.5625
"2017-05-13",27.0085
"2017-05-14",26.5886
"2017-05-15",26.8719
"2017-05-16",27.1184
"2017-05-17",27.6637
"2017-05-18",25.9968
"2017-05-19",26.4985
"2017-05-20",26.8139
"2017-05-21",26.5091
"2017-05-22",26.6035
"2017-05-23",26.2429
"2017-05-24",25.0028
"2017-05-25",24.9163
"2017-05-26",25.1657
"2017-05-27",26.643
"2017-05-28",26.7714
"2017-05-29",26.3374
"2017-05-30",25.3746
"2017-05-31",25.5455
"2017-06-01",25.5742
"2017-06-02",25.6511
"2017-06-03",26.0604
"2017-06-04",26.416
"2017-06-05",26.0741
"2017-06-06",25.947
"2017-06-07",25.7405
"2017-06-08",26.4339
"2017-06-09",26.4719
"2017-06-10",25.8977
"2017-06-11",25.5278
"2017-06-12",25.9674
"2017-06-13",26.0413
"2017-06-14",25.5218
"2017-06-15",25.4113
"2017-06-16",25.5934
"2017-06-17",26.297
"2017-06-18",26.0846
"2017-06-19",25.8845
"2017-06-20",26.1185
"2017-06-21",26.2699
"2017-06-22",26.2072
"2017-06-23",25.5031
"2017-06-24",24.9978
"2017-06-25",25.3883
"2017-06-26",25.367
"2017-06-27",24.9174
"2017-06-28",25.6771
"2017-06-29",26.3456
"2017-06-30",26.3536
"2017-07-01",25.6876
"2017-07-02",25.9876
"2017-07-03",26.4936
"2017-07-04",26.8383
"2017-07-05",26.3448
"2017-07-06",26.3116
"2017-07-07",26.1703
"2017-07-08",25.5296
"2017-07-09",24.4241
"2017-07-10",25.4034
"2017-07-11",25.9466
"2017-07-12",26.358
"2017-07-13",26.2175
"2017-07-14",26.4204
"2017-07-15",26.524
"2017-07-16",26.3235
"2017-07-17",26.6553
"2017-07-18",26.3332
"2017-07-19",25.5011
"2017-07-20",26.1247
"2017-07-21",26.03
"2017-07-22",26.9017
"2017-07-23",26.4508
"2017-07-24",26.7792
"2017-07-25",26.9408
"2017-07-26",26.7474
"2017-07-27",26.2748
"2017-07-28",25.9654
"2017-07-29",26.1108
"2017-07-30",25.8556
"2017-07-31",25.6213
"2017-08-01",25.4911
"2017-08-02",25.6985
"2017-08-03",26.1032
"2017-08-04",26.0773
"2017-08-05",25.9636
"2017-08-06",25.5223
"2017-08-07",25.2128
"2017-08-08",25.8469
"2017-08-09",25.4398
"2017-08-10",25.5518
"2017-08-11",26.0798
"2017-08-12",25.9885
"2017-08-13",26.2837
"2017-08-14",25.3463
"2017-08-15",25.854
"2017-08-16",25.7618
"2017-08-17",25.6842
"2017-08-18",24.8646
"2017-08-19",25.2837
"2017-08-20",26.0817
"2017-08-21",26.0449
"2017-08-22",25.2972
"2017-08-23",25.8736
"2017-08-24",25.664
"2017-08-25",26.4304
"2017-08-26",26.2544
"2017-08-27",26.2065
"2017-08-28",25.3971
"2017-08-29",25.8139
"2017-08-30",26.5459
"2017-08-31",26.5098
"2017-09-01",25.2638
"2017-09-02",25.406
"2017-09-03",25.4848
"2017-09-04",25.9388
"2017-09-05",24.8527
"2017-09-06",24.7787
"2017-09-07",24.4883
"2017-09-08",24.8238
"2017-09-09",25.4422
"2017-09-10",25.7671
"2017-09-11",26.0561
"2017-09-12",25.6707
"2017-09-13",23.7326
"2017-09-14",24.9916
"2017-09-15",26.3754
"2017-09-16",25.7452
"2017-09-17",25.6054
"2017-09-18",26.627
"2017-09-19",26.7025
"2017-09-20",25.9186
"2017-09-21",25.5303
"2017-09-22",25.8995
"2017-09-23",26.2475
"2017-09-24",25.7111
"2017-09-25",24.5506
"2017-09-26",25.0754
"2017-09-27",24.7436
"2017-09-28",25.663
"2017-09-29",26.3551
"2017-09-30",25.824
"2017-10-01",25.5929
"2017-10-02",26.094
"2017-10-03",25.7693
"2017-10-04",25.7667
"2017-10-05",25.4318
"2017-10-06",24.7697
"2017-10-07",25.1851
"2017-10-08",25.6111
"2017-10-09",25.2128
"2017-10-10",25.8905
"2017-10-11",24.5288
"2017-10-12",25.0188
"2017-10-13",25.2513
"2017-10-14",24.3877
"2017-10-15",25.3504
"2017-10-16",26.0566
"2017-10-17",26.2051
"2017-10-18",25.7949
"2017-10-19",25.1508
"2017-10-20",25.1373
"2017-10-21",26.1052
"2017-10-22",25.6411
"2017-10-23",26.0475
"2017-10-24",25.6815
"2017-10-25",25.6827
"2017-10-26",25.5184
"2017-10-27",25.6821
"2017-10-28",25.9813
"2017-10-29",25.2414
"2017-10-30",25.4582
"2017-10-31",24.8267
"2017-11-01",25.313
"2017-11-02",25.1256
"2017-11-03",25.3465
"2017-11-04",25.4366
"2017-11-05",24.6471
"2017-11-06",24.7351
"2017-11-07",24.3297
"2017-11-08",24.6541
"2017-11-09",25.392
"2017-11-10",25.6794
"2017-11-11",25.9778
"2017-11-12",25.9273
"2017-11-13",25.931
"2017-11-14",25.6654
"2017-11-15",25.8425
"2017-11-16",25.8675
"2017-11-17",26.2054
"2017-11-18",26.3205
"2017-11-19",25.633
"2017-11-20",24.6548
"2017-11-21",25.4361
"2017-11-22",24.9488
"2017-11-23",25.038
"2017-11-24",25.2331
"2017-11-25",23.6088
"2017-11-26",24.2509
"2017-11-27",24.663
"2017-11-28",24.6119
"2017-11-29",24.1188
"2017-11-30",23.7755
"2017-12-01",23.3249
"2017-12-02",24.1271
"2017-12-03",25.6749
"2017-12-04",24.9084
"2017-12-05",25.9225
"2017-12-06",25.704
"2017-12-07",25.7197
"2017-12-08",25.2179
"2017-12-09",24.9491
"2017-12-10",25.1963
"2017-12-11",25.9842
"2017-12-12",25.1791
"2017-12-13",25.145
"2017-12-14",24.6226
"2017-12-15",25.3529
"2017-12-16",25.1068
"2017-12-17",25.6864
"2017-12-18",25.0514
"2017-12-19",26.1869
"2017-12-20",23.8916
"2017-12-21",24.3381
"2017-12-22",25.166
"2017-12-23",25.6376
"2017-12-24",25.3118
"2017-12-25",25.7589
"2017-12-26",25.5857
"2017-12-27",25.078
"2017-12-28",25.3139
"2017-12-29",25.3531
"2017-12-30",24.8096
"2017-12-31",25.2659
"2018-01-01",25.3729
"2018-01-02",24.9778
"2018-01-03",24.4832
"2018-01-04",24.4712
"2018-01-05",24.3877
"2018-01-06",23.6016
"2018-01-07",23.7432
"2018-01-08",23.6808
"2018-01-09",24.7423
"2018-01-10",24.957
"2018-01-11",24.7782
"2018-01-12",25.3403
"2018-01-13",25.2693
"2018-01-14",25.592
"2018-01-15",24.9605
"2018-01-16",24.5044
"2018-01-17",24.3448
"2018-01-18",24.5064
"2018-01-19",24.5154
"2018-01-20",24.5476
"2018-01-21",24.6739
"2018-01-22",24.9205
"2018-01-23",24.7095
"2018-01-24",25.0894
"2018-01-25",24.9032
"2018-01-26",25.3318
"2018-01-27",25.3877
"2018-01-28",26.1213
"2018-01-29",26.4575
"2018-01-30",25.3685
"2018-01-31",25.1925
"2018-02-01",25.3581
"2018-02-02",25.7994
"2018-02-03",25.6098
"2018-02-04",25.3809
"2018-02-05",25.7572
"2018-02-06",25.7899
"2018-02-07",25.659
"2018-02-08",24.7896
"2018-02-09",25.4995
"2018-02-10",25.5951
"2018-02-11",25.9987
"2018-02-12",25.8188
"2018-02-13",25.5104
"2018-02-14",25.9208
"2018-02-15",26.2644
"2018-02-16",26.1846
"2018-02-17",25.4384
"2018-02-18",25.4967
"2018-02-19",25.5531
"2018-02-20",24.8408
"2018-02-21",25.3115
"2018-02-22",25.4791
"2018-02-23",26.0707
"2018-02-24",27.0762
"2018-02-25",25.7641
"2018-02-26",24.9503
"2018-02-27",25.126
"2018-02-28",26.1503
"2018-03-01",26.7397
"2018-03-02",25.9182
"2018-03-03",25.7668
"2018-03-04",25.4276
"2018-03-05",25.9268
"2018-03-06",25.8345
"2018-03-07",25.991
"2018-03-08",26.3135
"2018-03-09",24.7359
"2018-03-10",24.8571
"2018-03-11",24.8941
"2018-03-12",24.2003
"2018-03-13",25.4552
"2018-03-14",26.3475
"2018-03-15",26.3755
"2018-03-16",26.8719
"2018-03-17",26.8724
"2018-03-18",27.1901
"2018-03-19",26.6823
"2018-03-20",27.3471
"2018-03-21",26.6526
"2018-03-22",26.9778
"2018-03-23",26.7428
"2018-03-24",26.9099
"2018-03-25",26.8192
"2018-03-26",26.0857
"2018-03-27",26.1199
"2018-03-28",26.1862
"2018-03-29",26.6909
"2018-03-30",27.1964
"2018-03-31",26.8977
"2018-04-01",25.7577
"2018-04-02",25.6458
"2018-04-03",25.6471
"2018-04-04",26.4411
"2018-04-05",25.9009
"2018-04-06",25.1814
"2018-04-07",24.3704
"2018-04-08",26.3474
"2018-04-09",25.1547
"2018-04-10",25.6356
"2018-04-11",25.4802
"2018-04-12",25.549
"2018-04-13",24.946
"2018-04-14",25.7375
"2018-04-15",26.1664
"2018-04-16",26.0893
"2018-04-17",27.0087
"2018-04-18",25.0639
"2018-04-19",26.5038
"2018-04-20",26.3692
"2018-04-21",26.7072
"2018-04-22",26.5267
"2018-04-23",26.6
"2018-04-24",26.3777
"2018-04-25",26.1469
"2018-04-26",25.7099
"2018-04-27",26.4113
"2018-04-28",25.6805
"2018-04-29",25.7221
"2018-04-30",26.7947
"2018-05-01",27.341
"2018-05-02",26.5653
"2018-05-03",26.0308
"2018-05-04",25.6075
"2018-05-05",25.6954
"2018-05-06",26.6548
"2018-05-07",26.2199
"2018-05-08",26.0087
"2018-05-09",25.9166
"2018-05-10",25.8058
"2018-05-11",26.318
"2018-05-12",25.8926
"2018-05-13",26.2354
"2018-05-14",26.0063
"2018-05-15",26.4494
"2018-05-16",25.5146
"2018-05-17",25.1175
"2018-05-18",25.1289
"2018-05-19",26.2147
"2018-05-20",24.8607
"2018-05-21",24.154
"2018-05-22",25.943
"2018-05-23",24.4328
"2018-05-24",24.9663
"2018-05-25",24.797
"2018-05-26",25.5881
"2018-05-27",25.7076
"2018-05-28",26.6807
"2018-05-29",27.3087
"2018-05-30",27.4909
"2018-05-31",26.7178
"2018-06-01",26.0537
"2018-06-02",26.0528
"2018-06-03",26.1462
"2018-06-04",26.1421
"2018-06-05",26.5815
"2018-06-06",25.9553
"2018-06-07",25.3275
"2018-06-08",26.6489
"2018-06-09",26.7823
"2018-06-10",26.4423
"2018-06-11",26.7537
"2018-06-12",26.7108
"2018-06-13",25.8779
"2018-06-14",26.0311
"2018-06-15",26.3189
"2018-06-16",25.1516
"2018-06-17",26.1312
"2018-06-18",25.7673
"2018-06-19",25.8509
"2018-06-20",26.2123
"2018-06-21",25.4623
"2018-06-22",25.7683
"2018-06-23",25.6451
"2018-06-24",25.8111
"2018-06-25",25.778
"2018-06-26",25.5204
"2018-06-27",25.5027
"2018-06-28",25.5844
"2018-06-29",25.4602
"2018-06-30",25.5395
"2018-07-01",26.1411
"2018-07-02",25.4967
"2018-07-03",26.1283
"2018-07-04",26.3608
"2018-07-05",26.3234
"2018-07-06",25.8232
"2018-07-07",26.0168
"2018-07-08",25.8575
"2018-07-09",25.2571
"2018-07-10",25.1348
"2018-07-11",24.5024
"2018-07-12",25.4811
"2018-07-13",25.9185
"2018-07-14",25.9758
"2018-07-15",24.973
"2018-07-16",24.9231
"2018-07-17",25.6507
"2018-07-18",26.0201
"2018-07-19",25.6505
"2018-07-20",25.9398
"2018-07-21",26.1705
"2018-07-22",26.181
"2018-07-23",26.2159
"2018-07-24",25.8106
"2018-07-25",25.6659
"2018-07-26",25.8709
"2018-07-27",25.8013
"2018-07-28",25.7057
"2018-07-29",25.6492
"2018-07-30",25.3502
"2018-07-31",24.9708
"2018-08-01",25.1014
"2018-08-02",25.6209
"2018-08-03",25.8908
"2018-08-04",26.2307
"2018-08-05",26.1978
"2018-08-06",25.9632
"2018-08-07",25.5162
"2018-08-08",24.214
"2018-08-09",25.0941
"2018-08-10",25.5348
"2018-08-11",25.8409
"2018-08-12",25.4255
"2018-08-13",25.6069
"2018-08-14",25.1465
"2018-08-15",24.4825
"2018-08-16",24.7318
"2018-08-17",25.2605
"2018-08-18",24.9794
"2018-08-19",25.2312
"2018-08-20",25.3379
"2018-08-21",25.4221
"2018-08-22",25.4636
"2018-08-23",25.651
"2018-08-24",24.9136
"2018-08-25",25.2741
"2018-08-26",25.3486
"2018-08-27",25.7775
"2018-08-28",25.8904
"2018-08-29",25.4674
"2018-08-30",25.6311
"2018-08-31",25.8436
"2018-09-01",25.3383
"2018-09-02",25.6605
"2018-09-03",25.5153
"2018-09-04",25.3732
"2018-09-05",25.4418
"2018-09-06",26.3001
"2018-09-07",25.7829
"2018-09-08",25.9854
"2018-09-09",26.1779
"2018-09-10",25.8876
"2018-09-11",26.1623
"2018-09-12",26.204
"2018-09-13",26.0695
"2018-09-14",25.9323
"2018-09-15",25.9739
"2018-09-16",26.4619
"2018-09-17",25.7307
"2018-09-18",26.1051
"2018-09-19",25.5437
"2018-09-20",25.412
"2018-09-21",24.198
"2018-09-22",25.3326
"2018-09-23",25.6407
"2018-09-24",24.3877
"2018-09-25",24.6854
"2018-09-26",25.2184
"2018-09-27",25.0025
"2018-09-28",25.0171
"2018-09-29",25.1141
"2018-09-30",25.6153
"2018-10-01",25.3452
"2018-10-02",25.0945
"2018-10-03",24.9944
"2018-10-04",25.9452
"2018-10-05",25.6492
"2018-10-06",24.7063
"2018-10-07",24.9582
"2018-10-08",24.759
"2018-10-09",24.5695
"2018-10-10",25.1739
"2018-10-11",24.2784
"2018-10-12",24.4226
"2018-10-13",24.5673
"2018-10-14",25.761
