,"(mm) Precipitation (CHIRPS) at Matara, 2007-01-01 to 2025-12-31"
"2016-08-11",0
"2016-08-12",0
"2016-08-13",0
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0
"2016-08-20",0
"2016-08-21",0
"2016-08-22",1.8842
"2016-08-23",0
"2016-08-24",0.9011
"2016-08-25",0
"2016-08-26",4.749
"2016-08-27",17.2982
"2016-08-28",4.7592
"2016-08-29",6.0958
"2016-08-30",0
"2016-08-31",0.7461
"2016-09-01",1.2957
"2016-09-02",5.5041
"2016-09-03",15.8413
"2016-09-04",0.7564
"2016-09-05",0
"2016-09-06",0.9925
"2016-09-07",0
"2016-09-08",6.6115
"2016-09-09",0
"2016-09-10",2.5749
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0
"2016-09-14",0.9897
"2016-09-15",0
"2016-09-16",0
"2016-09-17",0.3502
"2016-09-18",0.3799
"2016-09-19",2.1326
"2016-09-20",0
"2016-09-21",1.4409
"2016-09-22",0.2723
"2016-09-23",0.1477
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",0
"2016-09-29",1.3088
"2016-09-30",0
"2016-10-01",7.2909
"2016-10-02",0
"2016-10-03",0
"2016-10-04",0
"2016-10-05",0
"2016-10-06",0
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",0
"2016-10-14",0
"2016-10-15",5.7396
"2016-10-16",7.1274
"2016-10-17",20.2483
"2016-10-18",39.7741
"2016-10-19",38.4788
"2016-10-20",0.3452
"2016-10-21",1.7169
"2016-10-22",0
"2016-10-23",0
"2016-10-24",3.0546
"2016-10-25",3.398
"2016-10-26",3.1406
"2016-10-27",0
"2016-10-28",0
"2016-10-29",2.1156
"2016-10-30",1.598
"2016-10-31",30.0573
"2016-11-01",12.5506
"2016-11-02",11.9242
"2016-11-03",20.8948
"2016-11-04",27.2415
"2016-11-05",18.4541
"2016-11-06",46.4429
"2016-11-07",0
"2016-11-08",6.8804
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0.2178
"2016-11-12",3.9633
"2016-11-13",11.9349
"2016-11-14",17.3854
"2016-11-15",12.3748
"2016-11-16",7.0077
"2016-11-17",9.8965
"2016-11-18",20.7958
"2016-11-19",9.9617
"2016-11-20",17.9871
"2016-11-21",17.1752
"2016-11-22",5.2977
"2016-11-23",6.7465
"2016-11-24",4.5863
"2016-11-25",20.1242
"2016-11-26",13.3841
"2016-11-27",8.4707
"2016-11-28",2.483
"2016-11-29",0.729
"2016-11-30",0.1882
"2016-12-01",0
"2016-12-02",0
"2016-12-03",0
"2016-12-04",24.6255
"2016-12-05",14.0445
"2016-12-06",1.3085
"2016-12-07",0
"2016-12-08",5.7101
"2016-12-09",4.2622
"2016-12-10",7.4329
"2016-12-11",0
"2016-12-12",0
"2016-12-13",14.7375
"2016-12-14",2.6287
"2016-12-15",0
"2016-12-16",5.1107
"2016-12-17",7.3407
"2016-12-18",0
"2016-12-19",0
"2016-12-20",6.8032
"2016-12-21",0
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0
"2016-12-27",3.222
"2016-12-28",4.4658
"2016-12-29",0
"2016-12-30",0
"2016-12-31",18.121
"2017-01-01",4.837
"2017-01-02",2.4366
"2017-01-03",0.0624
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0
"2017-01-21",0
"2017-01-22",0.8183
"2017-01-23",18.1234
"2017-01-24",23.8955
"2017-01-25",13.9089
"2017-01-26",12.327
"2017-01-27",57.3025
"2017-01-28",0.1096
"2017-01-29",0
"2017-01-30",4.2364
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",19.7743
"2017-02-15",0
"2017-02-16",0
"2017-02-17",0
"2017-02-18",11.8372
"2017-02-19",27.7705
"2017-02-20",0
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0.0355
"2017-02-24",0.6535
"2017-02-25",19.8908
"2017-02-26",17.7569
"2017-02-27",1.5046
"2017-02-28",27.8343
"2017-03-01",52.7978
"2017-03-02",0.1991
"2017-03-03",0
"2017-03-04",4.0181
"2017-03-05",0
"2017-03-06",1.7984
"2017-03-07",2.5698
"2017-03-08",0
"2017-03-09",1.2991
"2017-03-10",6.6098
"2017-03-11",0.693
"2017-03-12",2.3698
"2017-03-13",7.6389
"2017-03-14",22.5219
"2017-03-15",24.8636
"2017-03-16",19.0658
"2017-03-17",2.0678
"2017-03-18",0
"2017-03-19",0.7835
"2017-03-20",1.3977
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",4.1204
"2017-03-28",3.5566
"2017-03-29",20.6642
"2017-03-30",0.9699
"2017-03-31",5.4043
"2017-04-01",1.8948
"2017-04-02",12.2875
"2017-04-03",12.5564
"2017-04-04",14.6958
"2017-04-05",5.1757
"2017-04-06",0.2805
"2017-04-07",0
"2017-04-08",3.7244
"2017-04-09",3.3789
"2017-04-10",0
"2017-04-11",18.2028
"2017-04-12",23.7923
"2017-04-13",27.4915
"2017-04-14",1.2166
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0.1963
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",4.4524
"2017-04-25",0
"2017-04-26",0.5821
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0
"2017-04-30",0
"2017-05-01",0
"2017-05-02",3.6919
"2017-05-03",8.522
"2017-05-04",0.1411
"2017-05-05",0
"2017-05-06",30.1539
"2017-05-07",0.7255
"2017-05-08",11.5219
"2017-05-09",6.1405
"2017-05-10",17.876
"2017-05-11",45.0725
"2017-05-12",15.0664
"2017-05-13",3.6065
"2017-05-14",21.9284
"2017-05-15",6.1555
"2017-05-16",3.0559
"2017-05-17",0.9166
"2017-05-18",34.2121
"2017-05-19",10.6064
"2017-05-20",19.3074
"2017-05-21",25.8739
"2017-05-22",7.7956
"2017-05-23",27.8151
"2017-05-24",33.6825
"2017-05-25",54.908
"2017-05-26",132.1172
"2017-05-27",0
"2017-05-28",0
"2017-05-29",5.1633
"2017-05-30",0
"2017-05-31",15.2385
"2017-06-01",47.3367
"2017-06-02",0.7359
"2017-06-03",0
"2017-06-04",2.8617
"2017-06-05",3.5485
"2017-06-06",0.37
"2017-06-07",5.8555
"2017-06-08",0
"2017-06-09",0
"2017-06-10",0
"2017-06-11",0
"2017-06-12",0
"2017-06-13",0
"2017-06-14",0.4861
"2017-06-15",29.613
"2017-06-16",0
"2017-06-17",0
"2017-06-18",11.7744
"2017-06-19",4.3028
"2017-06-20",0.1129
"2017-06-21",0
"2017-06-22",1.3259
"2017-06-23",2.5037
"2017-06-24",0
"2017-06-25",4.8053
"2017-06-26",22.4377
"2017-06-27",0
"2017-06-28",0
"2017-06-29",0
"2017-06-30",0
"2017-07-01",1.8869
"2017-07-02",0.0664
"2017-07-03",2.7072
"2017-07-04",0
"2017-07-05",0.3485
"2017-07-06",4.4175
"2017-07-07",4.2687
"2017-07-08",15.0464
"2017-07-09",7.4136
"2017-07-10",0.1005
"2017-07-11",0
"2017-07-12",0
"2017-07-13",0
"2017-07-14",0
"2017-07-15",0
"2017-07-16",0
"2017-07-17",2.9182
"2017-07-18",3.6657
"2017-07-19",8.6061
"2017-07-20",0
"2017-07-21",5.2976
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0
"2017-07-25",7.3962
"2017-07-26",0
"2017-07-27",17.9786
"2017-07-28",1.4305
"2017-07-29",6.5835
"2017-07-30",0
"2017-07-31",0.5563
"2017-08-01",0
"2017-08-02",1.8834
"2017-08-03",0
"2017-08-04",0.0621
"2017-08-05",1.1812
"2017-08-06",11.5764
"2017-08-07",23.9533
"2017-08-08",1.363
"2017-08-09",0.6561
"2017-08-10",13.2255
"2017-08-11",0
"2017-08-12",0.0419
"2017-08-13",1.9431
"2017-08-14",21.8573
"2017-08-15",0
"2017-08-16",0
"2017-08-17",2.2163
"2017-08-18",80.8428
"2017-08-19",17.0074
"2017-08-20",0
"2017-08-21",0
"2017-08-22",2.8743
"2017-08-23",1.1979
"2017-08-24",12.7889
"2017-08-25",0
"2017-08-26",0
"2017-08-27",0
"2017-08-28",0
"2017-08-29",0
"2017-08-30",0
"2017-08-31",4.1065
"2017-09-01",3.2244
"2017-09-02",13.7123
"2017-09-03",27.0481
"2017-09-04",22.5617
"2017-09-05",18.3476
"2017-09-06",24.4795
"2017-09-07",55.6324
"2017-09-08",16.2454
"2017-09-09",0
"2017-09-10",0
"2017-09-11",0
"2017-09-12",0.4909
"2017-09-13",42.7212
"2017-09-14",0
"2017-09-15",0
"2017-09-16",1.9658
"2017-09-17",14.3537
"2017-09-18",0.9451
"2017-09-19",0
"2017-09-20",0.377
"2017-09-21",6.5913
"2017-09-22",0
"2017-09-23",0
"2017-09-24",0
"2017-09-25",7.8275
"2017-09-26",3.8706
"2017-09-27",11.3848
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0
"2017-10-02",0
"2017-10-03",0
"2017-10-04",17.7153
"2017-10-05",10.9747
"2017-10-06",0.9824
"2017-10-07",9.4166
"2017-10-08",4.3423
"2017-10-09",8.5744
"2017-10-10",15.8906
"2017-10-11",28.5726
"2017-10-12",6.7928
"2017-10-13",14.7253
"2017-10-14",39.2981
"2017-10-15",0
"2017-10-16",2.5844
"2017-10-17",0
"2017-10-18",10.1952
"2017-10-19",0
"2017-10-20",12.7422
"2017-10-21",0
"2017-10-22",0
"2017-10-23",3.1857
"2017-10-24",18.8724
"2017-10-25",7.3465
"2017-10-26",0
"2017-10-27",0.0281
"2017-10-28",2.3893
"2017-10-29",9.5415
"2017-10-30",18.4277
"2017-10-31",19.6936
"2017-11-01",6.9276
"2017-11-02",10.4431
"2017-11-03",19.9335
"2017-11-04",17.4907
"2017-11-05",18.5837
"2017-11-06",24.7328
"2017-11-07",10.8081
"2017-11-08",13.695
"2017-11-09",5.4193
"2017-11-10",2.4614
"2017-11-11",8.6162
"2017-11-12",0.0312
"2017-11-13",0
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0
"2017-11-18",3.3332
"2017-11-19",9.8446
"2017-11-20",15.6154
"2017-11-21",6.9504
"2017-11-22",4.6043
"2017-11-23",11.5936
"2017-11-24",14.5062
"2017-11-25",16.2205
"2017-11-26",9.1301
"2017-11-27",38.5566
"2017-11-28",54.6459
"2017-11-29",52.8042
"2017-11-30",40.1046
"2017-12-01",22.8469
"2017-12-02",0
"2017-12-03",14.4252
"2017-12-04",15.7727
"2017-12-05",0
"2017-12-06",9.4475
"2017-12-07",0.6472
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",1.9575
"2017-12-13",17.9333
"2017-12-14",23.3103
"2017-12-15",1.5614
"2017-12-16",0.711
"2017-12-17",0
"2017-12-18",0
"2017-12-19",0
"2017-12-20",6.9255
"2017-12-21",10.3088
"2017-12-22",0
"2017-12-23",0
"2017-12-24",6.208
"2017-12-25",5.7249
"2017-12-26",1.6167
"2017-12-27",15.1036
"2017-12-28",4.3121
"2017-12-29",0.8949
"2017-12-30",2.1271
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",1.1363
"2018-01-10",1.812
"2018-01-11",0.9062
"2018-01-12",3.0237
"2018-01-13",2.0175
"2018-01-14",0
"2018-01-15",0.2128
"2018-01-16",3.0272
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0.9345
"2018-01-20",0.2579
"2018-01-21",0
"2018-01-22",1.0223
"2018-01-23",1.6433
"2018-01-24",2.1609
"2018-01-25",0
"2018-01-26",0
"2018-01-27",5.0793
"2018-01-28",0
"2018-01-29",2.4354
"2018-01-30",24.8526
"2018-01-31",1.5947
"2018-02-01",10.7389
"2018-02-02",0.564
"2018-02-03",0
"2018-02-04",8.1469
"2018-02-05",0.3852
"2018-02-06",5.3446
"2018-02-07",14.1905
"2018-02-08",11.9026
"2018-02-09",7.4983
"2018-02-10",0
"2018-02-11",0
"2018-02-12",1.0407
"2018-02-13",0.4396
"2018-02-14",0.0082
"2018-02-15",0
"2018-02-16",0
"2018-02-17",3.5427
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0.0845
"2018-02-23",0
"2018-02-24",0.0784
"2018-02-25",11.857
"2018-02-26",17.1454
"2018-02-27",14.032
"2018-02-28",5.1741
"2018-03-01",3.985
"2018-03-02",10.6311
"2018-03-03",21.5275
"2018-03-04",9.0353
"2018-03-05",2.0005
"2018-03-06",0.9712
"2018-03-07",0
"2018-03-08",4.2239
"2018-03-09",8.1888
"2018-03-10",24.137
"2018-03-11",43.193
"2018-03-12",14.0152
"2018-03-13",19.2009
"2018-03-14",5.9201
"2018-03-15",0.8381
"2018-03-16",6.6813
"2018-03-17",5.6394
"2018-03-18",0.6097
"2018-03-19",8.0369
"2018-03-20",0
"2018-03-21",0.5675
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",0.1214
"2018-03-26",10.8342
"2018-03-27",11.8505
"2018-03-28",5.6829
"2018-03-29",6.3924
"2018-03-30",0
"2018-03-31",0
"2018-04-01",8.7512
"2018-04-02",3.5816
"2018-04-03",4.5555
"2018-04-04",8.016
"2018-04-05",7.3092
"2018-04-06",10.5882
"2018-04-07",9.4561
"2018-04-08",1.8464
"2018-04-09",9.4683
"2018-04-10",6.922
"2018-04-11",10.9535
"2018-04-12",16.1516
"2018-04-13",14.4767
"2018-04-14",9.7585
"2018-04-15",5.9131
"2018-04-16",10.3876
"2018-04-17",0
"2018-04-18",16.1923
"2018-04-19",1.1064
"2018-04-20",6.319
"2018-04-21",4.7432
"2018-04-22",7.6421
"2018-04-23",9.0972
"2018-04-24",9.7415
"2018-04-25",0.2703
"2018-04-26",8.0241
"2018-04-27",7.4781
"2018-04-28",22.3527
"2018-04-29",14.8363
"2018-04-30",3.172
"2018-05-01",2.5216
"2018-05-02",11.7177
"2018-05-03",28.2551
"2018-05-04",13.0933
"2018-05-05",27.0018
"2018-05-06",20.9081
"2018-05-07",29.3442
"2018-05-08",32.6108
"2018-05-09",29.1873
"2018-05-10",8.906
"2018-05-11",16.0292
"2018-05-12",19.4656
"2018-05-13",23.6279
"2018-05-14",24.6971
"2018-05-15",19.5339
"2018-05-16",37.7119
"2018-05-17",27.1894
"2018-05-18",25.2319
"2018-05-19",27.6454
"2018-05-20",54.4118
"2018-05-21",27.4554
"2018-05-22",20.7728
"2018-05-23",45.5301
"2018-05-24",15.1021
"2018-05-25",14.1341
"2018-05-26",20.2221
"2018-05-27",11.3472
"2018-05-28",12.6601
"2018-05-29",0.0062
"2018-05-30",0
"2018-05-31",0
"2018-06-01",0.3656
"2018-06-02",10.9544
"2018-06-03",4.342
"2018-06-04",15.8693
"2018-06-05",2.5072
"2018-06-06",37.7513
"2018-06-07",7.981
"2018-06-08",0
"2018-06-09",14.7286
"2018-06-10",1.2947
"2018-06-11",0
"2018-06-12",0
"2018-06-13",2.2936
"2018-06-14",7.1737
"2018-06-15",5.9567
"2018-06-16",31.3014
"2018-06-17",13.8575
"2018-06-18",17.01
"2018-06-19",1.5615
"2018-06-20",0
"2018-06-21",5.6413
"2018-06-22",0.2151
"2018-06-23",0
"2018-06-24",0
"2018-06-25",0
"2018-06-26",22.959
"2018-06-27",16.8425
"2018-06-28",15.6711
"2018-06-29",5.2438
"2018-06-30",9.8285
"2018-07-01",0
"2018-07-02",14.8754
"2018-07-03",2.2789
"2018-07-04",0
"2018-07-05",0
"2018-07-06",0
"2018-07-07",0
"2018-07-08",0.4223
"2018-07-09",0
"2018-07-10",0
"2018-07-11",14.1549
"2018-07-12",0
"2018-07-13",0
"2018-07-14",18.7002
"2018-07-15",24.5277
"2018-07-16",8.0603
"2018-07-17",0
"2018-07-18",0
"2018-07-19",0.3683
"2018-07-20",7.0051
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",0
"2018-07-25",0
"2018-07-26",0
"2018-07-27",0
"2018-07-28",0
"2018-07-29",0
"2018-07-30",11.7768
"2018-07-31",0.5337
"2018-08-01",1.0329
"2018-08-02",0.27
"2018-08-03",6.9212
"2018-08-04",0.3468
"2018-08-05",0.1452
"2018-08-06",0
"2018-08-07",0.3314
"2018-08-08",1.4237
"2018-08-09",15.8511
"2018-08-10",0
"2018-08-11",5.8372
"2018-08-12",7.134
"2018-08-13",2.6591
"2018-08-14",9.9664
"2018-08-15",20.9216
"2018-08-16",6.5511
"2018-08-17",5.0667
"2018-08-18",5.8925
"2018-08-19",7.3338
"2018-08-20",4.1048
"2018-08-21",0
"2018-08-22",0
"2018-08-23",1.3715
"2018-08-24",0.0097
"2018-08-25",12.7483
"2018-08-26",0
"2018-08-27",0
"2018-08-28",2.7305
"2018-08-29",1.121
"2018-08-30",1.6859
"2018-08-31",0
"2018-09-01",1.1908
"2018-09-02",0
"2018-09-03",0
"2018-09-04",0
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0.9424
"2018-09-10",0.1015
"2018-09-11",0
"2018-09-12",0
"2018-09-13",0
"2018-09-14",0
"2018-09-15",0
"2018-09-16",1.0482
"2018-09-17",5.8783
"2018-09-18",9.2873
"2018-09-19",20.4839
"2018-09-20",7.8313
"2018-09-21",35.3583
"2018-09-22",5.3994
"2018-09-23",19.091
"2018-09-24",28.5706
"2018-09-25",25.1535
"2018-09-26",12.7178
"2018-09-27",13.9923
"2018-09-28",9.6871
"2018-09-29",9.8741
"2018-09-30",14.5833
"2018-10-01",8.9479
"2018-10-02",32.9629
"2018-10-03",21.1308
"2018-10-04",15.8548
"2018-10-05",11.3395
"2018-10-06",20.477
"2018-10-07",15.0945
"2018-10-08",16.1328
"2018-10-09",23.1721
"2018-10-10",18.7455
"2018-10-11",5.9647
"2018-10-12",6.6426
"2018-10-13",19.4901
"2018-10-14",0
"2018-10-15",3.7142
"2018-10-16",8.9076
"2018-10-17",2.5868
"2018-10-18",10.9634
"2018-10-19",24.6324
"2018-10-20",13.3992
"2018-10-21",5.3048
"2018-10-22",4.1383
"2018-10-23",8.1844
"2018-10-24",14.2454
"2018-10-25",10.1661
"2018-10-26",23.171
"2018-10-27",22.9089
"2018-10-28",36.1735
"2018-10-29",5.2748
"2018-10-30",4.7759
"2018-10-31",32.2362
"2018-11-01",16.0734
"2018-11-02",11.0583
"2018-11-03",11.3927
"2018-11-04",13.3858
"2018-11-05",47.6432
"2018-11-06",27.7076
"2018-11-07",19.8974
"2018-11-08",16.7622
"2018-11-09",16.7102
"2018-11-10",6.406
"2018-11-11",0
"2018-11-12",1.9993
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0
"2018-11-16",0
"2018-11-17",7.1257
"2018-11-18",22.4394
"2018-11-19",30.7008
"2018-11-20",0
"2018-11-21",6.2837
"2018-11-22",8.0991
"2018-11-23",0.8498
"2018-11-24",13.3444
"2018-11-25",14.502
"2018-11-26",5.2586
"2018-11-27",15.6968
"2018-11-28",6.3075
"2018-11-29",5.248
"2018-11-30",7.9354
"2018-12-01",0.1789
"2018-12-02",0
"2018-12-03",29.9801
"2018-12-04",0
"2018-12-05",2.1104
"2018-12-06",8.1962
"2018-12-07",1.7531
"2018-12-08",1.9838
"2018-12-09",10.1871
"2018-12-10",0.4261
"2018-12-11",2.6071
"2018-12-12",2.5967
"2018-12-13",1.3615
"2018-12-14",1.4497
"2018-12-15",0.7786
"2018-12-16",0
"2018-12-17",0.8609
"2018-12-18",7.8224
"2018-12-19",0
"2018-12-20",9.6022
"2018-12-21",1.239
"2018-12-22",0.3178
"2018-12-23",1.4506
"2018-12-24",3.8247
"2018-12-25",2.4487
"2018-12-26",9.3317
"2018-12-27",9.2849
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0.3213
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0
"2019-01-08",0.0441
"2019-01-09",0
"2019-01-10",1.0734
"2019-01-11",7.023
"2019-01-12",5.573
"2019-01-13",1.0892
"2019-01-14",13.5888
"2019-01-15",3.0453
"2019-01-16",1.7277
"2019-01-17",0.7324
"2019-01-18",1.1509
"2019-01-19",4.9172
"2019-01-20",1.4216
"2019-01-21",6.5398
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0
"2019-01-26",4.724
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",11.432
"2019-02-04",1.1248
"2019-02-05",12.4067
"2019-02-06",5.1466
"2019-02-07",0.904
"2019-02-08",19.7211
"2019-02-09",30.1045
"2019-02-10",17.3395
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",9.89
"2019-02-15",9.22
"2019-02-16",31.1397
"2019-02-17",17.547
"2019-02-18",3.3577
"2019-02-19",0
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",3.1285
"2019-02-27",9.3974
"2019-02-28",0.6358
"2019-03-01",0.1245
"2019-03-02",0.2959
"2019-03-03",3.4539
"2019-03-04",12.7752
"2019-03-05",3.544
"2019-03-06",9.293
"2019-03-07",1.5409
"2019-03-08",0
"2019-03-09",3.2315
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0.0741
"2019-03-13",9.8771
"2019-03-14",0
"2019-03-15",0
"2019-03-16",0.1617
"2019-03-17",1.8255
"2019-03-18",13.3449
"2019-03-19",0
"2019-03-20",0
"2019-03-21",0.4366
"2019-03-22",0.9016
"2019-03-23",7.4555
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0.214
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0
"2019-04-06",0.6353
"2019-04-07",0
"2019-04-08",0
"2019-04-09",3.8582
"2019-04-10",9.1098
"2019-04-11",6.1825
"2019-04-12",4.1782
"2019-04-13",4.7364
"2019-04-14",0.6707
"2019-04-15",6.0644
"2019-04-16",9.208
"2019-04-17",18.6505
"2019-04-18",7.7406
"2019-04-19",5.1109
"2019-04-20",11.1687
"2019-04-21",15.7411
"2019-04-22",5.9362
"2019-04-23",4.4243
"2019-04-24",7.0741
"2019-04-25",5.3549
"2019-04-26",4.9218
"2019-04-27",15.6825
"2019-04-28",12.0742
"2019-04-29",20.7014
"2019-04-30",18.3951
"2019-05-01",0.7808
"2019-05-02",21.8557
"2019-05-03",33.1131
"2019-05-04",2.1281
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0
"2019-05-11",0
"2019-05-12",0.0217
"2019-05-13",0.1653
"2019-05-14",8.3084
"2019-05-15",0
"2019-05-16",0
"2019-05-17",0.1374
"2019-05-18",3.1106
"2019-05-19",1.4213
"2019-05-20",4.2258
"2019-05-21",9.2944
"2019-05-22",43.351
"2019-05-23",34.64
"2019-05-24",11.2917
"2019-05-25",3.6591
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0.4184
"2019-05-29",5.5938
"2019-05-30",24.5499
"2019-05-31",0.5801
"2019-06-01",8.9506
"2019-06-02",3.2202
"2019-06-03",26.6712
"2019-06-04",19.1865
"2019-06-05",7.4073
"2019-06-06",3.7842
"2019-06-07",84.5915
"2019-06-08",18.2605
"2019-06-09",26.39
"2019-06-10",13.3598
"2019-06-11",8.8644
"2019-06-12",7.7252
"2019-06-13",3.9122
"2019-06-14",12.7353
"2019-06-15",15.3544
"2019-06-16",0.4225
"2019-06-17",8.597
"2019-06-18",0
"2019-06-19",29.3632
"2019-06-20",18.7479
"2019-06-21",25.1963
"2019-06-22",32.7791
"2019-06-23",0
"2019-06-24",1.1708
"2019-06-25",3.7312
"2019-06-26",3.1693
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",12.4251
"2019-07-01",9.1831
"2019-07-02",1.1137
"2019-07-03",7.8179
"2019-07-04",0
"2019-07-05",0
"2019-07-06",0.1007
"2019-07-07",4.749
"2019-07-08",0.0926
"2019-07-09",17.5333
"2019-07-10",5.1253
"2019-07-11",0
"2019-07-12",23.1557
"2019-07-13",6.6731
"2019-07-14",0.0681
"2019-07-15",0
"2019-07-16",1.4656
"2019-07-17",30.6699
"2019-07-18",14.4196
"2019-07-19",0
"2019-07-20",13.2987
"2019-07-21",9.0733
"2019-07-22",4.211
"2019-07-23",0.6846
"2019-07-24",0
"2019-07-25",0
"2019-07-26",0
"2019-07-27",0
"2019-07-28",0.37
"2019-07-29",0.0273
"2019-07-30",0
"2019-07-31",0.1149
"2019-08-01",1.4056
"2019-08-02",20.917
"2019-08-03",0
"2019-08-04",6.4957
"2019-08-05",24.3758
"2019-08-06",21.9612
"2019-08-07",14.7414
"2019-08-08",40.0337
"2019-08-09",30.9266
"2019-08-10",8.5711
"2019-08-11",4.4723
"2019-08-12",8.3539
"2019-08-13",22.4674
"2019-08-14",4.0071
"2019-08-15",6.664
"2019-08-16",4.1188
"2019-08-17",10.74
"2019-08-18",0.0383
"2019-08-19",0
"2019-08-20",0.0156
"2019-08-21",6.7879
"2019-08-22",22.0789
"2019-08-23",60.337
"2019-08-24",8.9963
"2019-08-25",3.9723
"2019-08-26",28.2607
"2019-08-27",6.6926
"2019-08-28",14.899
"2019-08-29",7.8559
"2019-08-30",31.2124
"2019-08-31",7.6505
"2019-09-01",118.03
"2019-09-02",0
"2019-09-03",0
"2019-09-04",0.7591
"2019-09-05",0.2608
"2019-09-06",18.1917
"2019-09-07",0
"2019-09-08",0
"2019-09-09",3.0662
"2019-09-10",0.9844
"2019-09-11",31.1195
"2019-09-12",27.0125
"2019-09-13",20.3924
"2019-09-14",46.5718
"2019-09-15",110.1305
"2019-09-16",38.1967
"2019-09-17",30.1833
"2019-09-18",0.0277
"2019-09-19",100.155
"2019-09-20",16.0187
"2019-09-21",33.9096
"2019-09-22",55.1992
"2019-09-23",57.0013
"2019-09-24",24.5706
"2019-09-25",25.3716
"2019-09-26",0
"2019-09-27",8.9989
"2019-09-28",74.7749
"2019-09-29",18.6001
"2019-09-30",2.7983
"2019-10-01",6.676
"2019-10-02",4.6608
"2019-10-03",8.8613
"2019-10-04",5.76
"2019-10-05",11.3543
"2019-10-06",5.3271
"2019-10-07",26.6939
"2019-10-08",9.4323
"2019-10-09",9.5805
"2019-10-10",31.4666
"2019-10-11",6.0558
"2019-10-12",11.6043
"2019-10-13",15.9653
"2019-10-14",13.0801
"2019-10-15",35.4526
"2019-10-16",23.0207
"2019-10-17",8.2751
"2019-10-18",5.9613
"2019-10-19",12.9305
"2019-10-20",24.3231
"2019-10-21",12.7486
"2019-10-22",19.7223
"2019-10-23",26.2979
