,"(mm) Precipitation (CHIRPS) at Puttalam, 2007-01-01 to 2025-12-31"
"2016-08-02",0.327
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0.021
"2016-08-06",0
"2016-08-07",0
"2016-08-08",0.4414
"2016-08-09",0.471
"2016-08-10",0
"2016-08-11",0
"2016-08-12",0
"2016-08-13",0
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0.3757
"2016-08-20",0
"2016-08-21",0.277
"2016-08-22",2.7719
"2016-08-23",0.4108
"2016-08-24",0.1356
"2016-08-25",0
"2016-08-26",0.7918
"2016-08-27",1.3399
"2016-08-28",0.16
"2016-08-29",0
"2016-08-30",0.5505
"2016-08-31",0
"2016-09-01",0.094
"2016-09-02",1.2354
"2016-09-03",0.7975
"2016-09-04",0.3839
"2016-09-05",0
"2016-09-06",0
"2016-09-07",1.5244
"2016-09-08",0.1994
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0
"2016-09-14",0.0858
"2016-09-15",4.714
"2016-09-16",0
"2016-09-17",0.0793
"2016-09-18",1.6267
"2016-09-19",0.4475
"2016-09-20",4.0789
"2016-09-21",0.0379
"2016-09-22",0.0903
"2016-09-23",0
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",0
"2016-09-29",0.0241
"2016-09-30",0.0082
"2016-10-01",0
"2016-10-02",0.0718
"2016-10-03",0
"2016-10-04",0.7517
"2016-10-05",1.1678
"2016-10-06",0
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",3.0337
"2016-10-14",1.4042
"2016-10-15",0.7949
"2016-10-16",0.9617
"2016-10-17",0
"2016-10-18",1.4768
"2016-10-19",7.0678
"2016-10-20",7.6271
"2016-10-21",9.2028
"2016-10-22",3.1002
"2016-10-23",3.3055
"2016-10-24",5.0258
"2016-10-25",2.2298
"2016-10-26",1.2466
"2016-10-27",0
"2016-10-28",0
"2016-10-29",0
"2016-10-30",1.7772
"2016-10-31",17.0093
"2016-11-01",21.6157
"2016-11-02",23.7321
"2016-11-03",18.7429
"2016-11-04",16.0219
"2016-11-05",0.3732
"2016-11-06",7.5949
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0
"2016-11-12",5.3804
"2016-11-13",1.1757
"2016-11-14",4.3315
"2016-11-15",2.4732
"2016-11-16",12.5463
"2016-11-17",17.1151
"2016-11-18",29.4787
"2016-11-19",18.2076
"2016-11-20",19.2858
"2016-11-21",16.0081
"2016-11-22",11.8946
"2016-11-23",1.0385
"2016-11-24",0
"2016-11-25",3.2702
"2016-11-26",0.7277
"2016-11-27",4.2148
"2016-11-28",4.7552
"2016-11-29",1.3063
"2016-11-30",11.3598
"2016-12-01",0.0233
"2016-12-02",0
"2016-12-03",0
"2016-12-04",0
"2016-12-05",0
"2016-12-06",0
"2016-12-07",0.0774
"2016-12-08",3.2779
"2016-12-09",3.7001
"2016-12-10",6.6961
"2016-12-11",0
"2016-12-12",0
"2016-12-13",0
"2016-12-14",0
"2016-12-15",0
"2016-12-16",0.11
"2016-12-17",1.1596
"2016-12-18",0
"2016-12-19",7.501
"2016-12-20",0.0028
"2016-12-21",0.0621
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0
"2016-12-27",15.0631
"2016-12-28",0.1871
"2016-12-29",0.6446
"2016-12-30",0
"2016-12-31",1.1893
"2017-01-01",0.0566
"2017-01-02",0
"2017-01-03",0
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0.0017
"2017-01-21",0
"2017-01-22",1.2047
"2017-01-23",20.685
"2017-01-24",17.7024
"2017-01-25",9.644
"2017-01-26",12.6059
"2017-01-27",23.314
"2017-01-28",4.3484
"2017-01-29",0.0027
"2017-01-30",0.6716
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",0.0031
"2017-02-15",0
"2017-02-16",0
"2017-02-17",0
"2017-02-18",0.2174
"2017-02-19",3.1902
"2017-02-20",0
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0
"2017-02-24",1.1001
"2017-02-25",10.2693
"2017-02-26",9.6532
"2017-02-27",2.2629
"2017-02-28",14.6808
"2017-03-01",14.4065
"2017-03-02",0.3257
"2017-03-03",16.3008
"2017-03-04",8.0613
"2017-03-05",0
"2017-03-06",5.8166
"2017-03-07",17.5407
"2017-03-08",7.3174
"2017-03-09",4.4849
"2017-03-10",7.8942
"2017-03-11",10.9519
"2017-03-12",13.658
"2017-03-13",19.0499
"2017-03-14",13.8333
"2017-03-15",12.6183
"2017-03-16",2.0654
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0.3215
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",12.7861
"2017-03-29",21.4654
"2017-03-30",13.9745
"2017-03-31",0.413
"2017-04-01",0.2959
"2017-04-02",9.9258
"2017-04-03",9.3443
"2017-04-04",2.1587
"2017-04-05",0
"2017-04-06",0.4194
"2017-04-07",0.1031
"2017-04-08",0.0061
"2017-04-09",1.2637
"2017-04-10",0.3997
"2017-04-11",24.8103
"2017-04-12",6.9435
"2017-04-13",15.6507
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",0
"2017-04-25",0
"2017-04-26",0
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0
"2017-04-30",0
"2017-05-01",5.1557
"2017-05-02",2.846
"2017-05-03",0.1285
"2017-05-04",3.4017
"2017-05-05",2.5648
"2017-05-06",18.4232
"2017-05-07",15.6868
"2017-05-08",1.8706
"2017-05-09",2.6752
"2017-05-10",13.2188
"2017-05-11",12.1479
"2017-05-12",7.0057
"2017-05-13",5.97
"2017-05-14",3.8312
"2017-05-15",0.0682
"2017-05-16",2.6716
"2017-05-17",0.0772
"2017-05-18",9.4318
"2017-05-19",4.9878
"2017-05-20",1.4187
"2017-05-21",39.7086
"2017-05-22",5.7487
"2017-05-23",14.2319
"2017-05-24",13.3374
"2017-05-25",13.0932
"2017-05-26",13.0729
"2017-05-27",0
"2017-05-28",1.431
"2017-05-29",2.0998
"2017-05-30",1.2052
"2017-05-31",0
"2017-06-01",6.9588
"2017-06-02",0.5649
"2017-06-03",0.0001
"2017-06-04",0
"2017-06-05",0.0145
"2017-06-06",0.0283
"2017-06-07",7.4931
"2017-06-08",0
"2017-06-09",0.1925
"2017-06-10",2.6177
"2017-06-11",2.6895
"2017-06-12",0
"2017-06-13",0
"2017-06-14",0.6021
"2017-06-15",6.2067
"2017-06-16",0.7499
"2017-06-17",0.1314
"2017-06-18",0.1142
"2017-06-19",2.3529
"2017-06-20",0.5783
"2017-06-21",0.0654
"2017-06-22",0.1528
"2017-06-23",0.0218
"2017-06-24",5.5668
"2017-06-25",7.0121
"2017-06-26",5.6477
"2017-06-27",1.702
"2017-06-28",4.3932
"2017-06-29",0
"2017-06-30",0
"2017-07-01",0.0905
"2017-07-02",0.0399
"2017-07-03",0.7444
"2017-07-04",0
"2017-07-05",0
"2017-07-06",0
"2017-07-07",0.8541
"2017-07-08",3.5763
"2017-07-09",0.6212
"2017-07-10",0
"2017-07-11",0
"2017-07-12",1.0501
"2017-07-13",0.1048
"2017-07-14",0.5783
"2017-07-15",1.0278
"2017-07-16",0.5082
"2017-07-17",0.0898
"2017-07-18",2.1196
"2017-07-19",0.3768
"2017-07-20",0
"2017-07-21",0
"2017-07-22",0.0008
"2017-07-23",0
"2017-07-24",0
"2017-07-25",0.1572
"2017-07-26",0
"2017-07-27",4.317
"2017-07-28",0.6624
"2017-07-29",3.1081
"2017-07-30",2.8718
"2017-07-31",3.311
"2017-08-01",0.2541
"2017-08-02",0
"2017-08-03",0
"2017-08-04",0
"2017-08-05",0.1918
"2017-08-06",2.8641
"2017-08-07",5.0892
"2017-08-08",4.3787
"2017-08-09",4.1388
"2017-08-10",5.6736
"2017-08-11",1.3191
"2017-08-12",5.9661
"2017-08-13",6.2308
"2017-08-14",6.9825
"2017-08-15",0.6043
"2017-08-16",0.2774
"2017-08-17",0.5591
"2017-08-18",7.5349
"2017-08-19",1.3495
"2017-08-20",0
"2017-08-21",0.0007
"2017-08-22",0.0933
"2017-08-23",1.3017
"2017-08-24",7.0385
"2017-08-25",0.3701
"2017-08-26",0
"2017-08-27",0.002
"2017-08-28",0.1439
"2017-08-29",0.0005
"2017-08-30",2.8646
"2017-08-31",15.2484
"2017-09-01",9.1478
"2017-09-02",7.3332
"2017-09-03",12.7738
"2017-09-04",7.6857
"2017-09-05",12.82
"2017-09-06",8.3087
"2017-09-07",4.8026
"2017-09-08",15.2461
"2017-09-09",2.5263
"2017-09-10",0.0015
"2017-09-11",19.9605
"2017-09-12",16.5992
"2017-09-13",6.8473
"2017-09-14",0.76
"2017-09-15",1.289
"2017-09-16",3.3649
"2017-09-17",9.3739
"2017-09-18",0.2833
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",0.0067
"2017-09-23",2.4787
"2017-09-24",1.3946
"2017-09-25",4.3552
"2017-09-26",4.1168
"2017-09-27",1.1003
"2017-09-28",0.8616
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0
"2017-10-02",0.7758
"2017-10-03",1.4984
"2017-10-04",3.8238
"2017-10-05",5.5765
"2017-10-06",1.5876
"2017-10-07",4.782
"2017-10-08",0.0946
"2017-10-09",3.2745
"2017-10-10",6.9693
"2017-10-11",10.688
"2017-10-12",10.4138
"2017-10-13",8.6428
"2017-10-14",10.2945
"2017-10-15",0.4966
"2017-10-16",0.3704
"2017-10-17",4.8305
"2017-10-18",0
"2017-10-19",0.0394
"2017-10-20",1.8534
"2017-10-21",0.0825
"2017-10-22",0.6241
"2017-10-23",8.2445
"2017-10-24",11.5674
"2017-10-25",9.863
"2017-10-26",14.953
"2017-10-27",1.0723
"2017-10-28",3.9772
"2017-10-29",13.5545
"2017-10-30",19.9836
"2017-10-31",12.6472
"2017-11-01",11.3506
"2017-11-02",19.8787
"2017-11-03",8.6666
"2017-11-04",29.8843
"2017-11-05",7.0273
"2017-11-06",7.4417
"2017-11-07",7.6199
"2017-11-08",10.1219
"2017-11-09",1.7917
"2017-11-10",8.119
"2017-11-11",0.5915
"2017-11-12",0.2397
"2017-11-13",1.5066
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0
"2017-11-18",1.4619
"2017-11-19",3.6749
"2017-11-20",17.3292
"2017-11-21",3.3397
"2017-11-22",4.0572
"2017-11-23",1.2256
"2017-11-24",10.3924
"2017-11-25",21.4705
"2017-11-26",19.8155
"2017-11-27",18.2134
"2017-11-28",21.5095
"2017-11-29",10.9487
"2017-11-30",10.2052
"2017-12-01",5.0082
"2017-12-02",11.4425
"2017-12-03",6.4328
"2017-12-04",0.5844
"2017-12-05",3.2378
"2017-12-06",3.2686
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",0.1159
"2017-12-13",13.718
"2017-12-14",7.3338
"2017-12-15",5.1725
"2017-12-16",0.1892
"2017-12-17",0
"2017-12-18",0
"2017-12-19",5.6599
"2017-12-20",7.4591
"2017-12-21",0.002
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",0.002
"2017-12-26",2.9958
"2017-12-27",0
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0.0191
"2018-01-10",0.311
"2018-01-11",0.3058
"2018-01-12",9.842
"2018-01-13",1.0749
"2018-01-14",0
"2018-01-15",0
"2018-01-16",0.8503
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0
"2018-01-20",0.9836
"2018-01-21",0
"2018-01-22",4.0105
"2018-01-23",1.5542
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0
"2018-01-27",1.0193
"2018-01-28",0
"2018-01-29",0.1282
"2018-01-30",1.0178
"2018-01-31",0
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0.0337
"2018-02-06",4.1477
"2018-02-07",0.1538
"2018-02-08",0
"2018-02-09",0
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0
"2018-02-14",0.4666
"2018-02-15",0
"2018-02-16",1.5347
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0
"2018-02-23",0
"2018-02-24",0
"2018-02-25",4.0552
"2018-02-26",3.5823
"2018-02-27",8.8986
"2018-02-28",4.9258
"2018-03-01",0
"2018-03-02",0.6755
"2018-03-03",0
"2018-03-04",0.0637
"2018-03-05",0
"2018-03-06",0
"2018-03-07",0
"2018-03-08",0.062
"2018-03-09",6.6523
"2018-03-10",2.0569
"2018-03-11",9.3318
"2018-03-12",26.4449
"2018-03-13",1.7497
"2018-03-14",2.8581
"2018-03-15",6.4409
"2018-03-16",1.7455
"2018-03-17",3.3278
"2018-03-18",0
"2018-03-19",0.2514
"2018-03-20",0
"2018-03-21",0
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",3.3316
"2018-03-26",11.6938
"2018-03-27",11.113
"2018-03-28",0.4768
"2018-03-29",0.048
"2018-03-30",0
"2018-03-31",0
"2018-04-01",0
"2018-04-02",0.8649
"2018-04-03",0
"2018-04-04",0.3969
"2018-04-05",0.6101
"2018-04-06",2.5492
"2018-04-07",3.4443
"2018-04-08",1.8183
"2018-04-09",14.6831
"2018-04-10",5.0599
"2018-04-11",15.8309
"2018-04-12",11.7363
"2018-04-13",15.6391
"2018-04-14",14.6535
"2018-04-15",9.539
"2018-04-16",1.7616
"2018-04-17",4.1982
"2018-04-18",9.8499
"2018-04-19",0.3382
"2018-04-20",3.5996
"2018-04-21",0
"2018-04-22",0.0335
"2018-04-23",6.4797
"2018-04-24",3.3463
"2018-04-25",3.4567
"2018-04-26",8.4938
"2018-04-27",10.0849
"2018-04-28",9.8536
"2018-04-29",2.5851
"2018-04-30",0
"2018-05-01",0
"2018-05-02",6.3066
"2018-05-03",6.1268
"2018-05-04",7.941
"2018-05-05",12.6724
"2018-05-06",8.8047
"2018-05-07",14.273
"2018-05-08",3.8464
"2018-05-09",16.1734
"2018-05-10",10.0671
"2018-05-11",9.4165
"2018-05-12",10.9738
"2018-05-13",11.5485
"2018-05-14",14.0685
"2018-05-15",15.0319
"2018-05-16",16.5698
"2018-05-17",10.0365
"2018-05-18",12.6912
"2018-05-19",7.8437
"2018-05-20",27.364
"2018-05-21",13.2527
"2018-05-22",5.1367
"2018-05-23",11.3108
"2018-05-24",12.0608
"2018-05-25",15.1685
"2018-05-26",1.14
"2018-05-27",10.1907
"2018-05-28",3.263
"2018-05-29",0.4587
"2018-05-30",1.2949
"2018-05-31",0.6526
"2018-06-01",2.5566
"2018-06-02",9.1608
"2018-06-03",1.3276
"2018-06-04",3.5176
"2018-06-05",0.0001
"2018-06-06",1.1469
"2018-06-07",6.7265
"2018-06-08",0.7847
"2018-06-09",10.296
"2018-06-10",0.4201
"2018-06-11",0
"2018-06-12",1.0558
"2018-06-13",1.7045
"2018-06-14",0.3321
"2018-06-15",0.0547
"2018-06-16",1.9678
"2018-06-17",3.796
"2018-06-18",1.2306
"2018-06-19",0
"2018-06-20",3.4824
"2018-06-21",0.6654
"2018-06-22",0.0363
"2018-06-23",0.0012
"2018-06-24",0.4042
"2018-06-25",0.6725
"2018-06-26",0
"2018-06-27",0.4733
"2018-06-28",0.9815
"2018-06-29",2.7497
"2018-06-30",4.442
"2018-07-01",0.7083
"2018-07-02",1.1755
"2018-07-03",0
"2018-07-04",0
"2018-07-05",0.1496
"2018-07-06",1.1477
"2018-07-07",0.0494
"2018-07-08",0.1706
"2018-07-09",0.2975
"2018-07-10",0.6735
"2018-07-11",0.4763
"2018-07-12",0.0795
"2018-07-13",0.2991
"2018-07-14",0.3179
"2018-07-15",2.5747
"2018-07-16",3.8897
"2018-07-17",0
"2018-07-18",0
"2018-07-19",1.1078
"2018-07-20",0.1098
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",0.2469
"2018-07-25",0.2323
"2018-07-26",0
"2018-07-27",0.8716
"2018-07-28",0
"2018-07-29",0.022
"2018-07-30",0.4702
"2018-07-31",0.7082
"2018-08-01",0.7132
"2018-08-02",0.0097
"2018-08-03",0.008
"2018-08-04",0.2021
"2018-08-05",0
"2018-08-06",0
"2018-08-07",0
"2018-08-08",0.0566
"2018-08-09",0.039
"2018-08-10",0.6799
"2018-08-11",1.3499
"2018-08-12",0.2708
"2018-08-13",0.0891
"2018-08-14",1.8076
"2018-08-15",2.6398
"2018-08-16",0.8218
"2018-08-17",0.3276
"2018-08-18",0.4991
"2018-08-19",0.2388
"2018-08-20",0.1488
"2018-08-21",0
"2018-08-22",0
"2018-08-23",4.1231
"2018-08-24",6.154
"2018-08-25",2.1804
"2018-08-26",1.9796
"2018-08-27",0.6604
"2018-08-28",2.1787
"2018-08-29",1.6567
"2018-08-30",4.4519
"2018-08-31",0.932
"2018-09-01",0.1431
"2018-09-02",0
"2018-09-03",0.5151
"2018-09-04",0.2757
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",4.0795
"2018-09-10",2.9515
"2018-09-11",0
"2018-09-12",0
"2018-09-13",3.1455
"2018-09-14",0.5948
"2018-09-15",0.8432
"2018-09-16",1.1217
"2018-09-17",0.409
"2018-09-18",2.6912
"2018-09-19",2.2262
"2018-09-20",1.4577
"2018-09-21",1.2486
"2018-09-22",1.6425
"2018-09-23",3.1237
"2018-09-24",9.2534
"2018-09-25",7.2259
"2018-09-26",11.0011
"2018-09-27",10.1978
"2018-09-28",15.3285
"2018-09-29",13.9775
"2018-09-30",8.9057
"2018-10-01",12.2935
"2018-10-02",16.3486
"2018-10-03",18.5141
"2018-10-04",24.2989
"2018-10-05",14.2178
"2018-10-06",15.648
"2018-10-07",16.7392
"2018-10-08",19.0299
"2018-10-09",30.5164
"2018-10-10",2.7653
"2018-10-11",0.9942
"2018-10-12",1.6034
"2018-10-13",4.6939
"2018-10-14",5.8672
"2018-10-15",2.8503
"2018-10-16",12.4836
"2018-10-17",9.0319
"2018-10-18",1.518
"2018-10-19",13.0108
"2018-10-20",17.4723
"2018-10-21",4.8996
"2018-10-22",9.84
"2018-10-23",6.4579
"2018-10-24",10.6324
"2018-10-25",4.301
"2018-10-26",18.204
"2018-10-27",4.2558
"2018-10-28",22.85
"2018-10-29",3.843
"2018-10-30",1.6759
"2018-10-31",26.1618
"2018-11-01",19.4406
"2018-11-02",11.3147
"2018-11-03",4.7911
"2018-11-04",5.9622
"2018-11-05",25.5276
"2018-11-06",25.9122
"2018-11-07",16.9669
"2018-11-08",5.4507
"2018-11-09",4.9642
"2018-11-10",0.1133
"2018-11-11",0.1223
"2018-11-12",0.0215
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0.2342
"2018-11-16",5.0579
"2018-11-17",14.3454
"2018-11-18",9.0989
"2018-11-19",17.0724
"2018-11-20",0.7612
"2018-11-21",0.0019
"2018-11-22",17.6739
"2018-11-23",8.1511
"2018-11-24",3.167
"2018-11-25",9.7523
"2018-11-26",0.6039
"2018-11-27",0.0114
"2018-11-28",6.9771
"2018-11-29",5.0191
"2018-11-30",0
"2018-12-01",3.0657
"2018-12-02",0
"2018-12-03",4.8348
"2018-12-04",0.4538
"2018-12-05",1.3454
"2018-12-06",3.055
"2018-12-07",0.1643
"2018-12-08",0
"2018-12-09",4.5723
"2018-12-10",3.806
"2018-12-11",1.027
"2018-12-12",0.3968
"2018-12-13",1.0906
"2018-12-14",0.1605
"2018-12-15",2.2322
"2018-12-16",0.5007
"2018-12-17",0
"2018-12-18",0.7352
"2018-12-19",0
"2018-12-20",6.7556
"2018-12-21",4.51
"2018-12-22",4.7719
"2018-12-23",2.6165
"2018-12-24",5.221
"2018-12-25",3.5264
"2018-12-26",1.2055
"2018-12-27",0.0212
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0.0162
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0.0344
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0
"2019-01-11",0
"2019-01-12",0
"2019-01-13",0.0149
"2019-01-14",1.2421
"2019-01-15",0
"2019-01-16",2.421
"2019-01-17",0
"2019-01-18",0.0043
"2019-01-19",0.6917
"2019-01-20",1.2002
"2019-01-21",2.3585
"2019-01-22",0.1306
"2019-01-23",0
"2019-01-24",0
"2019-01-25",1.0481
"2019-01-26",0.3842
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",4.4084
"2019-02-04",11.3186
"2019-02-05",1.5978
"2019-02-06",0
"2019-02-07",0
"2019-02-08",13.127
"2019-02-09",5.0004
"2019-02-10",0
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",0.8835
"2019-02-15",0.843
"2019-02-16",12.7381
"2019-02-17",0
"2019-02-18",0.008
"2019-02-19",0
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",0
"2019-02-27",0
"2019-02-28",0
"2019-03-01",0
"2019-03-02",0
"2019-03-03",0.9019
"2019-03-04",3.6692
"2019-03-05",0.4913
"2019-03-06",0
"2019-03-07",0
"2019-03-08",0
"2019-03-09",0.1272
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0
"2019-03-13",0.109
"2019-03-14",0
"2019-03-15",0
"2019-03-16",2.3799
"2019-03-17",2.353
"2019-03-18",2.0833
"2019-03-19",0
"2019-03-20",0
"2019-03-21",7.877
"2019-03-22",0.0071
"2019-03-23",7.189
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0
"2019-04-06",0
"2019-04-07",0
"2019-04-08",0
"2019-04-09",0
"2019-04-10",0.0169
"2019-04-11",3.1861
"2019-04-12",2.0396
"2019-04-13",5.8995
"2019-04-14",2.7657
"2019-04-15",5.5615
"2019-04-16",7.8051
"2019-04-17",12.0358
"2019-04-18",9.523
"2019-04-19",12.543
"2019-04-20",10.7131
"2019-04-21",29.9942
"2019-04-22",7.8299
"2019-04-23",2.5921
"2019-04-24",1.1739
"2019-04-25",3.703
"2019-04-26",3.1361
"2019-04-27",4.0693
"2019-04-28",4.261
"2019-04-29",5.7785
"2019-04-30",8.2174
"2019-05-01",3.3104
"2019-05-02",2.1484
"2019-05-03",2.935
"2019-05-04",2.7129
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0.0064
"2019-05-11",0
"2019-05-12",0
"2019-05-13",0
"2019-05-14",0
"2019-05-15",0
"2019-05-16",0
"2019-05-17",0
"2019-05-18",0.0376
"2019-05-19",0
"2019-05-20",0
"2019-05-21",8.6206
"2019-05-22",4.4941
"2019-05-23",8.5849
"2019-05-24",2.4361
"2019-05-25",0
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",0
"2019-05-30",3.9733
"2019-05-31",2.0387
"2019-06-01",2.0698
"2019-06-02",0.4079
"2019-06-03",5.8346
"2019-06-04",11.8892
"2019-06-05",4.0315
"2019-06-06",3.8696
"2019-06-07",6.3153
"2019-06-08",0.0149
"2019-06-09",7.7596
"2019-06-10",5.3819
"2019-06-11",2.0533
"2019-06-12",1.5097
"2019-06-13",2.3861
"2019-06-14",2.3112
"2019-06-15",2.872
"2019-06-16",3.8277
"2019-06-17",0.1663
"2019-06-18",0.0032
"2019-06-19",0.1879
"2019-06-20",2.8023
"2019-06-21",1.528
"2019-06-22",0.0035
"2019-06-23",0.012
"2019-06-24",0
"2019-06-25",2.2446
"2019-06-26",4.4206
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",2.4192
"2019-07-01",0.3052
"2019-07-02",0.0542
"2019-07-03",0.0079
"2019-07-04",0
"2019-07-05",0.0563
"2019-07-06",0.0222
"2019-07-07",0
"2019-07-08",0
"2019-07-09",1.9646
"2019-07-10",0.8365
"2019-07-11",0
"2019-07-12",3.8918
"2019-07-13",0.6326
"2019-07-14",0.5751
"2019-07-15",0.5184
"2019-07-16",0.7698
"2019-07-17",3.5014
"2019-07-18",1.0726
"2019-07-19",0.2108
"2019-07-20",0.5636
"2019-07-21",1.3307
"2019-07-22",1.9827
"2019-07-23",0.1702
"2019-07-24",0
"2019-07-25",0
"2019-07-26",0
"2019-07-27",0.0187
"2019-07-28",0
"2019-07-29",0.6583
"2019-07-30",0
"2019-07-31",0.5726
"2019-08-01",0.3261
"2019-08-02",0.5626
"2019-08-03",0
"2019-08-04",0.0909
"2019-08-05",4.353
"2019-08-06",2.3595
"2019-08-07",10.5047
"2019-08-08",15.6989
"2019-08-09",0.54
"2019-08-10",1.0846
"2019-08-11",0.0012
"2019-08-12",0.0005
"2019-08-13",2.792
"2019-08-14",0
"2019-08-15",0.4106
"2019-08-16",8.3916
"2019-08-17",4.647
"2019-08-18",3.8517
"2019-08-19",3.0753
"2019-08-20",0.0003
"2019-08-21",0.3765
"2019-08-22",6.7018
"2019-08-23",2.583
"2019-08-24",0.1415
"2019-08-25",0.4468
"2019-08-26",0.3554
"2019-08-27",0.0004
"2019-08-28",0.487
"2019-08-29",0.0012
"2019-08-30",2.437
"2019-08-31",0.0009
"2019-09-01",4.4742
"2019-09-02",1.0428
"2019-09-03",0.0724
"2019-09-04",6.2921
"2019-09-05",6.1496
"2019-09-06",0.0013
"2019-09-07",0
"2019-09-08",0
"2019-09-09",0
"2019-09-10",1.3658
"2019-09-11",14.2926
"2019-09-12",6.5202
"2019-09-13",13.6336
"2019-09-14",14.4927
"2019-09-15",11.9881
"2019-09-16",10.4567
"2019-09-17",0.0684
"2019-09-18",3.9554
"2019-09-19",12.4301
"2019-09-20",0.0793
"2019-09-21",1.9271
"2019-09-22",9.9022
"2019-09-23",12.7051
"2019-09-24",4.5559
"2019-09-25",3.7492
"2019-09-26",0
"2019-09-27",5.1598
"2019-09-28",11.6266
"2019-09-29",15.9829
"2019-09-30",11.4893
"2019-10-01",6.9658
"2019-10-02",2.0712
"2019-10-03",15.7893
"2019-10-04",8.8224
"2019-10-05",15.1222
"2019-10-06",17.3963
"2019-10-07",7.1787
"2019-10-08",8.0541
"2019-10-09",13.8053
"2019-10-10",10.3473
"2019-10-11",13.0291
"2019-10-12",12.7947
"2019-10-13",13.4224
