,"(mm) Precipitation (CHIRPS) at Ratnapura, 2007-01-01 to 2025-12-31"
"2016-05-17",81.1659
"2016-05-18",12.3482
"2016-05-19",19.9281
"2016-05-20",5.3897
"2016-05-21",0.787
"2016-05-22",1.5882
"2016-05-23",3.5782
"2016-05-24",12.5163
"2016-05-25",1.5706
"2016-05-26",0
"2016-05-27",53.2554
"2016-05-28",8.4078
"2016-05-29",4.353
"2016-05-30",18.5947
"2016-05-31",35.1678
"2016-06-01",1.5993
"2016-06-02",0
"2016-06-03",0
"2016-06-04",0.1001
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0
"2016-06-08",1.0287
"2016-06-09",0.2566
"2016-06-10",0
"2016-06-11",0
"2016-06-12",2.4278
"2016-06-13",0
"2016-06-14",0.4424
"2016-06-15",0.4751
"2016-06-16",22.2193
"2016-06-17",0
"2016-06-18",4.5652
"2016-06-19",8.0381
"2016-06-20",3.3928
"2016-06-21",16.6429
"2016-06-22",1.6666
"2016-06-23",0.6593
"2016-06-24",0.7064
"2016-06-25",0.0155
"2016-06-26",0
"2016-06-27",0
"2016-06-28",10.9866
"2016-06-29",46.3086
"2016-06-30",15.3299
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0.8366
"2016-07-05",0
"2016-07-06",0
"2016-07-07",0.0158
"2016-07-08",0.1307
"2016-07-09",0
"2016-07-10",0.8422
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",1.0953
"2016-07-15",17.3328
"2016-07-16",5.7884
"2016-07-17",8.5242
"2016-07-18",0
"2016-07-19",0
"2016-07-20",3.0388
"2016-07-21",2.6185
"2016-07-22",0.0005
"2016-07-23",1.011
"2016-07-24",1.8175
"2016-07-25",16.059
"2016-07-26",40.4965
"2016-07-27",15.1339
"2016-07-28",2.9558
"2016-07-29",11.5061
"2016-07-30",10.6114
"2016-07-31",0
"2016-08-01",0.4217
"2016-08-02",0.0971
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0.2691
"2016-08-08",7.5596
"2016-08-09",0.5116
"2016-08-10",0.8775
"2016-08-11",0
"2016-08-12",0.0016
"2016-08-13",0.8089
"2016-08-14",0.0725
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0.0056
"2016-08-20",0
"2016-08-21",0.7944
"2016-08-22",7.6019
"2016-08-23",7.8449
"2016-08-24",0.1369
"2016-08-25",0.8601
"2016-08-26",7.3245
"2016-08-27",8.5781
"2016-08-28",2.861
"2016-08-29",2.2026
"2016-08-30",4.0843
"2016-08-31",0
"2016-09-01",0.1269
"2016-09-02",6.0783
"2016-09-03",0.7445
"2016-09-04",2.2876
"2016-09-05",0
"2016-09-06",0.0822
"2016-09-07",0
"2016-09-08",0.7586
"2016-09-09",0
"2016-09-10",0.0524
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0
"2016-09-14",3.6487
"2016-09-15",8.3531
"2016-09-16",0
"2016-09-17",0.021
"2016-09-18",3.1127
"2016-09-19",17.1601
"2016-09-20",3.3745
"2016-09-21",0.0779
"2016-09-22",0
"2016-09-23",2.4292
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",0.0192
"2016-09-29",1.5962
"2016-09-30",3.7327
"2016-10-01",6.2003
"2016-10-02",0
"2016-10-03",0.0023
"2016-10-04",0
"2016-10-05",0
"2016-10-06",0
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",0.1542
"2016-10-14",3.6108
"2016-10-15",0.4882
"2016-10-16",5.405
"2016-10-17",12.3714
"2016-10-18",15.7256
"2016-10-19",12.15
"2016-10-20",8.4484
"2016-10-21",0.6365
"2016-10-22",0.2125
"2016-10-23",2.9157
"2016-10-24",1.6314
"2016-10-25",10.1497
"2016-10-26",5.3183
"2016-10-27",0
"2016-10-28",0.0861
"2016-10-29",0.2648
"2016-10-30",7.84
"2016-10-31",31.5883
"2016-11-01",30.6676
"2016-11-02",16.1554
"2016-11-03",22.9253
"2016-11-04",21.6918
"2016-11-05",15.4174
"2016-11-06",27.8787
"2016-11-07",0.2976
"2016-11-08",5.0211
"2016-11-09",0
"2016-11-10",1.2137
"2016-11-11",6.9061
"2016-11-12",10.5812
"2016-11-13",14.0498
"2016-11-14",12.9335
"2016-11-15",7.1386
"2016-11-16",7.1277
"2016-11-17",15.8375
"2016-11-18",22.0876
"2016-11-19",11.6749
"2016-11-20",12.405
"2016-11-21",18.3538
"2016-11-22",4.4427
"2016-11-23",7.6152
"2016-11-24",3.2156
"2016-11-25",15.7556
"2016-11-26",11.6382
"2016-11-27",9.6252
"2016-11-28",1.8921
"2016-11-29",0
"2016-11-30",0.0992
"2016-12-01",0
"2016-12-02",0
"2016-12-03",0.5928
"2016-12-04",25.9961
"2016-12-05",3.117
"2016-12-06",0.0085
"2016-12-07",4.7773
"2016-12-08",7.963
"2016-12-09",2.0313
"2016-12-10",1.4282
"2016-12-11",0
"2016-12-12",0
"2016-12-13",1.9626
"2016-12-14",0.6592
"2016-12-15",0
"2016-12-16",3.4217
"2016-12-17",17.3738
"2016-12-18",0.221
"2016-12-19",0
"2016-12-20",0.0667
"2016-12-21",0
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0
"2016-12-27",13.0093
"2016-12-28",11.0007
"2016-12-29",0
"2016-12-30",0.7777
"2016-12-31",7.8293
"2017-01-01",2.2612
"2017-01-02",0.5066
"2017-01-03",0.2165
"2017-01-04",0.8584
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0.5994
"2017-01-21",0.2739
"2017-01-22",1.3658
"2017-01-23",27.3861
"2017-01-24",27.2287
"2017-01-25",14.0536
"2017-01-26",15.3596
"2017-01-27",41.53
"2017-01-28",3.8383
"2017-01-29",4.1974
"2017-01-30",6.1253
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",22.0826
"2017-02-15",0.8279
"2017-02-16",0
"2017-02-17",0
"2017-02-18",5.0651
"2017-02-19",22.7613
"2017-02-20",0.0358
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0.2065
"2017-02-24",1.0148
"2017-02-25",16.5699
"2017-02-26",19.0198
"2017-02-27",3.1687
"2017-02-28",22.7037
"2017-03-01",43.5346
"2017-03-02",0.6242
"2017-03-03",5.2881
"2017-03-04",4.8404
"2017-03-05",2.7015
"2017-03-06",7.5168
"2017-03-07",12.3808
"2017-03-08",1.485
"2017-03-09",5.8621
"2017-03-10",7.7627
"2017-03-11",12.2366
"2017-03-12",10.0891
"2017-03-13",15.9958
"2017-03-14",25.9582
"2017-03-15",19.4836
"2017-03-16",18.2747
"2017-03-17",4.0901
"2017-03-18",0
"2017-03-19",3.0182
"2017-03-20",1.3925
"2017-03-21",0.1001
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",3.1652
"2017-03-28",15.1067
"2017-03-29",20.3872
"2017-03-30",11.4401
"2017-03-31",4.2654
"2017-04-01",5.2775
"2017-04-02",13.8282
"2017-04-03",10.8096
"2017-04-04",12.8665
"2017-04-05",9.0108
"2017-04-06",3.5981
"2017-04-07",0
"2017-04-08",0.2556
"2017-04-09",2.639
"2017-04-10",1.2619
"2017-04-11",20.4754
"2017-04-12",21.3253
"2017-04-13",26.5648
"2017-04-14",0.29
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0.0654
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",6.2087
"2017-04-25",0.0525
"2017-04-26",0.6191
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0.0276
"2017-04-30",1.1961
"2017-05-01",0
"2017-05-02",5.673
"2017-05-03",11.6883
"2017-05-04",8.2188
"2017-05-05",1.2106
"2017-05-06",20.8853
"2017-05-07",16.6917
"2017-05-08",17.4813
"2017-05-09",16.0948
"2017-05-10",21.7672
"2017-05-11",31.7331
"2017-05-12",21.1856
"2017-05-13",12.645
"2017-05-14",18.4399
"2017-05-15",5.2875
"2017-05-16",3.6379
"2017-05-17",1.8778
"2017-05-18",23.076
"2017-05-19",1.2605
"2017-05-20",1.809
"2017-05-21",27.8735
"2017-05-22",13.7692
"2017-05-23",16.4686
"2017-05-24",34.9284
"2017-05-25",43.2342
"2017-05-26",136.3767
"2017-05-27",2.5827
"2017-05-28",0.0808
"2017-05-29",8.2062
"2017-05-30",1.0932
"2017-05-31",6.5855
"2017-06-01",37.1366
"2017-06-02",2.45
"2017-06-03",0
"2017-06-04",0.2327
"2017-06-05",24.9818
"2017-06-06",0.8439
"2017-06-07",14.5397
"2017-06-08",9.261
"2017-06-09",0
"2017-06-10",0.3025
"2017-06-11",0.3628
"2017-06-12",0
"2017-06-13",0
"2017-06-14",4.3191
"2017-06-15",13.176
"2017-06-16",1.7803
"2017-06-17",0
"2017-06-18",18.7722
"2017-06-19",5.7688
"2017-06-20",12.6014
"2017-06-21",0.0635
"2017-06-22",0.6624
"2017-06-23",1.2478
"2017-06-24",0.7984
"2017-06-25",16.979
"2017-06-26",24.9084
"2017-06-27",0
"2017-06-28",6.5013
"2017-06-29",0
"2017-06-30",6.0234
"2017-07-01",6.9253
"2017-07-02",0.4191
"2017-07-03",3.5162
"2017-07-04",0
"2017-07-05",0.1373
"2017-07-06",4.6742
"2017-07-07",5.9902
"2017-07-08",11.5133
"2017-07-09",6.5075
"2017-07-10",0.0453
"2017-07-11",1.2577
"2017-07-12",3.522
"2017-07-13",0.9032
"2017-07-14",0.2057
"2017-07-15",0.0803
"2017-07-16",0.0069
"2017-07-17",0.4768
"2017-07-18",3.2192
"2017-07-19",4.4569
"2017-07-20",0.7935
"2017-07-21",0.0033
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0.8289
"2017-07-25",12.385
"2017-07-26",6.1388
"2017-07-27",16.8361
"2017-07-28",6.8918
"2017-07-29",15.3867
"2017-07-30",4.4212
"2017-07-31",4.9366
"2017-08-01",0.015
"2017-08-02",0
"2017-08-03",0
"2017-08-04",9.169
"2017-08-05",0.8699
"2017-08-06",13.3389
"2017-08-07",12.4356
"2017-08-08",4.377
"2017-08-09",2.8612
"2017-08-10",13.7412
"2017-08-11",3.7863
"2017-08-12",6.0998
"2017-08-13",4.3183
"2017-08-14",26.1694
"2017-08-15",0.0054
"2017-08-16",0.3911
"2017-08-17",0.0991
"2017-08-18",73.9763
"2017-08-19",13.8753
"2017-08-20",0
"2017-08-21",0
"2017-08-22",0.6374
"2017-08-23",7.6305
"2017-08-24",13.4796
"2017-08-25",0.2449
"2017-08-26",0
"2017-08-27",0
"2017-08-28",0.0453
"2017-08-29",1.0301
"2017-08-30",2.9483
"2017-08-31",27.4754
"2017-09-01",14.331
"2017-09-02",5.6672
"2017-09-03",23.9684
"2017-09-04",11.5074
"2017-09-05",1.2903
"2017-09-06",13.693
"2017-09-07",48.2336
"2017-09-08",28.2721
"2017-09-09",6.8736
"2017-09-10",0
"2017-09-11",6.8441
"2017-09-12",2.4236
"2017-09-13",27.4596
"2017-09-14",0.1988
"2017-09-15",0.7939
"2017-09-16",19.7678
"2017-09-17",4.2931
"2017-09-18",0.1972
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",0.0523
"2017-09-23",0.9476
"2017-09-24",1.2601
"2017-09-25",11.0267
"2017-09-26",27.0489
"2017-09-27",12.2147
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0.0479
"2017-10-01",0.1521
"2017-10-02",0
"2017-10-03",2.2604
"2017-10-04",11.6383
"2017-10-05",12.3049
"2017-10-06",3.7363
"2017-10-07",10.2994
"2017-10-08",12.7443
"2017-10-09",9.1845
"2017-10-10",11.4914
"2017-10-11",31.164
"2017-10-12",11.8569
"2017-10-13",7.271
"2017-10-14",23.7293
"2017-10-15",8.37
"2017-10-16",5.5295
"2017-10-17",0.0628
"2017-10-18",0.1927
"2017-10-19",1.2173
"2017-10-20",14.3797
"2017-10-21",0
"2017-10-22",0
"2017-10-23",11.1967
"2017-10-24",15.0803
"2017-10-25",12.8978
"2017-10-26",8.5154
"2017-10-27",7.4118
"2017-10-28",15.1863
"2017-10-29",12.7437
"2017-10-30",17.6512
"2017-10-31",31.3701
"2017-11-01",14.4104
"2017-11-02",14.8469
"2017-11-03",21.8315
"2017-11-04",20.2456
"2017-11-05",15.4088
"2017-11-06",22.2792
"2017-11-07",14.9711
"2017-11-08",13.4188
"2017-11-09",8.5565
"2017-11-10",10.8798
"2017-11-11",1.9171
"2017-11-12",4.7529
"2017-11-13",0.0642
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0.2376
"2017-11-17",0.2349
"2017-11-18",8.5126
"2017-11-19",17.1357
"2017-11-20",13.6663
"2017-11-21",4.0912
"2017-11-22",6.6939
"2017-11-23",6.1416
"2017-11-24",11.044
"2017-11-25",19.7244
"2017-11-26",19.5113
"2017-11-27",38.4877
"2017-11-28",46.8821
"2017-11-29",46.8768
"2017-11-30",39.5321
"2017-12-01",17.9793
"2017-12-02",0.848
"2017-12-03",15.4869
"2017-12-04",10.9208
"2017-12-05",0.0972
"2017-12-06",14.0239
"2017-12-07",0.8222
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0.3417
"2017-12-12",2.0463
"2017-12-13",15.2193
"2017-12-14",15.5331
"2017-12-15",5.9323
"2017-12-16",2.9468
"2017-12-17",0
"2017-12-18",0
"2017-12-19",0
"2017-12-20",25.6329
"2017-12-21",4.3276
"2017-12-22",0
"2017-12-23",0
"2017-12-24",2.0242
"2017-12-25",20.3738
"2017-12-26",6.7522
"2017-12-27",10.9194
"2017-12-28",0.6944
"2017-12-29",0.2411
"2017-12-30",4.018
"2017-12-31",0.0635
"2018-01-01",0.0353
"2018-01-02",0
"2018-01-03",0.1268
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0.0577
"2018-01-10",0.0728
"2018-01-11",0
"2018-01-12",5.1687
"2018-01-13",0.1868
"2018-01-14",0.2254
"2018-01-15",0
"2018-01-16",2.8019
"2018-01-17",0
"2018-01-18",0
"2018-01-19",1.4993
"2018-01-20",0.8848
"2018-01-21",0.7197
"2018-01-22",2.209
"2018-01-23",1.2251
"2018-01-24",1.5868
"2018-01-25",0
"2018-01-26",0
"2018-01-27",4.2905
"2018-01-28",0
"2018-01-29",0.2528
"2018-01-30",25.1552
"2018-01-31",3.3436
"2018-02-01",5.516
"2018-02-02",0
"2018-02-03",0
"2018-02-04",3.2507
"2018-02-05",2.3791
"2018-02-06",8.9203
"2018-02-07",8.4629
"2018-02-08",14.1525
"2018-02-09",11.8401
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0.2019
"2018-02-14",3.6216
"2018-02-15",0.0977
"2018-02-16",1.3135
"2018-02-17",0.4841
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",1.3723
"2018-02-23",0
"2018-02-24",0.0074
"2018-02-25",10.5698
"2018-02-26",17.4038
"2018-02-27",16.5959
"2018-02-28",5.0057
"2018-03-01",5.3358
"2018-03-02",13.7633
"2018-03-03",16.3962
"2018-03-04",12.4718
"2018-03-05",2.7065
"2018-03-06",1.6139
"2018-03-07",0
"2018-03-08",1.421
"2018-03-09",13.2051
"2018-03-10",23.5625
"2018-03-11",35.9843
"2018-03-12",17.6107
"2018-03-13",4.8637
"2018-03-14",2.0249
"2018-03-15",6.1178
"2018-03-16",6.0981
"2018-03-17",7.6927
"2018-03-18",1.3283
"2018-03-19",7.1806
"2018-03-20",0
"2018-03-21",4.6415
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",0.0964
"2018-03-26",8.6093
"2018-03-27",20.9663
"2018-03-28",10.0523
"2018-03-29",14.6617
"2018-03-30",0
"2018-03-31",1.3222
"2018-04-01",6.813
"2018-04-02",8.0751
"2018-04-03",4.4001
"2018-04-04",5.8979
"2018-04-05",5.8401
"2018-04-06",10.3725
"2018-04-07",17.6754
"2018-04-08",10.4293
"2018-04-09",14.4358
"2018-04-10",11.9822
"2018-04-11",15.5279
"2018-04-12",16.3863
"2018-04-13",14.9782
"2018-04-14",13.4115
"2018-04-15",6.0017
"2018-04-16",6.4025
"2018-04-17",0.0105
"2018-04-18",9.1322
"2018-04-19",2.8422
"2018-04-20",5.9038
"2018-04-21",4.2004
"2018-04-22",9.7026
"2018-04-23",9.8145
"2018-04-24",11.3469
"2018-04-25",4.6087
"2018-04-26",15.7757
"2018-04-27",11.7541
"2018-04-28",19.517
"2018-04-29",14.0865
"2018-04-30",5.1558
"2018-05-01",0.5274
"2018-05-02",14.19
"2018-05-03",15.5643
"2018-05-04",16.0242
"2018-05-05",25.4414
"2018-05-06",7.9828
"2018-05-07",20.0703
"2018-05-08",17.9424
"2018-05-09",26.9951
"2018-05-10",19.1838
"2018-05-11",13.881
"2018-05-12",21.1955
"2018-05-13",20.9057
"2018-05-14",16.393
"2018-05-15",22.4148
"2018-05-16",32.9049
"2018-05-17",28.8484
"2018-05-18",25.4315
"2018-05-19",19.5464
"2018-05-20",46.7856
"2018-05-21",34.6213
"2018-05-22",27.2844
"2018-05-23",36.7978
"2018-05-24",24.572
"2018-05-25",18.7457
"2018-05-26",6.2792
"2018-05-27",8.2114
"2018-05-28",11.6144
"2018-05-29",1.4499
"2018-05-30",1.9415
"2018-05-31",0
"2018-06-01",2.0446
"2018-06-02",22.8901
"2018-06-03",17.0659
"2018-06-04",14.8746
"2018-06-05",3.5473
"2018-06-06",49.2612
"2018-06-07",22.652
"2018-06-08",0
"2018-06-09",6.7432
"2018-06-10",0.0464
"2018-06-11",0
"2018-06-12",3.9874
"2018-06-13",0.6235
"2018-06-14",8.0258
"2018-06-15",3.4083
"2018-06-16",31.7836
"2018-06-17",4.4207
"2018-06-18",12.0526
"2018-06-19",0.915
"2018-06-20",0
"2018-06-21",11.3192
"2018-06-22",0
"2018-06-23",0
"2018-06-24",0.725
"2018-06-25",0.2493
"2018-06-26",2.0637
"2018-06-27",1.5943
"2018-06-28",8.453
"2018-06-29",4.1493
"2018-06-30",35.5204
"2018-07-01",8.0974
"2018-07-02",10.7308
"2018-07-03",5.7798
"2018-07-04",0
"2018-07-05",0.766
"2018-07-06",9.633
"2018-07-07",4.1509
"2018-07-08",0
"2018-07-09",6.5938
"2018-07-10",1.7215
"2018-07-11",14.1592
"2018-07-12",0.883
"2018-07-13",0.1495
"2018-07-14",6.2781
"2018-07-15",30.5782
"2018-07-16",18.1081
"2018-07-17",0
"2018-07-18",0
"2018-07-19",4.8208
"2018-07-20",1.3287
"2018-07-21",0.0012
"2018-07-22",0
"2018-07-23",0
"2018-07-24",1.5401
"2018-07-25",0.4747
"2018-07-26",3.59
"2018-07-27",3.0722
"2018-07-28",5.0351
"2018-07-29",0
"2018-07-30",5.7155
"2018-07-31",1.0983
"2018-08-01",2.8784
"2018-08-02",0.4246
"2018-08-03",7.4612
"2018-08-04",3.6835
"2018-08-05",0.1119
"2018-08-06",0
"2018-08-07",0
"2018-08-08",4.1314
"2018-08-09",11.3531
"2018-08-10",4.8082
"2018-08-11",2.9342
"2018-08-12",21.7981
"2018-08-13",7.9824
"2018-08-14",20.2572
"2018-08-15",30.3717
"2018-08-16",11.7776
"2018-08-17",7.8904
"2018-08-18",7.5372
"2018-08-19",9.1619
"2018-08-20",5.1004
"2018-08-21",0
"2018-08-22",0
"2018-08-23",19.221
"2018-08-24",10.9767
"2018-08-25",7.9908
"2018-08-26",0
"2018-08-27",0.6794
"2018-08-28",7.4326
"2018-08-29",3.249
"2018-08-30",9.9052
"2018-08-31",5.5338
"2018-09-01",2.8653
"2018-09-02",0
"2018-09-03",5.7118
"2018-09-04",0
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",1.6565
"2018-09-10",7.047
"2018-09-11",0.2057
"2018-09-12",2.7586
"2018-09-13",2.3926
"2018-09-14",1.5654
"2018-09-15",0.8057
"2018-09-16",1.4866
"2018-09-17",16.7032
"2018-09-18",11.9928
"2018-09-19",5.1965
"2018-09-20",14.3626
"2018-09-21",18.2944
"2018-09-22",10.534
"2018-09-23",10.9741
"2018-09-24",32.3484
"2018-09-25",25.3855
"2018-09-26",12.5902
"2018-09-27",11.1225
"2018-09-28",13.0217
"2018-09-29",13.1951
"2018-09-30",15.3129
"2018-10-01",14.4371
"2018-10-02",26.7041
"2018-10-03",26.579
"2018-10-04",29.4746
"2018-10-05",17.7715
"2018-10-06",23.5648
"2018-10-07",15.9795
"2018-10-08",23.0299
"2018-10-09",27.8285
"2018-10-10",9.3887
"2018-10-11",3.4713
"2018-10-12",4.7061
"2018-10-13",12.7399
"2018-10-14",1.5114
"2018-10-15",5.1867
"2018-10-16",14.4184
"2018-10-17",5.5803
"2018-10-18",14.4286
"2018-10-19",32.8533
"2018-10-20",23.8685
"2018-10-21",8.5432
"2018-10-22",12.6699
"2018-10-23",11.5628
"2018-10-24",18.0749
"2018-10-25",11.4518
"2018-10-26",21.087
"2018-10-27",19.7956
"2018-10-28",36.8683
"2018-10-29",15.0657
"2018-10-30",7.8229
"2018-10-31",33.6835
"2018-11-01",19.9259
"2018-11-02",10.3814
"2018-11-03",8.2559
"2018-11-04",13.504
"2018-11-05",42.273
"2018-11-06",34.4689
"2018-11-07",10.2881
"2018-11-08",11.0991
"2018-11-09",17.0847
"2018-11-10",0.2582
"2018-11-11",0.1574
"2018-11-12",0.0062
"2018-11-13",0
"2018-11-14",0
"2018-11-15",1.0959
"2018-11-16",0
"2018-11-17",16.3784
"2018-11-18",13.4168
"2018-11-19",20.7156
"2018-11-20",0.7131
"2018-11-21",8.8908
"2018-11-22",14.3725
"2018-11-23",9.6576
"2018-11-24",21.5029
"2018-11-25",16.0563
"2018-11-26",13.7729
"2018-11-27",13.3606
"2018-11-28",18.3084
"2018-11-29",5.6043
"2018-11-30",4.8306
"2018-12-01",1.7817
"2018-12-02",0
"2018-12-03",18.6194
"2018-12-04",1.0338
"2018-12-05",4.5784
"2018-12-06",7.2501
"2018-12-07",0.8113
"2018-12-08",0.3853
"2018-12-09",8.5298
"2018-12-10",0.4735
"2018-12-11",4.3341
"2018-12-12",1.653
"2018-12-13",2.3355
"2018-12-14",2.6805
"2018-12-15",2.0347
"2018-12-16",1.7809
"2018-12-17",0.0016
"2018-12-18",6.6427
"2018-12-19",0.6637
"2018-12-20",6.9392
"2018-12-21",2.4971
"2018-12-22",1.365
"2018-12-23",1.9353
"2018-12-24",4.4033
"2018-12-25",3.2616
"2018-12-26",16.9627
"2018-12-27",9.348
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0.721
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0
"2019-01-11",9.0743
"2019-01-12",5.3415
"2019-01-13",2.4326
"2019-01-14",12.7963
"2019-01-15",3.8705
"2019-01-16",2.7179
"2019-01-17",0.2247
"2019-01-18",0.1031
"2019-01-19",2.9252
"2019-01-20",2.0701
"2019-01-21",5.3421
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0.1434
"2019-01-25",0.5567
"2019-01-26",1.9532
"2019-01-27",0.0423
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0.9877
"2019-02-03",12.3121
"2019-02-04",3.6648
"2019-02-05",11.5007
"2019-02-06",12.5443
"2019-02-07",4.3076
"2019-02-08",24.7063
"2019-02-09",34.7763
"2019-02-10",10.3641
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",9.5475
"2019-02-15",11.4619
"2019-02-16",25.0844
"2019-02-17",16.3361
"2019-02-18",8.2507
"2019-02-19",1.4387
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",2.8169
"2019-02-27",6.9156
"2019-02-28",0.6358
"2019-03-01",0.271
"2019-03-02",0.3597
"2019-03-03",3.9726
"2019-03-04",8.6603
"2019-03-05",0.9626
"2019-03-06",0.1111
"2019-03-07",1.1596
"2019-03-08",0
"2019-03-09",6.8268
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0.628
"2019-03-13",4.1195
"2019-03-14",0
"2019-03-15",0
"2019-03-16",5.4256
"2019-03-17",7.497
"2019-03-18",9.8548
"2019-03-19",0
"2019-03-20",0
"2019-03-21",3.3426
"2019-03-22",3.2682
"2019-03-23",7.2346
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0.0239
"2019-03-29",0
"2019-03-30",0.2121
"2019-03-31",0.0838
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",1.3432
"2019-04-06",1.3028
"2019-04-07",0
"2019-04-08",0.9044
"2019-04-09",3.2394
"2019-04-10",11.0007
"2019-04-11",7.1241
"2019-04-12",5.8831
"2019-04-13",9.4436
"2019-04-14",2.6366
"2019-04-15",6.2033
"2019-04-16",13.4045
"2019-04-17",19.7394
"2019-04-18",10.7256
"2019-04-19",11.5614
"2019-04-20",18.2213
"2019-04-21",20.3682
"2019-04-22",6.7268
"2019-04-23",3.6788
"2019-04-24",5.5963
"2019-04-25",6.0314
"2019-04-26",10.3644
"2019-04-27",14.6158
"2019-04-28",9.4963
"2019-04-29",18.5762
"2019-04-30",9.3914
"2019-05-01",0.5939
"2019-05-02",14.5375
"2019-05-03",25.639
"2019-05-04",1.4166
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0
"2019-05-11",0
"2019-05-12",4.5786
"2019-05-13",1.6266
"2019-05-14",1.1128
"2019-05-15",0
"2019-05-16",0
"2019-05-17",0.9925
"2019-05-18",2.45
"2019-05-19",18.5873
"2019-05-20",9.922
"2019-05-21",14.5852
"2019-05-22",28.4199
"2019-05-23",16.4453
"2019-05-24",8.2751
"2019-05-25",2.5747
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",3.1943
"2019-05-30",20.877
"2019-05-31",0
"2019-06-01",5.9831
"2019-06-02",8.7122
"2019-06-03",24.3072
"2019-06-04",22.9384
"2019-06-05",7.8987
"2019-06-06",31.1093
"2019-06-07",36.5651
"2019-06-08",8.6652
"2019-06-09",30.1552
"2019-06-10",15.3519
"2019-06-11",5.7755
"2019-06-12",8.1047
"2019-06-13",4.9633
"2019-06-14",13.2241
"2019-06-15",14.0526
"2019-06-16",2.1981
"2019-06-17",17.6198
"2019-06-18",0
"2019-06-19",4.623
"2019-06-20",22.2111
"2019-06-21",40.8172
"2019-06-22",26.5621
"2019-06-23",2.254
"2019-06-24",8.4494
"2019-06-25",15.4183
"2019-06-26",4.0846
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",11.9726
"2019-07-01",6.6987
"2019-07-02",1.1757
"2019-07-03",0.5736
