,"(mm) Precipitation (CHIRPS) at Ratnapura, 2007-01-01 to 2025-12-31"
"2025-09-16",6.8066
"2025-09-17",32.3894
"2025-09-18",13.7867
"2025-09-19",3.8983
"2025-09-20",0
"2025-09-21",0
"2025-09-22",0.0956
"2025-09-23",0
"2025-09-24",6.4764
"2025-09-25",34.796
"2025-09-26",0.2762
"2025-09-27",0
"2025-09-28",0
"2025-09-29",0.5524
"2025-09-30",0
"2025-10-01",0
"2025-10-02",0
"2025-10-03",7.4727
"2025-10-04",26.1625
"2025-10-05",18.2502
"2025-10-06",4.5778
"2025-10-07",8.4697
"2025-10-08",12.9975
"2025-10-09",9.7475
"2025-10-10",6.8255
"2025-10-11",11.4212
"2025-10-12",19.8555
"2025-10-13",22.2433
"2025-10-14",13.1578
"2025-10-15",21.2758
"2025-10-16",12.1114
"2025-10-17",19.9844
"2025-10-18",35.3539
"2025-10-19",46.5143
"2025-10-20",33.1728
"2025-10-21",12.3717
"2025-10-22",0.6092
"2025-10-23",2.6848
"2025-10-24",45.8738
"2025-10-25",17.8313
"2025-10-26",1.2541
"2025-10-27",4.9549
"2025-10-28",0
"2025-10-29",0
"2025-10-30",0.5638
"2025-10-31",2.5149
"2025-11-01",12.3737
"2025-11-02",1.0253
"2025-11-03",0
"2025-11-04",0
"2025-11-05",0.5098
"2025-11-06",5.8958
"2025-11-07",12.0573
"2025-11-08",16.2873
"2025-11-09",10.7878
"2025-11-10",5.2885
"2025-11-11",17.7487
"2025-11-12",27.3571
"2025-11-13",22.0141
"2025-11-14",18.8343
"2025-11-15",12.3422
"2025-11-16",30.3309
"2025-11-17",60.1636
"2025-11-18",24.7778
"2025-11-19",13.8147
"2025-11-20",25.3121
"2025-11-21",16.7932
"2025-11-22",22.9223
"2025-11-23",28.435
"2025-11-24",43.2572
"2025-11-25",42.8989
"2025-11-26",88.8219
"2025-11-27",59.7247
"2025-11-28",12.5208
"2025-11-29",0.304
"2025-11-30",1.6633
"2025-12-01",0.1681
"2025-12-02",0
"2025-12-03",0.3595
"2025-12-04",12.3474
"2025-12-05",9.6724
"2025-12-06",2.2332
"2025-12-07",10.2271
"2025-12-08",2.5478
"2025-12-09",17.3376
"2025-12-10",23.6284
"2025-12-11",7.2932
"2025-12-12",6.2933
"2025-12-13",26.3318
"2025-12-14",2.1578
"2025-12-15",0
"2025-12-16",0
"2025-12-17",10.1134
"2025-12-18",29.3021
"2025-12-19",12.7683
"2025-12-20",0.227
"2025-12-21",5.7385
"2025-12-22",0
"2025-12-23",0
"2025-12-24",3.0994
"2025-12-25",0.1901
"2025-12-26",0
"2025-12-27",5.9296
"2025-12-28",0
"2025-12-29",0
"2025-12-30",5.066
"2025-12-31",20.037
