,"(mm) Precipitation (CHIRPS) at Kurunegala, 2007-01-01 to 2025-12-31"
"2022-11-18",0
"2022-11-19",4.0917
"2022-11-20",0.8258
"2022-11-21",0
"2022-11-22",0
"2022-11-23",0
"2022-11-24",0
"2022-11-25",0
"2022-11-26",1.9909
"2022-11-27",6.3263
"2022-11-28",0.0287
"2022-11-29",5.2864
"2022-11-30",0
"2022-12-01",2.4251
"2022-12-02",8.3899
"2022-12-03",5.9943
"2022-12-04",13.0299
"2022-12-05",1.3684
"2022-12-06",6.1744
"2022-12-07",9.6785
"2022-12-08",16.6506
"2022-12-09",6.0174
"2022-12-10",3.587
"2022-12-11",2.4941
"2022-12-12",1.3378
"2022-12-13",0
"2022-12-14",0.4065
"2022-12-15",0.5168
"2022-12-16",0
"2022-12-17",0.2208
"2022-12-18",6.5147
"2022-12-19",39.3693
"2022-12-20",16.0147
"2022-12-21",23.2287
"2022-12-22",4.7108
"2022-12-23",0
"2022-12-24",7.8237
"2022-12-25",41.7976
"2022-12-26",13.6522
"2022-12-27",0.153
"2022-12-28",0
"2022-12-29",0
"2022-12-30",0
"2022-12-31",2.6331
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0
"2023-01-05",0.4361
"2023-01-06",4.7918
"2023-01-07",7.2716
"2023-01-08",0
"2023-01-09",0
"2023-01-10",0
"2023-01-11",0
"2023-01-12",0.0343
"2023-01-13",0
"2023-01-14",0
"2023-01-15",0.0304
"2023-01-16",4.2509
"2023-01-17",1.0469
"2023-01-18",0
"2023-01-19",0.1136
"2023-01-20",0
"2023-01-21",30.4512
"2023-01-22",4.6106
"2023-01-23",0
"2023-01-24",3.7495
"2023-01-25",0
"2023-01-26",0
"2023-01-27",1.8394
"2023-01-28",0
"2023-01-29",0
"2023-01-30",1.4942
"2023-01-31",9.104
"2023-02-01",10.7781
"2023-02-02",18.6033
"2023-02-03",9.0136
"2023-02-04",11.258
"2023-02-05",2.7074
"2023-02-06",4.1216
"2023-02-07",1.7185
"2023-02-08",0.1946
"2023-02-09",0.0673
"2023-02-10",1.1546
"2023-02-11",0.0453
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",0
"2023-02-19",0.0664
"2023-02-20",5.8106
"2023-02-21",0
"2023-02-22",0
"2023-02-23",0
"2023-02-24",7.1033
"2023-02-25",0.9792
"2023-02-26",0
"2023-02-27",0
"2023-02-28",1.6848
"2023-03-01",0.0147
"2023-03-02",0.6534
"2023-03-03",0.1793
"2023-03-04",0.1655
"2023-03-05",0.0243
"2023-03-06",6.6993
"2023-03-07",0
"2023-03-08",0
"2023-03-09",0.0402
"2023-03-10",0.0957
"2023-03-11",4.9729
"2023-03-12",1.2084
"2023-03-13",0
"2023-03-14",0.0411
"2023-03-15",0.4766
"2023-03-16",16.0149
"2023-03-17",0
"2023-03-18",7.1458
"2023-03-19",0.0585
"2023-03-20",0
"2023-03-21",8.888
"2023-03-22",14.8397
"2023-03-23",13.8717
"2023-03-24",5.4743
"2023-03-25",0
"2023-03-26",2.2893
"2023-03-27",0.706
"2023-03-28",0.2728
"2023-03-29",0
"2023-03-30",5.284
"2023-03-31",0.1044
"2023-04-01",4.5369
"2023-04-02",14.7766
"2023-04-03",13.3781
"2023-04-04",17.2996
"2023-04-05",5.113
"2023-04-06",4.7817
"2023-04-07",3.2518
"2023-04-08",7.9709
"2023-04-09",0.5886
"2023-04-10",1.3553
"2023-04-11",0
"2023-04-12",0.1613
"2023-04-13",2.2767
"2023-04-14",3.247
"2023-04-15",4.1329
"2023-04-16",2.4968
"2023-04-17",1.1535
"2023-04-18",0
"2023-04-19",0
"2023-04-20",0.0883
"2023-04-21",0.2118
"2023-04-22",2.9968
"2023-04-23",5.1567
"2023-04-24",8.1187
"2023-04-25",8.9982
"2023-04-26",16.1164
"2023-04-27",9.3173
"2023-04-28",18.3686
"2023-04-29",17.2098
"2023-04-30",18.2181
"2023-05-01",58.9087
"2023-05-02",47.3389
"2023-05-03",31.3971
"2023-05-04",53.5178
"2023-05-05",10.3345
"2023-05-06",30.431
"2023-05-07",25.5283
"2023-05-08",36.9864
"2023-05-09",22.3777
"2023-05-10",1.3221
"2023-05-11",11.3891
"2023-05-12",0
"2023-05-13",0.1049
"2023-05-14",0
"2023-05-15",0
"2023-05-16",0
"2023-05-17",0
"2023-05-18",12.8005
"2023-05-19",0
"2023-05-20",0
"2023-05-21",1.8049
"2023-05-22",5.3883
"2023-05-23",11.5475
"2023-05-24",0
"2023-05-25",0
"2023-05-26",0
"2023-05-27",0.493
"2023-05-28",0
"2023-05-29",24.7369
"2023-05-30",4.0956
"2023-05-31",5.3568
"2023-06-01",0.2085
"2023-06-02",0.5285
"2023-06-03",0.8449
"2023-06-04",0
"2023-06-05",0
"2023-06-06",0
"2023-06-07",2.9848
"2023-06-08",0.1882
"2023-06-09",0
"2023-06-10",0.0601
"2023-06-11",5.7673
"2023-06-12",15.7197
"2023-06-13",11.3426
"2023-06-14",0
"2023-06-15",0.1957
"2023-06-16",1.5841
"2023-06-17",18.9436
"2023-06-18",42.1888
"2023-06-19",0.0992
"2023-06-20",0
"2023-06-21",12.5342
"2023-06-22",4.5151
"2023-06-23",1.3366
"2023-06-24",0
"2023-06-25",0
"2023-06-26",0
"2023-06-27",6.6576
"2023-06-28",0.1059
"2023-06-29",29.4539
"2023-06-30",0
"2023-07-01",6.2206
"2023-07-02",14.2712
"2023-07-03",2.2464
"2023-07-04",0.9728
"2023-07-05",0
"2023-07-06",2.2062
"2023-07-07",0
"2023-07-08",0
"2023-07-09",2.1616
"2023-07-10",7.1991
"2023-07-11",9.0079
"2023-07-12",0
"2023-07-13",0.015
"2023-07-14",0
"2023-07-15",0
"2023-07-16",0.1096
"2023-07-17",0
"2023-07-18",0
"2023-07-19",0.196
"2023-07-20",0
"2023-07-21",0
"2023-07-22",0
"2023-07-23",4.9883
"2023-07-24",1.6744
"2023-07-25",1.1868
"2023-07-26",1.1298
"2023-07-27",0
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0
"2023-07-31",0
"2023-08-01",0
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0
"2023-08-05",3.7511
"2023-08-06",3.24
"2023-08-07",0
"2023-08-08",0.0225
"2023-08-09",0.6332
"2023-08-10",1.7166
"2023-08-11",5.1302
"2023-08-12",0.7085
"2023-08-13",0.2726
"2023-08-14",0
"2023-08-15",0
"2023-08-16",0
"2023-08-17",0
"2023-08-18",0
"2023-08-19",0
"2023-08-20",0.0197
"2023-08-21",0
"2023-08-22",4.4473
"2023-08-23",0.9203
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0
"2023-08-27",0
"2023-08-28",0.378
"2023-08-29",3.4121
"2023-08-30",3.35
"2023-08-31",14.7255
"2023-09-01",7.1554
"2023-09-02",0.6976
"2023-09-03",2.5871
"2023-09-04",0.6352
"2023-09-05",0.6197
"2023-09-06",10.2621
"2023-09-07",0.8242
"2023-09-08",0
"2023-09-09",0.0133
"2023-09-10",0.8708
"2023-09-11",4.479
"2023-09-12",0
"2023-09-13",3.3691
"2023-09-14",2.6953
"2023-09-15",0
"2023-09-16",0
"2023-09-17",7.9973
"2023-09-18",0.8934
"2023-09-19",8.2353
"2023-09-20",2.7105
"2023-09-21",4.7067
"2023-09-22",1.9201
"2023-09-23",1.959
"2023-09-24",1.9041
"2023-09-25",2.3728
"2023-09-26",6.6808
"2023-09-27",6.1043
"2023-09-28",5.0411
"2023-09-29",1.279
"2023-09-30",18.3094
"2023-10-01",0.3665
"2023-10-02",7.2967
"2023-10-03",13.1158
"2023-10-04",14.6139
"2023-10-05",14.241
"2023-10-06",15.9993
"2023-10-07",14.954
"2023-10-08",14.6985
"2023-10-09",18.7587
"2023-10-10",14.2325
"2023-10-11",13.3623
"2023-10-12",14.4519
"2023-10-13",29.8991
"2023-10-14",24.5319
"2023-10-15",5.0626
"2023-10-16",3.6978
"2023-10-17",14.7137
"2023-10-18",23.8821
"2023-10-19",10.1902
"2023-10-20",11.6177
"2023-10-21",17.1907
"2023-10-22",20.3124
"2023-10-23",9.0308
"2023-10-24",8.7946
"2023-10-25",11.7522
"2023-10-26",2.8786
"2023-10-27",12.7914
"2023-10-28",19.3423
"2023-10-29",28.3565
"2023-10-30",16.7877
"2023-10-31",7.4044
"2023-11-01",28.4322
"2023-11-02",33.125
"2023-11-03",37.8562
"2023-11-04",30.8688
"2023-11-05",30.7865
"2023-11-06",10.8004
"2023-11-07",15.2987
"2023-11-08",36.7057
"2023-11-09",23.1812
"2023-11-10",15.0922
"2023-11-11",13.0909
"2023-11-12",11.055
"2023-11-13",3.0346
"2023-11-14",8.6872
"2023-11-15",11.4202
"2023-11-16",19.4256
"2023-11-17",11.6181
"2023-11-18",15.6877
"2023-11-19",18.6369
"2023-11-20",13.4314
"2023-11-21",26.2792
"2023-11-22",34.7367
"2023-11-23",0
"2023-11-24",0.5843
"2023-11-25",5.5225
"2023-11-26",0.3794
"2023-11-27",7.0745
"2023-11-28",16.3038
"2023-11-29",6.519
"2023-11-30",6.9072
"2023-12-01",11.8559
"2023-12-02",6.1796
"2023-12-03",3.1745
"2023-12-04",2.6913
"2023-12-05",21.5782
"2023-12-06",14.3683
"2023-12-07",23.063
"2023-12-08",18.4651
"2023-12-09",0.8597
"2023-12-10",20.5095
"2023-12-11",10.974
"2023-12-12",0.9163
"2023-12-13",0
"2023-12-14",12.7339
"2023-12-15",11.7688
"2023-12-16",13.4577
"2023-12-17",8.8264
"2023-12-18",20.8985
"2023-12-19",0.2308
"2023-12-20",4.9983
"2023-12-21",7.6264
"2023-12-22",0.5762
"2023-12-23",0
"2023-12-24",0.1788
"2023-12-25",0
"2023-12-26",0.6267
"2023-12-27",0.2352
"2023-12-28",3.5585
"2023-12-29",2.1179
"2023-12-30",0
"2023-12-31",10.9054
"2024-01-01",20.0921
"2024-01-02",15.7682
"2024-01-03",0
"2024-01-04",0
"2024-01-05",0.0023
"2024-01-06",4.5471
"2024-01-07",6.824
"2024-01-08",19.4173
"2024-01-09",35.0394
"2024-01-10",33.969
"2024-01-11",0.3288
"2024-01-12",0.0536
"2024-01-13",0
"2024-01-14",0
"2024-01-15",0
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0.4738
"2024-01-19",0.5891
"2024-01-20",0.0361
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",0
"2024-01-30",0
"2024-01-31",9.0772
"2024-02-01",0.7057
"2024-02-02",0
"2024-02-03",0
"2024-02-04",0.2162
"2024-02-05",0.2422
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0.0173
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",0
"2024-02-14",0
"2024-02-15",0.0184
"2024-02-16",2.619
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",0.9321
"2024-02-21",0.1041
"2024-02-22",0.0108
"2024-02-23",4.4919
"2024-02-24",0
"2024-02-25",0
"2024-02-26",0.7174
"2024-02-27",0.151
"2024-02-28",0
"2024-02-29",0.1756
"2024-03-01",0.7695
"2024-03-02",3.0259
"2024-03-03",0
"2024-03-04",0
"2024-03-05",0
"2024-03-06",0.0335
"2024-03-07",0.001
"2024-03-08",0.3301
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0.0244
"2024-03-15",0
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",0.3192
"2024-03-22",2.4952
"2024-03-23",1.5478
"2024-03-24",3.4736
"2024-03-25",0
"2024-03-26",0
"2024-03-27",7.6368
"2024-03-28",0.0343
"2024-03-29",0
"2024-03-30",0
"2024-03-31",0.7039
"2024-04-01",7.4897
"2024-04-02",13.3195
"2024-04-03",1.4914
"2024-04-04",4.6963
"2024-04-05",0
"2024-04-06",1.1831
"2024-04-07",0.0085
"2024-04-08",0.004
"2024-04-09",0
"2024-04-10",0
"2024-04-11",9.5781
"2024-04-12",6.9932
"2024-04-13",1.5791
"2024-04-14",6.8116
"2024-04-15",15.6332
"2024-04-16",2.407
"2024-04-17",2.7139
"2024-04-18",4.2966
"2024-04-19",0.3372
"2024-04-20",0.4429
"2024-04-21",1.524
"2024-04-22",0.7387
"2024-04-23",6.9841
"2024-04-24",7.7871
"2024-04-25",2.923
"2024-04-26",0
"2024-04-27",11.9307
"2024-04-28",0.9105
"2024-04-29",16.2584
"2024-04-30",5.2495
"2024-05-01",0
"2024-05-02",0.0152
"2024-05-03",0.0365
"2024-05-04",0
"2024-05-05",0.0713
"2024-05-06",6.8763
"2024-05-07",0.521
"2024-05-08",18.6255
"2024-05-09",9.9173
"2024-05-10",20.0262
"2024-05-11",26.1281
"2024-05-12",23.5392
"2024-05-13",24.3825
"2024-05-14",28.9709
"2024-05-15",13.7963
"2024-05-16",35.8092
"2024-05-17",19.3343
"2024-05-18",27.9685
"2024-05-19",17.1565
"2024-05-20",11.0352
"2024-05-21",7.7948
"2024-05-22",13.6732
"2024-05-23",10.9065
"2024-05-24",17.3225
"2024-05-25",13.1611
"2024-05-26",12.9403
"2024-05-27",6.5056
"2024-05-28",0
"2024-05-29",3.6482
"2024-05-30",1.6562
"2024-05-31",1.1605
"2024-06-01",10.2545
"2024-06-02",14.3189
"2024-06-03",1.8384
"2024-06-04",0.7227
"2024-06-05",2.5347
"2024-06-06",0.6326
"2024-06-07",10.0645
"2024-06-08",16.398
"2024-06-09",0.1512
"2024-06-10",0.0104
"2024-06-11",2.8073
"2024-06-12",2.0414
"2024-06-13",1.267
"2024-06-14",1.1125
"2024-06-15",1.0714
"2024-06-16",0
"2024-06-17",0
"2024-06-18",3.6477
"2024-06-19",5.5924
"2024-06-20",0
"2024-06-21",0
"2024-06-22",0.0859
"2024-06-23",0.3688
"2024-06-24",0.591
"2024-06-25",3.0271
"2024-06-26",8.7024
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",2.3282
"2024-07-01",1.1385
"2024-07-02",0
"2024-07-03",0
"2024-07-04",5.576
"2024-07-05",2.0884
"2024-07-06",2.9133
"2024-07-07",0.8325
"2024-07-08",2.8567
"2024-07-09",0.9795
"2024-07-10",0
"2024-07-11",0
"2024-07-12",0.3352
"2024-07-13",3.0541
"2024-07-14",1.3954
"2024-07-15",10.5452
"2024-07-16",2.3875
"2024-07-17",0.0075
"2024-07-18",0
"2024-07-19",0
"2024-07-20",0
"2024-07-21",0
"2024-07-22",0.0025
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",0
"2024-07-27",0
"2024-07-28",2.3463
"2024-07-29",4.171
"2024-07-30",4.0314
"2024-07-31",0
"2024-08-01",0.2315
"2024-08-02",0.3366
"2024-08-03",2.2274
"2024-08-04",3.8647
"2024-08-05",2.731
"2024-08-06",2.6597
"2024-08-07",0.5708
"2024-08-08",2.9761
"2024-08-09",0
"2024-08-10",0.0357
"2024-08-11",11.9872
"2024-08-12",7.0683
"2024-08-13",2.2686
"2024-08-14",0.7571
"2024-08-15",1.383
"2024-08-16",2.6662
"2024-08-17",11.4283
"2024-08-18",6.3016
"2024-08-19",6.2316
"2024-08-20",7.1531
"2024-08-21",2.4187
"2024-08-22",1.1589
"2024-08-23",1.0554
"2024-08-24",1.8063
"2024-08-25",1.6819
"2024-08-26",0.1604
"2024-08-27",0.1134
"2024-08-28",0.5009
"2024-08-29",1.0655
"2024-08-30",1.1851
"2024-08-31",1.0899
"2024-09-01",0.2514
"2024-09-02",2.3709
"2024-09-03",2.7783
"2024-09-04",1.3643
"2024-09-05",0
"2024-09-06",6.1072
"2024-09-07",0
"2024-09-08",0.7073
"2024-09-09",0
"2024-09-10",0
"2024-09-11",0.4254
"2024-09-12",0.4012
"2024-09-13",0.468
"2024-09-14",0.5326
"2024-09-15",0.8743
"2024-09-16",0
"2024-09-17",0
"2024-09-18",0
"2024-09-19",0
"2024-09-20",0.0155
"2024-09-21",0.1929
"2024-09-22",1.0579
"2024-09-23",0.5309
"2024-09-24",0
"2024-09-25",0
"2024-09-26",0.2921
"2024-09-27",15.5528
"2024-09-28",2.1135
"2024-09-29",9.0573
"2024-09-30",11.6345
"2024-10-01",11.2762
"2024-10-02",5.4178
"2024-10-03",3.9894
"2024-10-04",3.1959
"2024-10-05",6.4798
"2024-10-06",24.0556
"2024-10-07",20.5159
"2024-10-08",18.8584
"2024-10-09",22.7333
"2024-10-10",18.1217
"2024-10-11",21.1157
"2024-10-12",10.5977
"2024-10-13",31.6239
"2024-10-14",3.4791
"2024-10-15",3.1018
"2024-10-16",0
"2024-10-17",0
"2024-10-18",0.6622
"2024-10-19",2.0858
"2024-10-20",4.9207
"2024-10-21",36.5903
"2024-10-22",9.3859
"2024-10-23",20.22
"2024-10-24",0.3177
"2024-10-25",7.577
"2024-10-26",8.2296
"2024-10-27",0.3491
"2024-10-28",2.4191
"2024-10-29",5.3643
"2024-10-30",2.0596
"2024-10-31",31.0435
"2024-11-01",18.4613
"2024-11-02",14.4984
"2024-11-03",21.787
"2024-11-04",19.9462
"2024-11-05",5.0089
"2024-11-06",0
"2024-11-07",9.3804
"2024-11-08",47.3586
"2024-11-09",0
"2024-11-10",0.0199
"2024-11-11",1.8071
"2024-11-12",10.7881
"2024-11-13",15.6179
"2024-11-14",8.5844
"2024-11-15",10.9153
"2024-11-16",1.0805
"2024-11-17",1.842
"2024-11-18",6.1696
"2024-11-19",9.2003
"2024-11-20",22.9777
"2024-11-21",10.7201
"2024-11-22",11.0834
"2024-11-23",11.5403
"2024-11-24",29.7453
"2024-11-25",36.4769
"2024-11-26",56.8438
"2024-11-27",23.3242
"2024-11-28",1.6002
"2024-11-29",9.856
"2024-11-30",0.3055
"2024-12-01",0
"2024-12-02",0.3118
"2024-12-03",0
"2024-12-04",0
"2024-12-05",0.3635
"2024-12-06",0.1145
"2024-12-07",2.6578
"2024-12-08",0
"2024-12-09",0
"2024-12-10",0.0934
"2024-12-11",17.5329
"2024-12-12",27.0123
"2024-12-13",14.0738
"2024-12-14",7.7092
"2024-12-15",0
"2024-12-16",9.9416
"2024-12-17",0.8151
"2024-12-18",0
"2024-12-19",0.1268
"2024-12-20",0.536
"2024-12-21",1.0582
"2024-12-22",0
"2024-12-23",0
"2024-12-24",0
"2024-12-25",0
"2024-12-26",0
"2024-12-27",1.0733
"2024-12-28",0.5938
"2024-12-29",0
"2024-12-30",11.3638
"2024-12-31",12.1434
"2025-01-01",8.9803
"2025-01-02",1.3344
"2025-01-03",0
"2025-01-04",1.8878
"2025-01-05",0
"2025-01-06",0.593
"2025-01-07",0
"2025-01-08",0
"2025-01-09",0.1084
"2025-01-10",1.0296
"2025-01-11",2.2433
"2025-01-12",31.7352
"2025-01-13",2.1339
"2025-01-14",22.2323
"2025-01-15",0.1745
"2025-01-16",0
"2025-01-17",1.7977
"2025-01-18",37.1375
"2025-01-19",25.3287
"2025-01-20",0
"2025-01-21",8.3354
"2025-01-22",11.6347
"2025-01-23",4.7521
"2025-01-24",2.5665
"2025-01-25",6.7219
"2025-01-26",7.1474
"2025-01-27",3.9938
"2025-01-28",20.2344
"2025-01-29",19.2823
"2025-01-30",8.3742
"2025-01-31",0.7845
"2025-02-01",0.0238
"2025-02-02",0
"2025-02-03",0
"2025-02-04",0
"2025-02-05",0
"2025-02-06",0.2294
"2025-02-07",0.0335
"2025-02-08",0.024
"2025-02-09",0.002
"2025-02-10",0.7951
"2025-02-11",0
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",0.0004
"2025-02-26",11.65
"2025-02-27",13.4096
"2025-02-28",17.0323
"2025-03-01",18.4421
"2025-03-02",8.2259
"2025-03-03",21.9784
"2025-03-04",6.0532
"2025-03-05",0
"2025-03-06",0
"2025-03-07",0
"2025-03-08",0
"2025-03-09",0
"2025-03-10",4.6976
"2025-03-11",34.6778
"2025-03-12",0.0385
"2025-03-13",0
"2025-03-14",1.0275
"2025-03-15",11.2445
"2025-03-16",4.3645
"2025-03-17",15.1532
"2025-03-18",19.0311
"2025-03-19",5.6121
"2025-03-20",1.0105
"2025-03-21",2.8173
"2025-03-22",7.6276
"2025-03-23",0.7484
"2025-03-24",0.3342
"2025-03-25",10.6393
"2025-03-26",8.7572
"2025-03-27",7.1165
"2025-03-28",0.0543
"2025-03-29",2.0077
"2025-03-30",3.6446
"2025-03-31",2.0945
"2025-04-01",13.4465
"2025-04-02",23.3938
"2025-04-03",30.6186
"2025-04-04",17.5338
"2025-04-05",23.2735
"2025-04-06",20.5187
"2025-04-07",8.3409
"2025-04-08",2.0832
"2025-04-09",7.378
"2025-04-10",24.1905
"2025-04-11",0.4621
"2025-04-12",0
"2025-04-13",0
"2025-04-14",7.5548
"2025-04-15",3.8109
"2025-04-16",2.3868
"2025-04-17",0.2059
"2025-04-18",0.1613
"2025-04-19",4.1383
"2025-04-20",1.84
"2025-04-21",6.3338
"2025-04-22",9.5922
"2025-04-23",7.1397
"2025-04-24",9.4048
"2025-04-25",10.5151
"2025-04-26",10.4186
"2025-04-27",11.8777
"2025-04-28",13.2553
"2025-04-29",15.2352
"2025-04-30",11.4265
"2025-05-01",0.0258
"2025-05-02",16.0734
"2025-05-03",3.5808
"2025-05-04",2.4299
"2025-05-05",19.8298
"2025-05-06",9.7928
"2025-05-07",6.8986
"2025-05-08",2.6973
"2025-05-09",7.2687
"2025-05-10",6.073
"2025-05-11",0.5699
"2025-05-12",0
"2025-05-13",0
"2025-05-14",9.4881
"2025-05-15",10.9135
"2025-05-16",15.0798
"2025-05-17",14.3019
"2025-05-18",8.8707
"2025-05-19",13.092
"2025-05-20",8.4472
"2025-05-21",0.1456
"2025-05-22",7.6304
"2025-05-23",0
"2025-05-24",13.0552
"2025-05-25",5.0488
"2025-05-26",25.9517
"2025-05-27",18.7864
"2025-05-28",2.8337
"2025-05-29",3.5566
"2025-05-30",30.2398
"2025-05-31",0
"2025-06-01",0
"2025-06-02",0
"2025-06-03",0.0648
"2025-06-04",0
"2025-06-05",15.6998
"2025-06-06",15.1761
"2025-06-07",0
"2025-06-08",0
"2025-06-09",0
"2025-06-10",0
"2025-06-11",6.5697
"2025-06-12",5.2034
"2025-06-13",7.5041
"2025-06-14",8.2217
"2025-06-15",6.3467
"2025-06-16",0.3945
"2025-06-17",0
"2025-06-18",0
"2025-06-19",0
"2025-06-20",0
"2025-06-21",6.7758
"2025-06-22",4.3601
"2025-06-23",0
"2025-06-24",0
"2025-06-25",0
"2025-06-26",0.0706
"2025-06-27",0
"2025-06-28",7.3874
"2025-06-29",0
"2025-06-30",0.0006
"2025-07-01",0.1605
"2025-07-02",0.0998
"2025-07-03",0.8861
"2025-07-04",0.6563
"2025-07-05",0.5285
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0
"2025-07-09",0
"2025-07-10",0.0733
"2025-07-11",2.9042
"2025-07-12",0.0958
"2025-07-13",0
"2025-07-14",0
"2025-07-15",0.7293
"2025-07-16",1.7048
"2025-07-17",0.0914
"2025-07-18",0.4865
"2025-07-19",1.4347
"2025-07-20",0
"2025-07-21",0
"2025-07-22",0
"2025-07-23",0.533
"2025-07-24",4.8235
"2025-07-25",2.7499
"2025-07-26",2.6864
"2025-07-27",0.075
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0
"2025-07-31",6.1101
"2025-08-01",7.4108
"2025-08-02",6.2425
"2025-08-03",4.3281
"2025-08-04",3.4928
"2025-08-05",0
"2025-08-06",0.0581
"2025-08-07",0.0113
"2025-08-08",0.07
"2025-08-09",0.4811
"2025-08-10",0.9908
"2025-08-11",1.0889
"2025-08-12",0.346
"2025-08-13",1.0537
"2025-08-14",0
"2025-08-15",0.2372
"2025-08-16",0.2528
"2025-08-17",4.9876
"2025-08-18",2.4789
"2025-08-19",0
"2025-08-20",0
"2025-08-21",2.0634
"2025-08-22",1.3167
"2025-08-23",0.2383
"2025-08-24",0
"2025-08-25",4.4707
"2025-08-26",0
"2025-08-27",0
"2025-08-28",0
"2025-08-29",0
"2025-08-30",0
"2025-08-31",0.4104
"2025-09-01",0
"2025-09-02",0
"2025-09-03",0
"2025-09-04",0
"2025-09-05",0
"2025-09-06",6.9238
"2025-09-07",5.5697
"2025-09-08",16.5629
"2025-09-09",14.671
"2025-09-10",8.6003
"2025-09-11",0
"2025-09-12",1.7972
"2025-09-13",0
"2025-09-14",1.8444
"2025-09-15",4.6949
"2025-09-16",2.4832
"2025-09-17",20.4734
"2025-09-18",2.5662
"2025-09-19",2.9959
"2025-09-20",0.0301
"2025-09-21",2.0562
"2025-09-22",0
"2025-09-23",0
"2025-09-24",1.5653
"2025-09-25",3.7742
"2025-09-26",0.301
"2025-09-27",0
"2025-09-28",0
"2025-09-29",0
"2025-09-30",0.0164
"2025-10-01",0
"2025-10-02",0
"2025-10-03",11.9635
"2025-10-04",16.9401
"2025-10-05",10.0703
"2025-10-06",4.6797
"2025-10-07",7.6131
"2025-10-08",9.3381
"2025-10-09",8.8788
"2025-10-10",4.4231
"2025-10-11",11.8458
"2025-10-12",20.3428
"2025-10-13",24.0444
"2025-10-14",21.1169
"2025-10-15",34.7997
"2025-10-16",31.4484
"2025-10-17",32.9754
"2025-10-18",21.2084
"2025-10-19",49.5768
"2025-10-20",32.5635
"2025-10-21",31.9439
"2025-10-22",0.83
"2025-10-23",8.0374
"2025-10-24",38.8539
"2025-10-25",6.654
"2025-10-26",9.3354
"2025-10-27",15.4807
"2025-10-28",0.4139
"2025-10-29",0
"2025-10-30",0
"2025-10-31",0
"2025-11-01",1.062
"2025-11-02",0
"2025-11-03",0
"2025-11-04",0
"2025-11-05",10.3282
"2025-11-06",12.7915
"2025-11-07",9.3366
"2025-11-08",9.9321
"2025-11-09",0
"2025-11-10",2.0715
"2025-11-11",1.1836
"2025-11-12",5.0101
"2025-11-13",3.4173
"2025-11-14",1.0629
"2025-11-15",2.7851
"2025-11-16",11.491
"2025-11-17",21.7816
"2025-11-18",14.6828
"2025-11-19",0
"2025-11-20",21.1165
"2025-11-21",4.497
"2025-11-22",23.0865
"2025-11-23",37.3117
"2025-11-24",41.6981
"2025-11-25",8.2651
"2025-11-26",20.9185
"2025-11-27",72.9276
"2025-11-28",53.9141
"2025-11-29",1.6867
"2025-11-30",0.268
"2025-12-01",0
"2025-12-02",0
"2025-12-03",0.0554
"2025-12-04",5.0813
"2025-12-05",8.8926
"2025-12-06",0.7051
"2025-12-07",1.9603
"2025-12-08",0
"2025-12-09",9.1473
"2025-12-10",7.0986
"2025-12-11",1.7094
"2025-12-12",0.4936
"2025-12-13",0
"2025-12-14",0
"2025-12-15",6.1606
"2025-12-16",2.6721
"2025-12-17",12.8044
"2025-12-18",16.3203
"2025-12-19",2.1943
"2025-12-20",0
"2025-12-21",0
"2025-12-22",0
"2025-12-23",0
"2025-12-24",0
"2025-12-25",0
"2025-12-26",0
"2025-12-27",0
"2025-12-28",0
"2025-12-29",0
"2025-12-30",0
"2025-12-31",26.8452
