,"(mm) Precipitation (CHIRPS) at Matale, 2007-01-01 to 2025-12-31"
"2023-01-27",18.9738
"2023-01-28",0
"2023-01-29",0
"2023-01-30",6.9735
"2023-01-31",20.7032
"2023-02-01",17.1803
"2023-02-02",23.5127
"2023-02-03",7.1556
"2023-02-04",23.4558
"2023-02-05",6.0525
"2023-02-06",10.167
"2023-02-07",0.7174
"2023-02-08",0.0051
"2023-02-09",0
"2023-02-10",2.8488
"2023-02-11",0
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",0
"2023-02-19",0.3667
"2023-02-20",3.7917
"2023-02-21",0
"2023-02-22",0
"2023-02-23",0
"2023-02-24",7.8742
"2023-02-25",0
"2023-02-26",0
"2023-02-27",0.4428
"2023-02-28",17.6059
"2023-03-01",2.732
"2023-03-02",4.5323
"2023-03-03",1.0045
"2023-03-04",1.1772
"2023-03-05",0
"2023-03-06",9.8467
"2023-03-07",0
"2023-03-08",0
"2023-03-09",0.4062
"2023-03-10",1.6187
"2023-03-11",6.5689
"2023-03-12",1.5927
"2023-03-13",0
"2023-03-14",2.0813
"2023-03-15",6.5017
"2023-03-16",28.785
"2023-03-17",0
"2023-03-18",17.7243
"2023-03-19",7.0724
"2023-03-20",0.8071
"2023-03-21",8.6941
"2023-03-22",12.7737
"2023-03-23",9.2163
"2023-03-24",0
"2023-03-25",0
"2023-03-26",0
"2023-03-27",0
"2023-03-28",0
"2023-03-29",0.7407
"2023-03-30",0.0744
"2023-03-31",0.0036
"2023-04-01",1.3308
"2023-04-02",0.5123
"2023-04-03",3.1508
"2023-04-04",21.816
"2023-04-05",0
"2023-04-06",0.4762
"2023-04-07",0
"2023-04-08",6.4412
"2023-04-09",0
"2023-04-10",0
"2023-04-11",0
"2023-04-12",0
"2023-04-13",1.2309
"2023-04-14",1.713
"2023-04-15",5.4315
"2023-04-16",5.8637
"2023-04-17",1.7816
"2023-04-18",0
"2023-04-19",0
"2023-04-20",4.2124
"2023-04-21",3.363
"2023-04-22",8.2004
"2023-04-23",7.0181
"2023-04-24",9.6207
"2023-04-25",7.4699
"2023-04-26",16.3743
"2023-04-27",0.4373
"2023-04-28",15.3049
"2023-04-29",11.471
"2023-04-30",15.6598
"2023-05-01",35.3596
"2023-05-02",21.7611
"2023-05-03",21.8442
"2023-05-04",49.583
"2023-05-05",25.9978
"2023-05-06",30.833
"2023-05-07",11.0564
"2023-05-08",28.9614
"2023-05-09",14.5743
"2023-05-10",8.5562
"2023-05-11",4.1846
"2023-05-12",0
"2023-05-13",0.4255
"2023-05-14",0
"2023-05-15",0
"2023-05-16",0
"2023-05-17",2.1803
"2023-05-18",22.3938
"2023-05-19",1.9328
"2023-05-20",3.0684
"2023-05-21",11.1867
"2023-05-22",24.2896
"2023-05-23",11.1476
"2023-05-24",0
"2023-05-25",0
"2023-05-26",0
"2023-05-27",0
"2023-05-28",2.8248
"2023-05-29",21.9962
"2023-05-30",6.2295
"2023-05-31",18.6337
"2023-06-01",0
"2023-06-02",5.3702
"2023-06-03",0
"2023-06-04",0.6967
"2023-06-05",0
"2023-06-06",0
"2023-06-07",0
"2023-06-08",0.0774
"2023-06-09",0
"2023-06-10",0.7207
"2023-06-11",4.6058
"2023-06-12",10.5298
"2023-06-13",6.6375
"2023-06-14",0
"2023-06-15",1.1211
"2023-06-16",0.7692
"2023-06-17",25.1231
"2023-06-18",24.404
"2023-06-19",0
"2023-06-20",0
"2023-06-21",14.205
"2023-06-22",8.121
"2023-06-23",1.3354
"2023-06-24",0
"2023-06-25",0
"2023-06-26",0
"2023-06-27",0.5865
"2023-06-28",0
"2023-06-29",29.7521
"2023-06-30",0
"2023-07-01",5.5173
"2023-07-02",19.4402
"2023-07-03",6.8751
"2023-07-04",0.5729
"2023-07-05",0
"2023-07-06",0.041
"2023-07-07",0
"2023-07-08",0
"2023-07-09",1.2802
"2023-07-10",11.9197
"2023-07-11",8.7968
"2023-07-12",0
"2023-07-13",0
"2023-07-14",0
"2023-07-15",0.6801
"2023-07-16",1.3995
"2023-07-17",0
"2023-07-18",0
"2023-07-19",0
"2023-07-20",0
"2023-07-21",0
"2023-07-22",0
"2023-07-23",5.3353
"2023-07-24",1.4927
"2023-07-25",3.8409
"2023-07-26",1.7434
"2023-07-27",0
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0
"2023-07-31",0
"2023-08-01",0
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0
"2023-08-05",2.893
"2023-08-06",2.7277
"2023-08-07",0
"2023-08-08",0.5504
"2023-08-09",1.7282
"2023-08-10",1.4142
"2023-08-11",9.373
"2023-08-12",0.4887
"2023-08-13",0
"2023-08-14",0
"2023-08-15",0
"2023-08-16",0
"2023-08-17",0
"2023-08-18",0
"2023-08-19",0
"2023-08-20",0
"2023-08-21",0
"2023-08-22",7.5509
"2023-08-23",3.6145
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0
"2023-08-27",0
"2023-08-28",4.5451
"2023-08-29",10.0333
"2023-08-30",0.8622
"2023-08-31",14.8966
"2023-09-01",21.0846
"2023-09-02",0.1057
"2023-09-03",0
"2023-09-04",0
"2023-09-05",0.0966
"2023-09-06",13.678
"2023-09-07",0.2765
"2023-09-08",0
"2023-09-09",0
"2023-09-10",0
"2023-09-11",1.1996
"2023-09-12",0
"2023-09-13",1.3142
"2023-09-14",0
"2023-09-15",0
"2023-09-16",0
"2023-09-17",12.4712
"2023-09-18",10.6916
"2023-09-19",3.6407
"2023-09-20",5.568
"2023-09-21",6.6094
"2023-09-22",4.8936
"2023-09-23",4.4369
"2023-09-24",3.7101
"2023-09-25",2.7331
"2023-09-26",16.3307
"2023-09-27",12.264
"2023-09-28",5.6052
"2023-09-29",10.2579
"2023-09-30",26.3263
"2023-10-01",5.0154
"2023-10-02",5.6615
"2023-10-03",11.377
"2023-10-04",12.28
"2023-10-05",8.6563
"2023-10-06",15.8876
"2023-10-07",14.9346
"2023-10-08",14.3135
"2023-10-09",29.8334
"2023-10-10",13.0507
"2023-10-11",16.5291
"2023-10-12",21.5965
"2023-10-13",31.9387
"2023-10-14",22.2118
"2023-10-15",5.4138
"2023-10-16",4.5189
"2023-10-17",20.7863
"2023-10-18",15.315
"2023-10-19",10.5028
"2023-10-20",13.1176
"2023-10-21",27.6124
"2023-10-22",20.4692
"2023-10-23",3.3562
"2023-10-24",1.3268
"2023-10-25",10.1177
"2023-10-26",1.2427
"2023-10-27",7.4564
"2023-10-28",11.2944
"2023-10-29",18.0824
"2023-10-30",16.2173
"2023-10-31",2.6667
"2023-11-01",27.3731
"2023-11-02",19.3134
"2023-11-03",42.3035
"2023-11-04",41.1464
"2023-11-05",16.2702
"2023-11-06",14.3381
"2023-11-07",25.812
"2023-11-08",17.2459
"2023-11-09",19.3951
"2023-11-10",3.8551
"2023-11-11",11.2137
"2023-11-12",12.7597
"2023-11-13",2.8616
"2023-11-14",10.6208
"2023-11-15",16.7255
"2023-11-16",22.1733
"2023-11-17",9.4563
"2023-11-18",17.9632
"2023-11-19",9.0968
"2023-11-20",16.4386
"2023-11-21",32.1144
"2023-11-22",35.8098
"2023-11-23",0
"2023-11-24",0
"2023-11-25",0
"2023-11-26",0.9157
"2023-11-27",7.2615
"2023-11-28",10.7134
"2023-11-29",1.0654
"2023-11-30",8.8212
"2023-12-01",22.4015
"2023-12-02",3.775
"2023-12-03",2.117
"2023-12-04",0.5529
"2023-12-05",32.1096
"2023-12-06",21.9999
"2023-12-07",38.4651
"2023-12-08",31.148
"2023-12-09",4.5954
"2023-12-10",29.5074
"2023-12-11",4.3566
"2023-12-12",8.4918
"2023-12-13",0
"2023-12-14",35.6551
"2023-12-15",53.1245
"2023-12-16",31.9846
"2023-12-17",0
"2023-12-18",21.7714
"2023-12-19",4.3511
"2023-12-20",20.1459
"2023-12-21",6.8281
"2023-12-22",4.0261
"2023-12-23",0
"2023-12-24",0
"2023-12-25",0
"2023-12-26",19.2666
"2023-12-27",23.0141
"2023-12-28",5.2015
"2023-12-29",5.986
"2023-12-30",0
"2023-12-31",0
"2024-01-01",44.746
"2024-01-02",25.025
"2024-01-03",0
"2024-01-04",0
"2024-01-05",1.1081
"2024-01-06",0
"2024-01-07",1.7374
"2024-01-08",58.2747
"2024-01-09",72.9187
"2024-01-10",89.1136
"2024-01-11",0
"2024-01-12",0
"2024-01-13",0
"2024-01-14",0
"2024-01-15",0
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0.3724
"2024-01-19",0.5475
"2024-01-20",0
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",0
"2024-01-30",0.1979
"2024-01-31",7.9393
"2024-02-01",3.6173
"2024-02-02",0
"2024-02-03",0
"2024-02-04",0.3751
"2024-02-05",0
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0.15
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",0
"2024-02-14",0
"2024-02-15",0
"2024-02-16",1.96
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",0
"2024-02-21",0
"2024-02-22",0
"2024-02-23",0.5251
"2024-02-24",0
"2024-02-25",0.0004
"2024-02-26",2.6442
"2024-02-27",1.3276
"2024-02-28",0
"2024-02-29",9.2524
"2024-03-01",2.2806
"2024-03-02",0.4554
"2024-03-03",0
"2024-03-04",0
"2024-03-05",0.1098
"2024-03-06",0.8133
"2024-03-07",0.4293
"2024-03-08",0
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0.0227
"2024-03-15",0
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",0
"2024-03-22",4.3375
"2024-03-23",3.9002
"2024-03-24",6.1631
"2024-03-25",0
"2024-03-26",0.389
"2024-03-27",4.6023
"2024-03-28",0.1535
"2024-03-29",0
"2024-03-30",0
"2024-03-31",0
"2024-04-01",5.2917
"2024-04-02",11.0232
"2024-04-03",0.2318
"2024-04-04",0.0356
"2024-04-05",0.4737
"2024-04-06",0.8527
"2024-04-07",0
"2024-04-08",0
"2024-04-09",0
"2024-04-10",0
"2024-04-11",10.3737
"2024-04-12",5.6549
"2024-04-13",0.7272
"2024-04-14",7.6397
"2024-04-15",15.108
"2024-04-16",0.2779
"2024-04-17",0
"2024-04-18",0.5799
"2024-04-19",0.7808
"2024-04-20",0.0849
"2024-04-21",0.159
"2024-04-22",0
"2024-04-23",7.0626
"2024-04-24",5.2024
"2024-04-25",3.8589
"2024-04-26",0
"2024-04-27",2.7143
"2024-04-28",0
"2024-04-29",9.258
"2024-04-30",0.8295
"2024-05-01",0
"2024-05-02",0.0884
"2024-05-03",0
"2024-05-04",0
"2024-05-05",0.0465
"2024-05-06",1.3327
"2024-05-07",3.9304
"2024-05-08",10.3885
"2024-05-09",8.3714
"2024-05-10",17.4634
"2024-05-11",18.9735
"2024-05-12",15.2732
"2024-05-13",12.7385
"2024-05-14",21.3942
"2024-05-15",6.8464
"2024-05-16",31.6996
"2024-05-17",17.4776
"2024-05-18",24.6117
"2024-05-19",8.4335
"2024-05-20",4.5852
"2024-05-21",4.099
"2024-05-22",12.7814
"2024-05-23",6.524
"2024-05-24",8.6534
"2024-05-25",13.3537
"2024-05-26",4.2657
"2024-05-27",1.622
"2024-05-28",0
"2024-05-29",0
"2024-05-30",0.1678
"2024-05-31",1.9074
"2024-06-01",6.4203
"2024-06-02",6.4897
"2024-06-03",1.5154
"2024-06-04",1.7164
"2024-06-05",1.1129
"2024-06-06",0.5675
"2024-06-07",3.6715
"2024-06-08",10.3186
"2024-06-09",0.8327
"2024-06-10",0
"2024-06-11",1.4562
"2024-06-12",1.6155
"2024-06-13",0.5878
"2024-06-14",0.6086
"2024-06-15",0.3713
"2024-06-16",0
"2024-06-17",0
"2024-06-18",4.6677
"2024-06-19",0.3372
"2024-06-20",0
"2024-06-21",0
"2024-06-22",0
"2024-06-23",0
"2024-06-24",0
"2024-06-25",1.1811
"2024-06-26",2.8556
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",3.058
"2024-07-01",0.8445
"2024-07-02",0
"2024-07-03",0.2508
"2024-07-04",5.1186
"2024-07-05",1.8099
"2024-07-06",2.7077
"2024-07-07",1.1603
"2024-07-08",0.7946
"2024-07-09",0
"2024-07-10",0
"2024-07-11",0
"2024-07-12",0
"2024-07-13",3.7737
"2024-07-14",1.5674
"2024-07-15",6.2891
"2024-07-16",1.2863
"2024-07-17",0
"2024-07-18",0
"2024-07-19",0
"2024-07-20",0
"2024-07-21",0
"2024-07-22",0
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",0
"2024-07-27",0
"2024-07-28",0.3891
"2024-07-29",0
"2024-07-30",4.3341
"2024-07-31",0
"2024-08-01",0.8734
"2024-08-02",0
"2024-08-03",3.3822
"2024-08-04",5.5429
"2024-08-05",2.4439
"2024-08-06",2.6085
"2024-08-07",0.4538
"2024-08-08",4.564
"2024-08-09",0
"2024-08-10",0.8349
"2024-08-11",8.5449
"2024-08-12",4.9551
"2024-08-13",3.8722
"2024-08-14",3.6239
"2024-08-15",5.2019
"2024-08-16",3.4744
"2024-08-17",12.4119
"2024-08-18",10.3577
"2024-08-19",8.1675
"2024-08-20",6.0166
"2024-08-21",3.98
"2024-08-22",2.5404
"2024-08-23",2.4156
"2024-08-24",2.2785
"2024-08-25",1.3463
"2024-08-26",0.2028
"2024-08-27",0.1062
"2024-08-28",0.2368
"2024-08-29",0.6678
"2024-08-30",0.595
"2024-08-31",0.6412
"2024-09-01",0
"2024-09-02",4.8652
"2024-09-03",0
"2024-09-04",0.1643
"2024-09-05",0
"2024-09-06",5.8199
"2024-09-07",0
"2024-09-08",0
"2024-09-09",0.0259
"2024-09-10",0
"2024-09-11",1.32
"2024-09-12",0.9442
"2024-09-13",0.9138
"2024-09-14",1.4342
"2024-09-15",1.1321
"2024-09-16",0
"2024-09-17",0.0067
"2024-09-18",0
"2024-09-19",0
"2024-09-20",0.7614
"2024-09-21",1.0328
"2024-09-22",0.5476
"2024-09-23",1.7196
"2024-09-24",0
"2024-09-25",0
"2024-09-26",0.7439
"2024-09-27",12.7868
"2024-09-28",0.2402
"2024-09-29",5.9688
"2024-09-30",11.7792
"2024-10-01",11.5602
"2024-10-02",6.7601
"2024-10-03",3.8493
"2024-10-04",3.001
"2024-10-05",5.4385
"2024-10-06",24.7724
"2024-10-07",15.2448
"2024-10-08",18.2169
"2024-10-09",16.9768
"2024-10-10",11.7022
"2024-10-11",11.904
"2024-10-12",17.6308
"2024-10-13",25.022
"2024-10-14",6.3745
"2024-10-15",6.0134
"2024-10-16",0
"2024-10-17",0
"2024-10-18",0.673
"2024-10-19",3.8953
"2024-10-20",9.3074
"2024-10-21",32.0667
"2024-10-22",5.4473
"2024-10-23",10.3404
"2024-10-24",0
"2024-10-25",8.0148
"2024-10-26",27.8033
"2024-10-27",1.1188
"2024-10-28",0.0081
"2024-10-29",12.7661
"2024-10-30",3.2958
"2024-10-31",29.921
"2024-11-01",24.2525
"2024-11-02",15.1085
"2024-11-03",15.2322
"2024-11-04",3.6665
"2024-11-05",1.7947
"2024-11-06",0
"2024-11-07",11.9492
"2024-11-08",52.094
"2024-11-09",3.1693
"2024-11-10",0
"2024-11-11",0
"2024-11-12",10.2201
"2024-11-13",10.7591
"2024-11-14",15.3376
"2024-11-15",9.9208
"2024-11-16",0
"2024-11-17",0.0309
"2024-11-18",0.5575
"2024-11-19",7.1906
"2024-11-20",23.4938
"2024-11-21",8.8325
"2024-11-22",13.6411
"2024-11-23",25.3326
"2024-11-24",41.2113
"2024-11-25",39.8163
"2024-11-26",82.351
"2024-11-27",25.1672
"2024-11-28",2.7576
"2024-11-29",18.4478
"2024-11-30",0
"2024-12-01",0
"2024-12-02",0
"2024-12-03",0
"2024-12-04",0
"2024-12-05",0
"2024-12-06",0
"2024-12-07",0.4492
"2024-12-08",0
"2024-12-09",0
"2024-12-10",0.811
"2024-12-11",25.525
"2024-12-12",61.3585
"2024-12-13",16.0197
"2024-12-14",18.3945
"2024-12-15",0
"2024-12-16",33.5456
"2024-12-17",6.4651
"2024-12-18",0
"2024-12-19",0.0204
"2024-12-20",11.1013
"2024-12-21",21.5056
"2024-12-22",0.4924
"2024-12-23",0
"2024-12-24",0
"2024-12-25",0
"2024-12-26",0
"2024-12-27",1.5721
"2024-12-28",0.9651
"2024-12-29",0
"2024-12-30",23.3284
"2024-12-31",49.0341
"2025-01-01",21.8808
"2025-01-02",10.0482
"2025-01-03",0
"2025-01-04",6.385
"2025-01-05",0
"2025-01-06",0.1623
"2025-01-07",0
"2025-01-08",0
"2025-01-09",0
"2025-01-10",5.4833
"2025-01-11",23.0132
"2025-01-12",62.9662
"2025-01-13",7.1061
"2025-01-14",50.8941
"2025-01-15",7.61
"2025-01-16",0
"2025-01-17",8.4957
"2025-01-18",67.9888
"2025-01-19",51.8116
"2025-01-20",0
"2025-01-21",18.0679
"2025-01-22",20.8999
"2025-01-23",4.9218
"2025-01-24",5.1029
"2025-01-25",14.2495
"2025-01-26",18.0566
"2025-01-27",1.3762
"2025-01-28",30.1032
"2025-01-29",25.2081
"2025-01-30",13.3216
"2025-01-31",0.4747
"2025-02-01",0.1309
"2025-02-02",0
"2025-02-03",0
"2025-02-04",0
"2025-02-05",0
"2025-02-06",0.0997
"2025-02-07",0.0778
"2025-02-08",0.057
"2025-02-09",0.0002
"2025-02-10",1.0253
"2025-02-11",0
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",4.3079
"2025-02-26",25.7961
"2025-02-27",28.5901
"2025-02-28",38.4539
"2025-03-01",12.6228
"2025-03-02",4.5137
"2025-03-03",14.0299
"2025-03-04",10.2666
"2025-03-05",0
"2025-03-06",0
"2025-03-07",0
"2025-03-08",0
"2025-03-09",0
"2025-03-10",18.1641
"2025-03-11",40.7066
"2025-03-12",0.8327
"2025-03-13",0
"2025-03-14",0
"2025-03-15",2.0195
"2025-03-16",0.0006
"2025-03-17",9.9668
"2025-03-18",3.937
"2025-03-19",0.2192
"2025-03-20",0.8537
"2025-03-21",0
"2025-03-22",0.2845
"2025-03-23",0
"2025-03-24",0
"2025-03-25",10.6835
"2025-03-26",7.5811
"2025-03-27",8.7579
"2025-03-28",0.471
"2025-03-29",1.5082
"2025-03-30",0.0105
"2025-03-31",0.3642
"2025-04-01",20.7445
"2025-04-02",11.2434
"2025-04-03",23.6211
"2025-04-04",4.7105
"2025-04-05",25.1174
"2025-04-06",18.4261
"2025-04-07",17.8572
"2025-04-08",11.4255
"2025-04-09",9.6896
"2025-04-10",18.4162
"2025-04-11",1.4171
"2025-04-12",0.2892
"2025-04-13",0
"2025-04-14",9.4475
"2025-04-15",6.6739
"2025-04-16",5.5147
"2025-04-17",0
"2025-04-18",4.2562
"2025-04-19",1.438
"2025-04-20",3.7115
"2025-04-21",4.8437
"2025-04-22",4.8191
"2025-04-23",4.3168
"2025-04-24",6.6889
"2025-04-25",10.461
"2025-04-26",10.7217
"2025-04-27",14.7861
"2025-04-28",13.7291
"2025-04-29",18.4128
"2025-04-30",12.2403
"2025-05-01",5.6095
"2025-05-02",14.9444
"2025-05-03",10.2299
"2025-05-04",7.2776
"2025-05-05",20.2744
"2025-05-06",9.9797
"2025-05-07",6.4137
"2025-05-08",2.0112
"2025-05-09",7.5425
"2025-05-10",6.25
"2025-05-11",2.7995
"2025-05-12",0
"2025-05-13",0
"2025-05-14",11.4202
"2025-05-15",11.6988
"2025-05-16",23.8465
"2025-05-17",10.9032
"2025-05-18",7.0317
"2025-05-19",7.5037
"2025-05-20",2.7495
"2025-05-21",0
"2025-05-22",11.521
"2025-05-23",0.0071
"2025-05-24",6.4943
"2025-05-25",0.8664
"2025-05-26",1.1572
"2025-05-27",2.3568
"2025-05-28",0
"2025-05-29",0
"2025-05-30",0.6763
"2025-05-31",0
"2025-06-01",0.4826
"2025-06-02",0
"2025-06-03",0
"2025-06-04",0
"2025-06-05",12.8021
"2025-06-06",13.0199
"2025-06-07",0
"2025-06-08",0.8961
"2025-06-09",0
"2025-06-10",0.502
"2025-06-11",2.4758
"2025-06-12",1.1861
"2025-06-13",2.4802
"2025-06-14",2.7839
"2025-06-15",1.8049
"2025-06-16",0
"2025-06-17",0
"2025-06-18",0
"2025-06-19",0
"2025-06-20",0
"2025-06-21",3.1961
"2025-06-22",4.6903
"2025-06-23",0
"2025-06-24",0
"2025-06-25",0
"2025-06-26",0.0944
"2025-06-27",0
"2025-06-28",4.667
"2025-06-29",0
"2025-06-30",0
"2025-07-01",0.0439
"2025-07-02",0.025
"2025-07-03",0.7078
"2025-07-04",0.5969
"2025-07-05",0.4571
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0
"2025-07-09",0
"2025-07-10",0.6368
"2025-07-11",4.7286
"2025-07-12",0
"2025-07-13",0.1212
"2025-07-14",0
"2025-07-15",3.0836
"2025-07-16",2.7045
"2025-07-17",0.3123
"2025-07-18",0.157
"2025-07-19",2.3084
"2025-07-20",0.0413
"2025-07-21",0
"2025-07-22",0
"2025-07-23",4.508
"2025-07-24",4.5924
"2025-07-25",2.2834
"2025-07-26",1.6406
"2025-07-27",0
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0
"2025-07-31",6.1904
"2025-08-01",13.6882
"2025-08-02",8.9905
"2025-08-03",9.9612
"2025-08-04",5.6021
"2025-08-05",0
"2025-08-06",0
"2025-08-07",0.0056
"2025-08-08",0.2649
"2025-08-09",1.7992
"2025-08-10",0.6734
"2025-08-11",4.7175
"2025-08-12",0.1854
"2025-08-13",0
"2025-08-14",0
"2025-08-15",0
"2025-08-16",0.0692
"2025-08-17",4.8913
"2025-08-18",3.7171
"2025-08-19",0
"2025-08-20",0
"2025-08-21",0.1812
"2025-08-22",3.1503
"2025-08-23",0.5859
"2025-08-24",0
"2025-08-25",5.5283
"2025-08-26",0
"2025-08-27",0
"2025-08-28",0
"2025-08-29",0
"2025-08-30",0
"2025-08-31",0
"2025-09-01",0
"2025-09-02",0
"2025-09-03",0
"2025-09-04",0
"2025-09-05",0
"2025-09-06",13.1024
"2025-09-07",13.8637
"2025-09-08",19.1931
"2025-09-09",9.8079
"2025-09-10",14.208
"2025-09-11",0
"2025-09-12",5.1582
"2025-09-13",0
"2025-09-14",2.2388
"2025-09-15",13.6045
"2025-09-16",11.7725
"2025-09-17",23.2563
"2025-09-18",8.244
"2025-09-19",6.8958
"2025-09-20",0
"2025-09-21",0.7648
"2025-09-22",0
"2025-09-23",0
"2025-09-24",0
"2025-09-25",7.7717
"2025-09-26",0
"2025-09-27",0
"2025-09-28",0
"2025-09-29",0
"2025-09-30",0
"2025-10-01",0
"2025-10-02",0
"2025-10-03",10.4874
"2025-10-04",16.2007
"2025-10-05",8.3366
"2025-10-06",4.6739
"2025-10-07",8.4724
"2025-10-08",12.3403
"2025-10-09",10.3783
"2025-10-10",5.1729
"2025-10-11",9.9295
"2025-10-12",7.2697
"2025-10-13",17.7797
"2025-10-14",10.9669
"2025-10-15",19.8303
"2025-10-16",10.7887
"2025-10-17",26.1202
"2025-10-18",10.3966
"2025-10-19",40.5684
"2025-10-20",32.2581
"2025-10-21",28.2118
"2025-10-22",0
"2025-10-23",0.0716
"2025-10-24",23.8344
"2025-10-25",0.8388
"2025-10-26",11.1582
"2025-10-27",10.4512
"2025-10-28",0
"2025-10-29",0
"2025-10-30",0
"2025-10-31",0
"2025-11-01",1.0502
"2025-11-02",0
"2025-11-03",0
"2025-11-04",0
"2025-11-05",13.5178
"2025-11-06",8.8261
"2025-11-07",11.8221
"2025-11-08",3.2901
"2025-11-09",0
"2025-11-10",7.4166
"2025-11-11",6.2081
"2025-11-12",5.6982
"2025-11-13",2.1999
"2025-11-14",0
"2025-11-15",8.0274
"2025-11-16",31.7098
"2025-11-17",28.0088
"2025-11-18",9.1149
"2025-11-19",0
"2025-11-20",21.5442
"2025-11-21",11.3839
"2025-11-22",24.9432
"2025-11-23",45.8458
"2025-11-24",65.7408
"2025-11-25",24.4173
"2025-11-26",31.8168
"2025-11-27",85.3494
"2025-11-28",35.8068
"2025-11-29",0.7998
"2025-11-30",0.0274
"2025-12-01",0
"2025-12-02",0
"2025-12-03",0.9868
"2025-12-04",6.011
"2025-12-05",9.7528
"2025-12-06",0
"2025-12-07",0.6311
"2025-12-08",0
"2025-12-09",20.018
"2025-12-10",11.0262
"2025-12-11",10.7337
"2025-12-12",0
"2025-12-13",0
"2025-12-14",0
"2025-12-15",11.7411
"2025-12-16",0.1957
"2025-12-17",73.7572
"2025-12-18",12.9242
"2025-12-19",0
"2025-12-20",0
"2025-12-21",0
"2025-12-22",0
"2025-12-23",0
"2025-12-24",0
"2025-12-25",0
"2025-12-26",0
"2025-12-27",1.3143
"2025-12-28",0
"2025-12-29",0
"2025-12-30",0
"2025-12-31",37.4609
